name,cpu,ram,gpu,dx,os,sto,spec_class
Prismata,"2.33GHz or faster x86-compatible processor, or Intel Atom 1.6GHz or faster processor",4 GB RAM,0.5GB VRAM is plenty,,Windows 7 or later,800 MB available space,0
Prison Architect,Intel Core2 Duo 2.4Ghz or Higher / AMD 3Ghz or Higher,6 GB RAM,Nvidia 8600 / Radeon equivalent (2009 era) ,,Windows 7 64-bit,400 MB HD space,0
Prison Break: The Conspiracy,Intel Pentium IV at 2.0 GHz or Equivalent AMD,1 GB RAM,256 MB VRAM – nVidia GeForce 7800 / ATI Radeon X1800,DirectX 9.0c,Microsoft Windows XP / Windows Vista / Windows 7,2 GB of free Hard Drive Space,0
Prison Break: The Conspiracy,Any Dual Core Processor at 2.0 GHz,2 GB RAM,512 MB VRAM – nVidia GeForce 8800 / ATI Radeon HD 3870,DirectX 9.0c,Microsoft Windows XP / Windows Vista / Windows 7,2 GB of free Hard Drive Space,1
Prison Run and Gun,2 Ghz,2 GB RAM,Intel GMA 900,,Windows XP,100 MB available space,0
Prison Tycoon 4: SuperMax,Pentium® III 1.4 GHz or faste,512 MB RAM,DirectX® 9.0c compliant 64 MB Video card and drivers (GeForce2 / ATI 7000 / Intel GMA 900),DirectX® 9.0c,Windows® XP/Vista,800 MB Hard Disk space,0
Pristontale 2: The Second Enigma ,P4 1.8GHz / AMD,512MB,Nvidia FX 5700 ,,,3~4GB,0
Pristontale 2: The Second Enigma ,P4 2GHz / AMD,1GB,Nvidia Geforce 6600GT ,,,3~4GB,1
Pro Cycling Manager 2012,AMD/INTEL 2.2 GHZ ,1024 MB (XP)/2048 MB (VISTA/7),GRAPHICS CARD: 128 MB 100% DIRECTX 9 AND SHADERS 2.0 COMPATIBLE NVIDIA GEFORCE 6600/ATI RADEON X700/INTEL HD,9,WINDOWS XP SP2/WINDOWS VISTA SP1/WINDOWS 7 ,7 GB ,0
Pro Cycling Manager 2013,AMD/Intel dual-core 2.2 GHZ,2048 MB,256 MB 100% DirectX 9 and Shaders 3.0 compatible NVidia GEFORCE 7900/ATI RADEON X1600/Intel HD 2000,9.0,Windows XP SP3/Windows VISTA SP2/Windows 7/Windows 8,11 GB,0
Pro Cycling Manager 2014,AMD/INTEL DUAL-CORE 2.2 GHZ,2048 MB RAM,256 MB 100% DIRECTX 9 AND SHADERS 3.0 COMPATIBLE NVIDIA GEFORCE 7900/ATI RADEON X1600/INTEL HD 2000,,Windows XP SP3/WINDOWS VISTA SP2/WINDOWS 7/WINDOWS 8,11 GB available space,0
Pro Cycling Manager 2014,AMD/INTEL DUAL-CORE 2.6 GHZ,2048 MB RAM,512 MB 100% DIRECTX 9 AND SHADERS 3.0 COMPATIBLE NVIDIA GEFORCE 8600GT/ATI RADEON X1900 OR HIGHER,,Windows XP SP3/WINDOWS VISTA SP2/WINDOWS 7/WINDOWS 8,11 GB available space,1
Pro Cycling Manager 2016,AMD/INTEL DUAL-CORE 2.2 GHZ,3072 MB RAM,256 MB 100% DIRECTX 9 AND SHADERS 3.0 COMPATIBLE ATI RADEON HD 2600 XT/INTEL HD 3000/NVIDIA GEFORCE 8600 GTS OR HIGHER,Version 9.0c,WINDOWS VISTA/WINDOWS 7/WINDOWS 8/WINDOWS 10,11 GB available space,0
Pro Cycling Manager 2016,AMD/INTEL DUAL-CORE 3.0 GHZ,4096 MB RAM,1024 MB 100% DIRECTX 9 AND SHADERS 3.0 COMPATIBLE AMD RADEON HD 6850/NVIDIA GEFORCE GTX 460 OR HIGHER,Version 9.0c,WINDOWS VISTA/WINDOWS 7/WINDOWS 8/WINDOWS 10,11 GB available space,1
Pro Cycling Manager 2017,AMD/Intel dual-core 2.5 GHz,4 GB RAM,"512 MB, ATI Radeon HD 5570/NVIDIA GeForce GT 240/Intel HD 4600",,Windows 7/8/10 (64-bit),11 GB available space,0
Pro Cycling Manager 2017,AMD/Intel quad-core 3.0 GHz,8 GB RAM,"1 GB, AMD Radeon HD 7850/NVIDIA GeForce GTX 560",,Windows 7/8/10 (64-bit),11 GB available space,1
Pro Cycling Manager 2018,AMD/Intel dual-core 2.5 GHz,4 GB RAM,"512 MB, ATI Radeon HD 5570/NVIDIA GeForce GT 240/Intel HD 4600",,Windows 7/8/10 (64-bit),11 GB available space,0
Pro Cycling Manager 2018,AMD/Intel quad-core 3.0 GHz,8 GB RAM,"1 GB, AMD Radeon HD 7850/NVIDIA GeForce GTX 560",,Windows 7/8/10 (64-bit),11 GB available space,1
Pro Cycling Manager 2019,AMD/Intel dual-core 2.5 GHz,4 GB RAM,"512 Mo, ATI Radeon HD 5570/NVIDIA GeForce GT 240/Intel HD 4600",,Windows 8/10 (64-bit),11 GB available space,0
Pro Cycling Manager 2019,AMD/Intel quad-core 3.0 GHz,8 GB RAM,"1 GB, AMD Radeon HD 7850/NVIDIA GeForce GTX 560",,Windows 8/10 (64-bit),11 GB available space,1
Pro Cycling Manager 2020,AMD/Intel dual-core 2.5 GHz,4 GB RAM,"512 MB, ATI Radeon HD 5570/NVIDIA GeForce GT 240/Intel HD 4600",Version 9.0,Windows 7/8/10 64-bit,13 GB available space,0
Pro Cycling Manager 2020,AMD/Intel quad-core 3.0 GHz,8 GB RAM,"1 GB, AMD Radeon HD 7850/NVIDIA GeForce GTX 560",Version 11,Windows 10 x64,13 GB available space,1
Pro Cycling Manager 2021,Intel Core i3-540 or AMD Phenom II X4 940,2 GB RAM,"Nvidia GeForce GTX 650, 1 GB or AMD Radeon HD 5770, 1 GB",Version 9.0,Windows 7 (64-bit),15 GB available space,0
Pro Cycling Manager 2021,Intel Core i5-8600K or AMD Ryzen 5 3600,8 GB RAM,"NVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB",Version 11,Windows 10 (64-bit),15 GB available space,1
Pro Cycling Manager 2023,Intel Core i3-540 or AMD Phenom II X4 940,4 GB RAM,"NVIDIA GeForce GTX 650, 1 GB or AMD Radeon HD 5770, 1 GB",Version 9.0,Windows 10 (64-bit),16 GB available space,0
Pro Cycling Manager 2023,Intel Core i5-11600K or AMD Ryzen 5 5600X,8 GB RAM,"NVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB",Version 9.0,Windows 10 (64-bit),16 GB available space,1
Pro Cycling Manager Season 2009,PENTIUM4 2.2GHZ/ATHLONXP 2200+ Processor,1 GB of RAM Memory,Graphics card 128 MB 100% DIRECTX 9 compatible and shaders 2.0 support (NVIDIA GEFORCE FX 5900/ATI RADEON 9600/INTEL GMA X3100 or above)*,DIRECTX 9,Windows XP SP2/VISTA,6 GB Hard Disk Space,0
Pro Evolution Soccer 2007,Intel Pentium III 800MHz or equivalent processor (Athlon/Duron/Celeron) ,256MB RAM,"NVIDIA GeForce 3 or ATI Radeon 8500 video card

SUPPORTED CHIPSETS:
NVIDIA - GeForce 6800, GeForce FX (5950, 5900, 5800, 5600, 5200), GeForce4 Ti, GeForce3
ATI - Radeon x800, 9800, 9700, 9600, 9500, 9200, 9000, 8500 ",DirectX 9.0c or higher (included on Disc 1),Windows 2000/XP,1.5GB Hard Disk Space,0
Pro Evolution Soccer 2007,Intel Pentium IV 1.4GHz processor,512 MB RAM ,"NVIDIA GeForce 4 Ti, ATI Radeon 9600, or higher

SUPPORTED CHIPSETS:
NVIDIA - GeForce 6800, GeForce FX (5950, 5900, 5800, 5600, 5200), GeForce4 Ti, GeForce3
ATI - Radeon x800, 9800, 9700, 9600, 9500, 9200, 9000, 8500 ",DirectX 9.0c or higher (included on Disc 1),Windows 2000/XP,4.7GB free hard disk space,1
Pro Evolution Soccer 2008,"Intel Pentium IV 1.4GHz or equivalent
","512 MB RAM
","DirectX 9.0c compatible video card. 64MB Pixel Shader 1.1 (NVIDIA GeForce 3 or ATI Radeon 8500 video card)
","DirectX 9.0c or higher
","Windows XP
 (Windows Vista is not officially supported.)",6.5GB,0
Pro Evolution Soccer 2008,"Intel Pentium IV 3.0GHz or AMD Athlon 64 or equivalent or higher
","1GB RAM
","DirectX 9.0c compatible video card. 256MB Pixel Shader 3.0 (ATI x1600 or NVidia 6800 GT/GS or better)
","DirectX 9.0c or higher
","Windows XP
","6.5GB
",1
Pro Evolution Soccer 2009,Intel Pentium IV 1.4GHz or equivalent processor,1GB RAM,DirectX 9.0c compatible video card. 128MB Pixel Shader 2.0 (NVIDIA GeForce FX or ATI Radeon 9700 video card),DirectX 9.0c compatible,"Windows XP SP2, Vista",6GB free hard disk space,0
Pro Evolution Soccer 2009,Intel Pentium IV 3.0GHz or AMD Athlon 64 or equivalent or higher,2GB RAM,DirectX 9.0c compatible video card. 256MB Pixel Shader 3.0 (ATI x1600 or NVidia 6800 GT/GS or better),DirectX 9.0c compatible,"Windows XP SP2, Vista",8GB free hard disk space,1
Pro Evolution Soccer 2010,Intel Pentium IV 2.4GHz or equivalent processor,1GB RAM,DirectX 9.0c compatible video card. 128MB Pixel Shader 2.0 (NVIDIA GeForce FX or AMD/ATI Radeon 9700 video card)*,DirectX 9.0c or higher (included on Disc),"Windows XP SP3, Vista SP1",8GB free hard disk space,0
Pro Evolution Soccer 2010,Intel Core2 Duo 2.0GHz or equivalent processor,2GB RAM,DirectX 9.0c compatible video card. 256MB Pixel Shader 3.0 (NVIDIA GeForce 7900 or AMD/ATI Radeon HD2400 or better)*,DirectX 9.0c or higher (included on Disc),"Windows XP SP3, Vista SP1",8GB free hard disk space,1
Pro Evolution Soccer 2011,Intel Pentium IV 2.4GHz or equivalent processor,1GB,DirectX 9.0c compatible video card. 128MB Pixel Shader 3.0 (NVIDIA GeForce 6600 or AMD/ATI Radeon x1300 video card),DirectX 9.0c or higher (included on Disc) ,"Windows XP SP3, Vista SP2, 7",8GB free hard disk space,0
Pro Evolution Soccer 2011,Intel Core2 Duo 2.0GHz or equivalent processor,2GB,DirectX 9.0c compatible video card. 512MB Pixel Shader 3.0 (NVIDIA GeForce 7900 or AMD/ATI Radeon HD2400 or better),DirectX 9.0c or higher (included on Disc) ,"Windows XP SP3, Vista SP2, 7",8GB free hard disk space,1
Pro Evolution Soccer 2012,Intel Pentium IV 2.4GHz or equivalent processor,1 GB RAM,DirectX 9.0c compatible video card. 128MB Pixel Shader 3.0 (NVIDIA GeForce 6200 / AMD/ATI Radeon X1300 / Intel HD Graphics 2000/3000 or better)*,DirectX 9.0c,"Windows XP SP3, Vista SP2, 7",8GB free hard disk space,0
Pro Evolution Soccer 2012,"Intel Core2 Duo 2,0GHz or equivalent processor",1 GB RAM,DirectX 9.0c compatible video card. 512MB Pixel Shader 3.0 (NVIDIA GeForce 7900 / AMD/ATI Radeon HD2400 or better)*,DirectX 9.0c,"Windows XP SP3, Vista SP2, 7",8GB free hard disk space,1
Pro Evolution Soccer 2013,Intel Pentium IV 2.4GHz or equivalent processor,1GB RAM,DirectX 9.0c compatible video card. 128MB Pixel Shader 3.0 (NVIDIA GeForce 6200 / ATI Radeon X1300 / Intel HD Graphics 2000/3000),DirectX 9.0c or higher,"Windows XP SP3, Vista SP2, 7",8GB free hard disk space,0
Pro Evolution Soccer 2013,Intel Core2 Duo 2.0GHz or equivalent processor,2GB RAM,DirectX 9.0c compatible video card. 512MB Pixel Shader 3.0 (NVIDIA GeForce 7900 or AMD/ATI Radeon HD2400 or better),DirectX 9.0c,"Windows XP SP3, Vista SP2, 7",8GB free hard disk space,1
Pro Evolution Soccer 2014,Intel Core2 Duo 1.8GHz or equivalent processor,1GB RAM,DirectX 9.0c compatible video card. 512MB Pixel Shader 3.0 (NVIDIA GeForce 6800 / ATI Radeon X1300 / Intel HD Graphics 2000/3000),DirectX 9.0c or higher (included on Disc),"Windows Vista SP2, 7 SP1",8GB free hard disk space,0
Pro Evolution Soccer 2014,Intel Core i3 530 2.93GHz or equivalent processor,2GB RAM,DirectX 9.0c compatible video card. 1024MB Pixel Shader 3.0 (NVIDIA GeForce 7950 or AMD/ATI Radeon HD2400 or better),,"Windows Vista SP2, 7 SP1",8GB free hard disk space,1
Pro Evolution Soccer 2015,Intel Core 2 Duo @ 1.8 Ghz (AMD Athlon II X2 240 or equivalent processor),1 GB RAM,"DirectX 9.0c Compatible Video card with 512MB
nVidia GeForce 7800 / ATI Radeon X1300 / Intel HD Graphics 2000",DirectX 9.0c,Windows 7 SP1 / Vista SP2,8 GB free HDD space,0
Pro Evolution Soccer 2015,Intel Core i3 530 (AMD Phenom II X4 925 or equivalent processor),2 GB RAM,"DirectX 9.0c Compatible Video card with 1024MB
nVidia GeForce 7950 / ATI Radeon HD 2400 / Intel HD Graphics 3000",DirectX 9.0c,Windows 7 SP1 / Vista SP2,8 GB free HDD space,1
Pro Evolution Soccer 2016,Intel Core 2 Duo @ 1.8 GHz  (AMD Athlon Ⅱ X2  240  or equivalent processor),1 GB RAM,nVidia GeForce 8800 / ATI Radeon X1600 / Intel HD Graphics 3000 or better,Version 9.0c,Windows 10 / 8.1 / 8 / 7 SP1 / Vista SP2,9 GB available space,0
Pro Evolution Soccer 2016,Intel Core i3 530 (AMD Phenom Ⅱ X4  925  or equivalent processor),2 GB RAM,nVidia GeForce GTX 260 / ATI Radeon HD 4850 / Intel HD Graphics 4000 or better,Version 9.0c,Windows 10 / 8.1 / 8 / 7 SP1 / Vista SP2,9 GB available space,1
Pro Evolution Soccer 2017,Intel Core2 Duo 1.8GHz / AMD Athlon Ⅱ X2 240 or equivalent processor,1 GB RAM,DirectX 9.0c compatible video card. 1024MB Pixel Shader 3.0 (NVIDIA GeForce 8800 / AMD/ATI Radeon X1600 / Intel HD Graphics 3000 or better),Version 9.0c,"Windows 10, 8.1, 8, 7 SP1, Vista SP2",8 GB available space,0
Pro Evolution Soccer 2017,Intel Core i3 530 / AMD Phenom Ⅱ X4 925 or equivalent processor,2 GB RAM,DirectX 9.0c compatible video card. 1024MB Pixel Shader 3.0 (NVIDIA GeForce GTX 260 / AMD/ATI Radeon HD4850 / Intel HD Graphics 4000 or better),Version 9.0c,"Windows 10, 8.1, 8, 7 SP1, Vista SP2",8 GB available space,1
Pro Evolution Soccer 2018,Intel Core i5-3450 3.10GHz / AMD FX-4100 3.60GHz,8 GB RAM,"2GB VRAM, NVIDIA GTX 650 / AMD Radeon HD 7750",Version 11,Windows 7 SP1/8.1/10 - 64bit,30 GB available space,0
Pro Evolution Soccer 2018,Intel Core i7-3770 3.40GHz / AMD FX-4170 4.20GHz,8 GB RAM,"2GB VRAM, NVIDIA GTX 660 / AMD Radeon HD 7950",Version 11,Windows 7 SP1/8.1/10 - 64bit,30 GB available space,1
Pro Evolution Soccer 2019,Intel Core i5-3470 / AMD FX-4350,4 GB,"2GB VRAM, NVIDIA GTX 670 / AMD Radeon HD 7870",Version 11,Windows 7 SP1/8.1/10 - 64bit,30 GB available space,0
Pro Evolution Soccer 2019,Intel Core i7-3770 / AMD FX-8350,8 GB,"4GB VRAM, NVIDIA GTX 760 / AMD Radeon R9 270X",Version 11,Windows 7 SP1/8.1/10 - 64bit,30 GB available space,1
Pro Evolution Soccer 6,Intel Pentium III 800MHz or equivalent processor (Athlon/Duron/Celeron) ,256 MB RAM ,"NVIDIA GeForce 3 or ATI Radeon 8500 video card

SUPPORTED CHIPSETS:
NVIDIA - GeForce 6800, GeForce FX (5950, 5900, 5800, 5600, 5200), GeForce4 Ti, GeForce3
ATI - Radeon x800, 9800, 9700, 9600, 9500, 9200, 9000, 8500 ",DirectX 9.0c or higher (included on Disc 1),Windows 2000/XP,1.5GB free hard disk space,0
Pro Evolution Soccer 6,Intel Pentium IV 1.4GHz processor,512 MB RAM ,"NVIDIA GeForce 4 Ti, ATI Radeon 9600, or higher

SUPPORTED CHIPSETS:
NVIDIA - GeForce 6800, GeForce FX (5950, 5900, 5800, 5600, 5200), GeForce4 Ti, GeForce3
ATI - Radeon x800, 9800, 9700, 9600, 9500, 9200, 9000, 8500 ",DirectX 9.0c or higher (included on Disc 1),Windows 2000/XP,4.7GB free hard disk space,1
Pro Pinball Ultra,(Any),(Any),OpenGL 3.0 (Any),,Windows XP Service Pack 3,,0
Pro Pinball Ultra,(Any),(Any),OpenGL 3.0 (Any),,64-bit Windows version,,1
Prodeus,"CPU @ 2+ GHz, 4 cores",2 GB RAM,NVidia GTX 580 or AMD HD 7870,Version 9.0,Windows 7+,4 GB available space,0
Prodeus,"CPU @ 3+ GHz, 8 cores",6 GB RAM,NVidia GTX 1050 or AMD RX 560,Version 10,Windows 7+,4 GB available space,1
Prodigy Tactics,Intel Core i5-4440 (or equivalent),4 GB RAM,"GeForce GTX 660, AMD Radeon HD 7850",Version 9.0c,Windows 7,4 GB available space,0
Prodigy Tactics,Intel Core i5-4440 (or equivalent),(4 GB RAM),"GeForce GTX 1060, AMD Radeon R9 Fury",Version 11,Windows 10,4 GB available space,1
Production Line,intel i5 1.6GHZ,4 GB RAM,intel HD3000,Version 9.0c,"Windows 7, 8, 10, 64-bit",500 MB available space,0
Production Line,intel i7,4 GB RAM,intel HD4000,Version 9.0c,"Windows 7, 8, 10, 64-bit",500 MB available space,1
Professional Farmer 2014,Intel Core 2 Duo / AMD Athlon X2,2 GB RAM,Nvidia GeForce 6800GT / AMD Radeon HD 3650 ,9.0c,Windows XP / Vista / 7 / 8,4 GB available space,0
Professional Farmer 2014,Intel Core 2 Quad / AMD Phenom X4,4 GB RAM,Nvidia GeForce GTX 560 / AMD Radeon HD 6970 ,9.0c,Windows XP / Vista / 7 / 8,4 GB available space,1
Professor Lupo and his Horrible Pets,1.6 GHz,2 GB RAM,"2Gb VRAM (Nvidia GeForce GTX 650, AMD Radeon R7 250X or similar)",,Windows XP/Vista/7/8/10,3 GB available space,0
Project 5: Sightseer,Dual-core Intel i3,8 GB RAM,NVIDIA GTX 560,Version 11,7,1200 MB available space,0
Project 5: Sightseer,Quad-core Intel i7 4790K,8 GB RAM,NVIDIA GTX 780 or better (resolution-dependent),Version 11,7,2 GB available space,1
Project Aftermath,2 GHz CPU,512MB,"GeForce 6 series, RADEON 9600, Intel GMA 950 or above",DirectX 9.0c or higher,Microsoft Windows 2000/XP/Vista,400MB available space,0
Project Arrhythmia,2 GHz+ (this varies with core count),2 GB RAM,(Any),Version 10,Windows 7 SP1+,200 MB available space,0
Project Arrhythmia,3 GHz+ (this varies with core count),6 GB RAM,(Any),Version 10,Windows 8+,500 MB available space,1
Project CARS,"2.66 GHz Intel Core 2 Quad Q8400, 3.0 GHz AMD Phenom II X4 940",4Gb RAM,"nVidia GTX 260, ATI Radeon HD 5770",Version 9.0c,"Windows Vista, Windows 7 with latest Service Packs",25 GB available space,0
Project CARS,"3.5 GHz Intel Core i7 3700, 4.0 GHz AMD FX-8350",8Gb RAM,"GT600 series, AMD Radeon HD7000 series",Version 11,Windows 7 with latest Service Packs,25 GB available space,1
Project CARS - Pagani Edition,"2.66 GHz Intel Core 2 Quad Q8400, 3.0 GHz AMD Phenom II X4 940",4 GB RAM,"nVidia GTX 260, ATI Radeon HD 5770",Version 9.0c,"Windows Vista, Windows 7 with latest Service Packs, or later",25 GB available space,0
Project CARS 2,"3.5 GHz Intel Core i5-3450, 4.0 GHz AMD FX-8350",8 GB RAM,GTX 680 or equivalent,Version 11,Windows 10 (+ specific versions of 7),50 GB available space,0
Project CARS 2,Intel i7-6700k,16 GB RAM,NVidia GTX 1080 or AMD Radeon RX 480,Version 11,Windows 10,50 GB available space,1
Project CARS 3,3.5 GHz Intel Core i5 3450 or 4.0 GHz AMD FX-8350,8 GB RAM,GTX 680 or equivalent,Version 11,Window 10 (+ speficic versions of 7),50 GB available space,0
Project CARS 3,Intel i7 8700k or AMD Ryzen 7 2700X,16 GB RAM,Nvidia RTX 2070 or AMD RX 5700,Version 11,Windows 10,50 GB available space,1
Project Eagle: A 3D Interactive Mars Base,Intel Core i5,8 GB RAM,Nvidia GeForce GTX780,Version 12,Windows 10 64 Bit,2 GB available space,0
Project Eagle: A 3D Interactive Mars Base,Intel Core i7,8 GB RAM,Nvidia GeForce GTX970,Version 12,Windows 10 64 Bit,2 GB available space,1
Project Freedom,Pentium III 700 MHz processor,256 MB RAM,ATI Radeon 7500 or GeForce 2 with 32 MB RAM,DirectX 9.0,Windows 98/ME/2000/XP,,0
Project Genom,2 GHz quad-core Intel or AMD,4 GB RAM,GeForce GTX 460 or equivalent,Version 10,"Windows 7,8,10 (64-bit only)",11 GB available space,0
Project Genom,2.5 GHz quad-core Intel or AMD,8 GB RAM,GeForce GTX 860 or equivalent,Version 11,"Windows 7,8,10 (64-bit only)",11 GB available space,1
Project Highrise,Core i5,2 GB RAM,"Integrated video (Intel HD 4000 or later), 1 GB shared memory",,Windows 7 or later,500 MB available space,0
Project Highrise,Core i7,4 GB RAM,"Dedicated video, 1 GB VRAM",,Windows 7 or later,500 MB available space,1
Project Hospital,i3,4 GB RAM,Integrated Intel HD 4000,,Windows 7 64bit,800 MB available space,0
Project Hospital,i5,4 GB RAM,"Dedicated, 1 GB VRAM",,Windows 7 64bit,800 MB available space,1
Project IGI 2: Covert Strike,Pentium III or Athlon 700MHz Processor,128MB RAM,32MB 3D Accelerated Video Card,DirectX 8.1,Windows 98/ME/2000/XP,1.9GB Hard Disk Space,0
Project IGI 2: Covert Strike,Pentium 4 or Athlon 1.2GHz Processor,512MB RAM,64MB 3D Accelerated Video Card,DirectX 8.1,Windows 98/ME/2000/XP,1.9GB Hard Disk Space,1
Project Nimbus,Intel Core 2 Duo,2 GB RAM,ATi HD5750 {Any card that support Shader Model 3.0 shall be able to run the game),Version 9.0c,Windows Vista/7/8,,0
Project Remedium,Intel Core i5-4690 / AMD Ryzen 5 1500X,4 GB RAM,NVIDIA GeForce GTX 760 or AMD Radeon R9 270X with 2GB VRAM or more,Version 11,Windows 7 / 8 / 10,10 GB available space,0
Project Remedium,Intel Core i5-6600K / AMD Ryzen 7 1700X,8 GB RAM,NVIDIA GeForce GTX 1060 or AMD Radeon RX 580 Series with 2GB VRAM or more,Version 11,Windows 7 / 8 / 10,10 GB available space,1
Project Runway,Intel Pentium® 4 2 GHz+,1 GB,"NVIDIA GeForce 6600, ATI Radeon X300 or Intel GMA 4-Series",DirectX® 9.0c August Redistributable,"Windows® XP SP2, Windows Vista®, Windows® 7 (32, 64 bit)",2.5 GB,0
Project Snowblind,Pentium IV 1.5GHz (or AthlonXP equivalent),256 MB System Memory,"100% DirectX 9 compatible 64MB Direct3D Card with Pixel Shader 1.1 support (GeForce 3/Radeon 8500+)
 (GeForce 4MX not supported)",DirectX 9,"Microsoft Windows 2000/Windows XP (admin rights required)
(Windows® 95/98/ME/NT not supported)
",3GB free disk space,0
Project Snowblind,Pentium IV 2.4GHz (or AthlonXP/64 equivalent),512MB System Memory,100% DirectX 9 compatible 128MB Direct3D Card with Pixel Shader 2.0 support (GeForce 6 Series/Radeon X series),DirectX 9,"Microsoft Windows 2000/Windows XP (admin rights required)
(Windows® 95/98/ME/NT not supported)
",3GB free disk space,1
Project Spark,Core i5 CPU,4GB RAM,Intel HD4000 video card,,Windows 8.1,2GB hard drive space,0
Project Spark,Core i7 CPU,8GB RAM,Nvidia GT640M or AMD HD8850M or better,,Windows 8.1,,1
Project Temporality,Intel Pentium Dual-Core E2180@2.0 GHz or AMD Athlon64 X2 3800 + @ 2.0 GHz,2048 MB RAM,Intel HD3000,Version 9.0c,XP,600 MB available space,0
Project Temporality,Intel Pentium Dual-Core E2180@2.0 GHz or AMD Athlon64 X2 3800 + @ 2.0 GHz,2048 MB RAM,Geforce 460gtx,Version 9.0c,XP,600 MB available space,1
Project Warlock,Intel Core i3 3220 or AMD X8 FX-8120,4 GB RAM,GeForce GTX 560 (1GB) or AMD Radeon HD 6950,Version 10,"Windows 7 / 8 / 10, 64-bit",3 GB available space,0
Project Warlock,Intel Core i5 2400 or AMD X8 FX-8350,8 GB RAM,GeForce GTX 1050 (2GB) or AMD Radeon RX 480,Version 11,"Windows 10, 64-bit",3 GB available space,1
Project Warlock II,Intel Core i5-7600K / AMD Ryzen 3 1300X or newer,4 GB RAM,GeForce GTX 960 6GB / AMD RX 570 4GB or newer,Version 12,"Windows 10, 64-bit",6 GB available space,0
Project Warlock II,Intel Core i5-9600K gen / AMD Ryzen 5 2600 or newer,8 GB RAM,GeForce GTX 1070 8GB / AMD Radeon RX 5700 8GB or newer,Version 12,"Windows 10, 64-bit",6 GB available space,1
Project Wingman,Intel i5-2300 or AMD FX-6350 equivalent,4 GB RAM,GTX 660Ti / R9 270 equivalent,Version 11,Windows 7/8/10 64-bit,16 GB available space,0
Project Wingman,Intel i5-8600k equivalent,8 GB RAM,GTX 1070 Ti Equivalent,Version 11,Windows 7/8/10 64-bit,16 GB available space,1
Project Winter,AMD FX-6300 / 3rd or 4th gen i3,4 GB RAM,GTX 660 Ti / HD 7870,,Windows 7,3 GB available space,0
Project Winter,i5 6600 +,8 GB RAM,GTX 970,,Windows 10,3 GB available space,1
Project Zomboid,Intel 2.77GHz Quad-core,8 GB RAM,"Dedicated graphics card with 2 GB of RAM minimum, OpenGL 2.1 and GLSL 1.2 support (generally 2012 or newer)",,"Windows 10, 64 Bit",5 GB,0
Projection: First Light,Intel Core i5-760 (4 * 2800) or equivalent / AMD Athlon II X4 645 AM3 (4 * 3100) or equivalent,4 GB RAM,GeForce GTX 460 (1024 MB) / Radeon HD 6850 (1024 MB),,Windows 7/8.1/10 x64,780 MB available space,0
Prospekt,"3.0 GHz Pentium 4, Dual Core 2.0 (or higher) or Athlon 64 X2 (or higher)",1 GB XP / 2 GB MB RAM Vista & 7,Video card must be 128 MB or more and should be a DirectX 9-compatible with support for Pixel Shader 2.0b (ATI Radeon X800 or higher / NVIDIA GeForce 7600 or higher / Intel HD Graphics 2000 or higher),Version 9,Windows XP or higher,12 GB available space,0
Prospekt,Intel i5 or higher,8 GB RAM,3 GB Graphics Ram,,Windows XP or higher,12 GB available space,1
Proteus,1.8GHz,3 GB RAM,Intel HD Graphics 3000,,"Windows XP SP3
OSX 10.6 & above",100 MB HD space,0
Proteus,2.2GHz Dual Core,4 GB RAM,512 MB NVidia or ATI graphics card,,"Windows XP SP3
OSX 10.6 & above",100 MB HD space,1
Protocol,i3-i5 4gen (or similar AMD),6 GB RAM,NVIDIA GeForce 650 (min 2 Gb),Version 9.0,Win 7 or higher 64-bit,8 GB available space,0
Protocol,Intel Core i5 4 Gen or higher,8 GB RAM,NVIDIA GeForce 1060,Version 11,Win 10 64-bit,8 GB available space,1
PROTOCORE,,8 GB RAM,,,,10 GB available space,0
PROTOCORE,,16 GB RAM,,,,10 GB available space,1
Prototype,Intel® Core™2 Duo 1.86 GHz or AMD Athlon™ 64 X2 4000+ or better,Vista 2 GB RAM / XP 1 GB RAM,All NVIDIA® GeForce® 7800 GT 256 MB and better chipsets. All ATI Radeon™ X1800 256 MB and better chipsets - - 100% DirectX® 9.0c with Shader Model 3 support,Microsoft DirectX 9.0c,Windows® XP (with Service Pack 3) and DirectX® 9.0c or (Windows Vista® with Service Pack 2),Hard Drive Space: 8 GB of uncompressed hard disk space (Plus 500MB for swap file.),0
Prototype 2,"Intel Core 2 Duo 2.6GHz, AMD Phenom X3 8750 ",2 GB,"NVIDIA GeForce 8800 GT with 512 MB RAM, ATI Radeon HD 4850 with 512 MB RAM",9.0C or later ,Windows® XP / Vista / 7,10 GB,0
Prototype 2,"Intel Core 2 Quad 2.7 GHz or better, AMD Phenom II X4 3 GHz or better ",4 GB ,"NVIDIA GeForce GTX 460 (1GB) or better, ATI Radeon HD 5850 (1GB) or better ",,Windows 7 ,,1
Psi Ops: The Mindgate Conspiracy,Pentium III 1.0 GHz,128 MB,32 MB DirectX 8.0 compliant,DirectX 8.0 ,Windows 98SE/ME/2000/XP,2GB,0
