name,cpu,ram,gpu,dx,os,sto,spec_class
PSYCHO-PASS: Mandatory Happiness,Core i3 (Haswell),3 GB RAM,VRAM 2GB (or Intel HD Graphics 4000),Version 9.0c,Windows 7/8.1/10,3 GB available space,0
Psychonauts,1.0 GHz Pentium(R) III and AMD Athlon(tm)	,256 MB of RAM	,64 MB GeForce (tm) 3 or higher or ATI(R) Radeon 8500 or higher (except GeForce 4 MX and Go series)	,DirectX version 9.0 or higher (included with game),Windows 98 SE/2000/XP	,3.75 GB minimum hard drive space	,0
Psychonauts,2.0 GHz Pentium(R) IV and AMD Athlon(tm)	,512 MB of RAM	,128 MB GeForce FX 5600 or higher or ATI(R) Radeon 9600 or higher	,DirectX version 9.0 or higher (included with game),Windows 2000/XP	,6.0 GB minimum hard drive space	,1
Psychonauts 2,"Intel Core i3-3225, AMD Phenom II X6 1100T",8 GB RAM,"2 GB VRAM, Nvidia GeForce GTX 1050, AMD Radeon RX 560",Version 11,Windows 7 (64 bit),30 GB available space,0
Psychonauts 2,"Intel Core i7-7700K, Ryzen 5 1600",8 GB RAM,"6 GB VRAM, Nvidia GeForce GTX 1060, AMD Radeon RX 580",Version 12,Windows 10 (64 bit),30 GB available space,1
Psychonauts in the Rhombus of Ruin,Intel i5-4590 processor equivalent or greater,8 GB RAM,NVIDIA GTX 970 / AMD 290 equivalent or greater,,"Windows 7 SP1 or greater, 64-bit",8 GB available space,0
Psychotoxic,1.3 GHz Pentium III or equivalent,128 MB,GEForce 3/ATI Radeon or comparable cards,,"Windows XP, Windows 2000",3200 MB,0
Psychotoxic,2.4GHz or faster Intel Pentium IV or equivalent,512 MB,Nvidia GeForce 5700 / ATI Radeon 9600 or comparable,,"Windows XP, Windows 2000",3200 MB,1
PUBG Lite,Intel Core i3 2.4GHz,4 GB RAM,Intel HD Graphics 4000,DirectX 11,"Windows 7/8/10, 64-bit",4 GB available space,0
PUBG Lite,Intel Core i5 2.8GHz,8 GB RAM,Nvidia GeForce GTX 660 or AMD Radeon HD 7870,DirectX 11,"Windows 7/8/10, 64-bit",4 GB available space,1
PUBG: BATTLEGROUNDS,Intel Core i5-4430 / AMD FX-6300,8 GB RAM,NVIDIA GeForce GTX 960 2GB / AMD Radeon R7 370 2GB,Version 11,"64-bit Windows 7, Windows 8.1, Windows 10",40 GB available space,0
PUBG: BATTLEGROUNDS,Intel Core i5-6600K / AMD Ryzen 5 1600,16 GB RAM,NVIDIA GeForce GTX 1060 3GB / AMD Radeon RX 580 4GB,Version 11,"64-bit Windows 7, Windows 8.1, Windows 10",50 GB available space,1
Puddle,2.0 GHz CPU,512MB RAM,3D graphics card compatible with DirectX 9.0c,DirectX 9.0c,Windows XP / Windows Vista / Windows 7,,0
Puddle,2.0 GHz CPU (Dual-core recommended),1GB recommended,3D graphics card compatible with DirectX 9.0c,DirectX 9.0c,Windows XP / Windows Vista / Windows 7,,1
Pulse,Dual Core 2.0GHz,4 GB RAM,"Shader Model 3.0 compatable Dedicated Graphics card with 1GB VRAM, Nvidia GeForce 600 series, mid-high 500 series, or equivalent",Version 9.0c,"Windows 7, 8 or 10",4 GB available space,0
Pumpkin Jack,"Intel Core i5-3330 3.0 GHz, AMD FX-8300 3.3 GHz",4 GB RAM,"NVIDIA GeForce GTX 760, Radeon R9 270",Version 11,Windows 7,5 GB available space,0
Pumpkin Jack,"Intel Core i5-4690 3.5 GHz, AMD Ryzen 3 1300X 3.5 GHz",6 GB RAM,"NVIDIA GeForce GTX 1050 Ti, Radeon RX 560",Version 11,Windows 10,5 GB available space,1
Punch Club,1 GHz and up,1 GB RAM,Toaster,,Windows XP and up,1 GB available space,0
Punch Club 2: Fast Forward,"Intel Core i3-7100, AMD Ryzen 5 1600",4 GB RAM,"GeForce GT 1030, AMD Radeon R7 240 or equivalent",Version 11,Windows 7/8/10 (64-bit OS required),2 GB available space,0
Punch Club 2: Fast Forward,"Intel Core i5-8400, AMD Ryzen 5 2600",8 GB RAM,"GeForce GTX 1650 GP, AMD Radeon RX 6500 or equivalent",Version 11,Windows 7/8/10 (64-bit OS required),2 GB available space,1
Pure,"2 GHz Intel Pentium IV, AMD Athlon 3400+ or equivalent",1GB RAM,"128MB DirectX 9.0c-compatible 3D video card (supporting Shaders 3.0)
nVidia GeForce 6600,
ATi Radeon X1300 or equivalent (excluding X1550)

NOTE: Onboard (built-in) integrated chipsets are not supported:
(e.g., Intel® on-board 8xx/9xx series chipsets, SiS and S3 series, ATI® Mobility Radeon® 7500 & X1300)",DirectX 9.0c (included),Windows XP / Vista,3 GB,0
Pure Chess Grandmaster Edition,2.0 GHz Dual Core,2 GB RAM,NVIDIA GeForce 8800GT or AMD Radeon HD 3830,Version 10,Windows Vista,600 MB available space,0
Pure Chess Grandmaster Edition,2.0+ GHz Dual Core,3 GB RAM,NVIDIA GeForce GTX 560 or AMD Radeon HD 7750,Version 10,Windows 7,600 MB available space,1
Pure Farming 2018,"Intel Core I5 2,3 GHz",4 GB RAM,Geforce 560 GTX 2 GB,Version 11,"Windows 10, 8, 7 (64 bit)",12 GB available space,0
Pure Farming 2018,"Intel Core I7, 3,0 GHz",8 GB RAM,Geforce GTX 970 4 GB,Version 11,"Windows 10, 8, 7 (64 bit)",12 GB available space,1
Purrfect Date,​Intel Celeron N2830 / Intel Core 2 Duo T7300 / Athlon 64 X2 TK-55 or equivilent,4 GB RAM,Intel HD Graphics 3000 / Nvidia GT 520,,Windows 7,1 GB available space,0
Purrfect Date,Intel Core i3-3225 / AMD FX-6300 / Core i5-4300M,8 GB RAM,​Intel HD Graphics 4000,,Windows 10,1 GB available space,1
PUSS!,Core i3,2 GB RAM,(Any),Version 9.0,Windows 7 or later,750 MB available space,0
PUSS!,Core i5 or higher,8 GB RAM,(Any),Version 11,Windows 7 or later (64-bit),750 MB available space,1
Puyo Puyo Tetris,Intel Core i3 or AMD equivalent,4 GB RAM,DX11 compliant video card with 1 GB VRAM,Version 11,Microsoft Windows 7 / 8 (8.1) / 10 64Bit,4 GB available space,0
Puzzle Agent 2,1.8 GHz Pentium 4 or equivalent (Rec: 2.0GHz Pentium 4 or equivalent),2 GB RAM (Rec: 3GB RAM),ATI or NVidia card w/ 256 MB RAM (Rec: ATI or NVidia card w/ 512 MB RAM),Direct X 9.0c ,XP Service Pack 3 / Vista / Windows 7 ,500 Mb Space Free ,0
Puzzle Dimension,1.7 GHz Processor ,1 GB,DirectX® 9.0c (Shader Model 3) compatible graphics card ,DirectX® 9.0c,Windows® 7/Vista/XP SP3,500 MB,0
Puzzle Kingdoms,"Pentium 4, 1.5GHz or better CPU",256 MB RAM,"NVidia 5 series or better, ATI 8 series or better",DirectX 9.0c,Microsoft® Windows® XP or Vista,500 MB Hard Drive space,0
Puzzle Quest 2,Intel® Core 2 @ 1.8 Ghz / AMD Athlon 64 X2 2.0 Ghz ,1GB RAM ,256 Mb (GeForce® 7 / Radeon® X800) ,DirectX® 9.0c,Microsoft® Windows® XP/Vista ,475 MB Available HDD Space,0
Puzzle Quest 3,Intel Core i3 or higher,4 GB RAM,Intel HD 5000 or higher,Version 11,"Windows 7 or Higher, 64-bit",3 GB available space,0
Puzzle Quest: Galactrix,Intel® Pentium® 4 2 Ghz or AMD™ 65 3000+,"512 MB RAM for XP, 1 GB RAM for Vista","NVIDIA® GeForce™ 4 Series, ATI™ Radeon® 8000 Series with 128 MB",DirectX® 9.0c,Microsoft® Windows® XP/Vista,300 MB Available HDD Space,0
Puzzler World,Pentium 3 1GHz or Athlon XP equivalent,256MB system Memory (XP); 512MB system Memory (Vista),32MB video card,,Microsoft Windows 2000/ Microsoft Windows XP/ Microsoft Windows Vista (admin rights required) 95/98/ME/NT4 no longer supported.,700MB Free Space,0
Puzzler World,Pentium 4 2GHz or Athlon XP/64bit Equivalent,1GB system Memory,128MB video card,,Microsoft Windows 2000/ Microsoft Windows XP/ Microsoft Windows Vista (admin rights required) 95/98/ME/NT not supported.,700MB Free Space,1
PWND,Intel Core2 Quad Q8200 | AMD Athlon 64 X2 Dual Core 5000+ (or equivalent),3 GB RAM,GTX 470 1GB VRAM or R7 260X or equivalent,,Windows 7 64-bit,,0
PWND,i5-4670K or better,8 GB RAM,GTX 670 2GB VRAM or R9 380 2GB VRAM or better,,Windows 10 64-bit,,1
Pyre,Dual Core 3.0ghz,4 GB RAM,1GB VRAM / OpenGL 2.1+ support,,Windows 7,9 GB available space,0
Pyroblazer,Single Core 3.0GHz CPU,1GB RAM,128MB DirectX 9 GPU,DirectX 9.0,Windows® XP or Vista,4GB,0
Pythagoria,1.4+ GHz,512 MB RAM,Intel GMA 500/NVIDIA GeForce 6200 or equivalent,,Windows XP/Vista/7/8/10,100 MB available space,0
Q.U.B.E.,2.0+ GHz or better,1 GB,Shader Model 3 compatible video card. NVIDIA 8000 series or higher.,9.0c or higher,Windows XP SP2 / Vista / 7,1 GB free hard drive space,0
Q.U.B.E.,Dual core recommended,2 GB,Shader Model 3 compatible video card. NVIDIA 8000 series or higher.,9.0c or higher,Windows XP SP2 / Vista / 7,1 GB free hard drive space,1
Q.U.B.E. 2,"Quad-core Intel or AMD processor, 2.5 GHz",4 GB RAM,NVIDIA GeForce GTX 470 or AMD Radeon 6870 HD series card,Version 11,Windows 7 64-bit,4 GB available space,0
Q.U.B.E. 2,"Quad-core Intel or AMD processor, 2.5 GHz or faster",8 GB RAM,NVIDIA GeForce GTX 780 or AMD R9 290X series card or higher,Version 11,Windows 7 64-bit or later,4 GB available space,1
Quadrilateral Cowboy,2.0 GHz,3 GB RAM,"NVIDIA GeForce 9800 GT or ATI Radeon HD 5750, 1 GB video RAM",,Windows 7 and above,1200 MB available space,0
Quake,Intel Pentium(R) 75 MHz processor or better,"DOS -- 8 MB RAM required
Win 95 -- 16 MB RAM required","VGA compatible display or better
",,MS-DOS 5.0 or higher or Windows(R) 95/98 operating system,Hard disk drive with 80 MB of uncompressed space available,0
Quake,Intel Pentium(R) 75 MHz processor or better,"DOS -- 16 MB
Win 95 -- 24 MB","VGA compatible display or better
",,MS-DOS 5.0 or higher or Windows(R) 95/98 operating system,Hard disk drive with 80 MB of uncompressed space available,1
Quake 4,Intel® Pentium® 4 2.0 GHz or AMD® Athlon® XP 2000+ processor or higher,512 MB RAM,100% DirectX® 9.0c compatible 64MB 3D hardware accelerated video card required,9.0c,Windows® XP,2.8GB of uncompressed free hard disk space (plus 400MB for Windows® swap file),0
Quake Champions,Intel Core i5-750 / AMD Phenom II X4-810,8 GB RAM,Nvidia GT 730 2GB / AMD R7 240 / Intel HD 530,,Windows 10 and later,32 GB available space,0
Quake Champions,Intel Core i7-7700K / AMD Ryzen 5 PRO 3350GE,16 GB RAM,Nvidia GTX 1080 8GB / AMD Radeon RX 5700 8GB,,Windows 10 and later,32 GB available space,1
Quake II,Pentium® 90 MHz processor or higher or Athlon®  processor ,"16MB RAM required for Windows 95/98, 24MB required for all other supported operating systems ",,,"A 100% Windows 95/98/ME/NT 4.0/2000-compatible computer system (including compatible 32-bit drivers for CD-ROM drive , video card, sound card and input devices)","25MB of uncompressed hard disk space for game files (Minimum Install), plus 45MB for the Windows swap file ",0
Quake II,Pentium® 133 MHz processor or higher or Athlon®  processor ,"16MB RAM required for Windows 95/98, 24MB required for all other supported operating systems ",,,"A 100% Windows 95/98/ME/NT 4.0/2000-compatible computer system (including compatible 32-bit drivers for CD-ROM drive , video card, sound card and input devices)","25MB of uncompressed hard disk space for game files (Minimum Install), plus 45MB for the Windows swap file",1
Quake II RTX,Intel i3-3220 or AMD Equivalent,8 GB RAM,"NVIDIA GeForce RTX 2060, or higher",,Windows 7 64-bit,2 GB available space,0
Quake II: Mission Pack: Ground Zero,Pentium® 90 MHz processor or higher or Athlon®  processor ,"16MB RAM required for Windows 95/98, 24MB required for all other supported operating systems ",,,"A 100% Windows 95/98/ME/NT 4.0/2000-compatible computer system (including compatible 32-bit drivers for CD-ROM drive , video card, sound card and input devices)","25MB of uncompressed hard disk space for game files (Minimum Install), plus 45MB for the Windows swap file ",0
Quake II: Mission Pack: Ground Zero,Pentium® 133 MHz processor or higher or Athlon®  processor ,"16MB RAM required for Windows 95/98, 24MB required for all other supported operating systems ",,,"A 100% Windows 95/98/ME/NT 4.0/2000-compatible computer system (including compatible 32-bit drivers for CD-ROM drive , video card, sound card and input devices)","25MB of uncompressed hard disk space for game files (Minimum Install), plus 45MB for the Windows swap file",1
Quake II: Mission Pack: The Reckoning,Pentium® 90 MHz processor or higher or Athlon®  processor ,"16MB RAM required for Windows 95/98, 24MB required for all other supported operating systems ",,,"A 100% Windows 95/98/ME/NT 4.0/2000-compatible computer system (including compatible 32-bit drivers for CD-ROM drive , video card, sound card and input devices)","25MB of uncompressed hard disk space for game files (Minimum Install), plus 45MB for the Windows swap file ",0
Quake II: Mission Pack: The Reckoning,Pentium® 133 MHz processor or higher or Athlon®  processor ,"16MB RAM required for Windows 95/98, 24MB required for all other supported operating systems ",,,"A 100% Windows 95/98/ME/NT 4.0/2000-compatible computer system (including compatible 32-bit drivers for CD-ROM drive , video card, sound card and input devices)","25MB of uncompressed hard disk space for game files (Minimum Install), plus 45MB for the Windows swap file",1
Quake III Arena,"Pentium® 233 Mhz MMX®processor with 8 MB Video Card
Or Pentium II 266 Mhz processor with 4 MB Video Card
Or AMD® 350 Mhz K6®-2 processor with 4 MB Video Card ",64 MB RAM,3-D Hardware Accelerator with full OpenGL® support,,Windows 95/98/ NT 4.0 (with Service Pack 3) operating system,"25 MB of uncompressed hard disk space for game files (Minimum Install), plus 45 MB for the Windows swap file ",0
Quake III Gold,Pentium II® 300 Mhz or AMD® 350 Mhz K6®-2 processor or Athlon® processor,64 MB RAM,"16 MB video card
",,Windows 95/98/ME/NT 4.0/2000 operating system,"440 MB of uncompressed hard disk space for each game
110MB of free hard drive space for the Windows swap file (in addition to install space) ",0
Quake III: Team Arena,Pentium II(R) 300 Mhz Or AMD® 350 Mhz K6®-2 processor or Athlon® processor,64 MB RAM,"3-D Hardware Accelerator with full OpenGL® support
16 MB video card",,Windows 95/98/ME/NT 4.0/2000 operating system,"400 MB of uncompressed hard disk space for each game
100MB of free hard drive space for the Windows swap file (in addition to install space)",0
Quake Live,"800 MHz Pentium III or Athlon, or better",,"NVIDIA GeForce 4 MX or better,
ATI Radeon 8500 or better,
Intel i915 chipset or better",,Windows XP or Vista,,0
Quake Live,2 GHz Intel Processor or better,,"NVIDIA GeForce 7 Series or better,
ATI Radeon X1800 series or better",,Windows XP or Vista,,1
Quake Mission Pack 1: Scourge of Armagon,Intel Pentium(R) 75 MHz processor or better,"DOS -- 8 MB RAM required
Win 95 -- 16 MB RAM required","VGA compatible display or better
",,MS-DOS 5.0 or higher or Windows(R) 95/98 operating system,Hard disk drive with 80 MB of uncompressed space available,0
Quake Mission Pack 1: Scourge of Armagon,Intel Pentium(R) 75 MHz processor or better,"DOS -- 16 MB
Win 95 -- 24 MB","VGA compatible display or better
",,MS-DOS 5.0 or higher or Windows(R) 95/98 operating system,Hard disk drive with 80 MB of uncompressed space available,1
Quake Mission Pack 2: Dissolution of Eternity,Intel Pentium(R) 75 MHz processor or better,"DOS -- 8 MB RAM required
Win 95 -- 16 MB RAM required","VGA compatible display or better
",,MS-DOS 5.0 or higher or Windows(R) 95/98 operating system,Hard disk drive with 80 MB of uncompressed space available,0
Quake Mission Pack 2: Dissolution of Eternity,Intel Pentium(R) 75 MHz processor or better,"DOS -- 16 MB
Win 95 -- 24 MB","VGA compatible display or better
",,MS-DOS 5.0 or higher or Windows(R) 95/98 operating system,Hard disk drive with 80 MB of uncompressed space available,1
Quantum Break,"Intel Core i5-4460, 2.70GHz or AMD FX-6300",8 GB RAM,NVIDIA GeForce GTX 760 or AMD Radeon R7 260x,Version 11,Windows 7 - 64 bit,68 GB available space,0
Quantum Break,"Intel Core i5 4690, 3.9GHz or AMD equivalent",16 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon R9 390,Version 12,Windows 10 - 64 bit,68 GB available space,1
Quantum Conundrum,Intel Core 2 Duo 2.2 Ghz / AMD Athlon x2 64 3800+,2 GB RAM,GeForce 8800 GT 512 MB / ATI Radeon HD 2900 512 MB,DirectX 9.0c,Windows 7 SP1,1.75 GB HD space,0
Quantum Conundrum,Intel Core 2 Duo 3 GHz E8400,2 GB RAM,nVidia GeForce 9500 GT / ATI Radeon HD 2900,DirectX 9.0c,Windows 7 SP1,1.75 GB HD space,1
Quantum Replica,"Intel Core 2 Duo, 2.2 GHz",4 GB RAM,"GeForce GTX 550, Radeon HD 5400 or HD4000, 1GB VRAM",Version 9.0c,"7/8/10, 32 or 64 bit",7 GB available space,0
Quarantine,i3-2125,4 GB RAM,2 GB VRAM,Version 10,"Windows 7 or newer, 32-bit",5 GB available space,0
Quarantine,i5-2405S,8 GB RAM,"NVIDIA GeForce GTX 770, 2 GB VRAM",Version 12,Windows 10 64-bit,5 GB available space,1
Quasar,"Dual-Core Intel or AMD, 2Ghz or faster",4 GB RAM,NVIDIA GeForce 400 series or AMD Radeon HD 6000 series,Version 11,Windows 7 or 8.1,,0
Quasar,"Quad-core Intel or AMD, 2.5 GHz or faster",8 GB RAM,"NVIDIA GeForce 600 series or greater, AMD Radeon HD 7950 or greater",Version 11,Windows 7 or 8.1 (64-bit),,1
Quern - Undying Thoughts,Intel Core i3-2100 or AMD equivalent,3 GB RAM,NVIDIA GTX 650 2GB or AMD HD7770 2GB,,Windows 7 or higher,9 GB available space,0
Quern - Undying Thoughts,Intel Core i7-3770K or AMD equivalent,8 GB RAM,NVIDIA GTX 950,,Windows 7 or higher,9 GB available space,1
Quest Hunter,"1.4GHz or faster, SSE2 instruction set support",2 GB RAM,Graphics Card supported shader 4.0,,Microsoft Windows 8 or higher,2 GB available space,0
QuestRun,1 GHz,2048 MB RAM,512 MB,,Windows XP,120 MB available space,0
Quote,Intel Core i5 or equivalent 1.7Ghz,4 GB RAM,(Any),Version 11,Windows 7,5 GB available space,0
Quote,Intel Core i7 or equivalent 2.4Ghz,8 GB RAM,(Any),Version 11,Windows 10,7 GB available space,1
R.B.I. Baseball 15,Intel Core 2 Duo,4 GB RAM,Geforce 9500GT,Version 9.0c,"Windows XP, 7, 8",6 GB available space,0
R.I.P.D.: The Game,"Intel Core2 Duo or AMD Athlon 64 X2, 2GHz ",2 GB RAM,NVIDIA® GeForce® 8800 or ATI Radeon™ 2900 XT ,,"Windows XP, Vista, Windows 7 ",5 GB HD space ,0
R.I.P.D.: The Game,"Intel Core2 Quad or AMD Phenom X4 9950, 2.6GHz",3 GB RAM,NVIDIA® GeForce® GTX 460 or ATI Radeon™ 5850 ,,"Windows XP, Vista, Windows 7 ",5 GB HD space ,1
R.U.S.E.,2.8 GHz Intel® Pentium® 4 or AMD® Athlon™ 64 3000+ or higher,1 GB for XP / 2 GB for Vista and Win7,128 MB DirectX® 9.0c-compliant video card (ATI® Radeon X1000/GeForce® 6 Series or better),DirectX 9.0c (included),Windows® XP (with Service Pack 3) or Windows Vista® (with Service Pack 2) or Windows® 7,,0
R.U.S.E.,3.5 GHz Intel® Pentium® D or AMD® Athlon™ 64 3500+ or higher,2 GB (XP / Vista / Win7),256 MB DirectX® 9.0c-compliant video card (ATI® Radeon X1900 series / GeForce® 7800 or better),DirectX 9.0c (included),Windows® XP (with Service Pack 3) or Windows Vista® (with Service Pack 2) or Windows® 7,,1
Rabbids Go Home,Intel / AMD 2.5 GHz or dual core / X2 1.8 GHz,512 MB,NVidia GeForce 8 / ATI Radeon HD 2xxx,DirectX 9.0c,Windows XP / Vista,2 GB,0
Rabbit Hole 3D,2 GHZ or higher,256 MB RAM,,9.0c,Windows XP,60 MB available space,0
Rabi-Ribi,1.0 Ghz or above,1 GB RAM,Any DirectX 9.0 supported card,Version 9.0,Windows XP or above,1 GB available space,0
Rabi-Ribi,2.0 Ghz or above,2 GB RAM,Any non-integrated card with DirectX 9.0 support w/ 1280 x 720  or above,Version 9.0,Windows XP or above,1 GB available space,1
RACE 07 - The WTCC Game,1.7 GHz Intel Pentium 4 or 100% compatible,512 MB RAM,DirectX 9 compatible graphics card with 128 MB memory,DirectX 9,"Microsoft Windows XP Home/Pro, Windows Vista*",2.5 GB free space,0
RACE 07 - The WTCC Game,3 GHz Intel Pentium IV or 100% compatible,2 GB RAM,"DirectX 9 compatible graphics card with 512 MB memory, Nvidia 6800 or better",DirectX 9,"Microsoft Windows XP Home/Pro, Windows Vista*",2.5 GB free space,1
Race for the Galaxy,Intel Core i3 2.00 GHz or AMD equivalent,256 MB RAM,,Version 11,Windows 7 or higher,100 MB available space,0
RACE Injection,1.7 GHz Intel Pentium 4 or 100% compatible,512 MB RAM,DirectX 9 compatible graphics card with 128MB memory,9.0c ,"Microsoft Windows XP, Vista, 7 ",2.5 GB free space ,0
Race On,Pentium 4 @ 2.4 GHz,1 GB,256 MB (3D Accelerator DirectX 9 compatible graphics card),DirectX 9.0,Windows XP Pro/Vista,,0
Race On,Intel Pentium 4 @ 3 GHz,2 GB,512 MB (3D Accelerator DirectX 9 compatible graphics card),DirectX 9.0,Windows XP Pro/Vista,,1
Race The Sun,Dual Core Processor,2 GB RAM,SM2.0 (or later) Graphics Card,,"Windows: XP, Vista, 7, 8",150 MB available space,0
Racecraft,"AMD Athlon X2 2.8 GHZ, Intel Core 2 Duo 2.4 GHZ",2 GB RAM,"AMD Radeon HD 6450, Nvidia GeForce GT 460",Version 11,Windows 7 Sp1 - 8 - 8.1 - 10,3 GB available space,0
Racecraft,"AMD Athlon X2 2.8 GHZ, Intel Core 2 Duo 2.4 GHZ",6 GB RAM,"AMD Radeon 290x, Nvidia GeForce GTX 970",Version 11,Windows 7 Sp1 - 8 - 8.1 - 10,5 GB available space,1
RaceRoom - DTM Experience 2014,Dual core at 1.6 GHz Intel Core 2 Duo Processor or AMD equivalent,2 GB,NVIDIA 7900 512 MB Video Card or AMD equivalent,9.0c,Microsoft Windows Vista / 7,12 GB HD space,0
RaceRoom - DTM Experience 2014,Quad-core AMD or Intel @ 2.4 GHz,2 GB,NVIDIA GeForce GTX 460 1.5 GB Video Card or AMD equivalent,9.0c,Microsoft Windows Vista / 7,12 GB HD space,1
RaceRoom Racing Experience,Dual core at 2.4 GHz or AMD equivalent,4 GB,NVIDIA GeForce GTX 460 or AMD equivalent,9.0c,Microsoft Windows 7 / 8 / 10,40 GB of free HD space,0
RaceRoom Racing Experience,Quad-core AMD or Intel at 2.4 GHz,8 GB,NVIDIA GeForce GTX 760 2.0 GB Video Card or AMD equivalent,9.0c,Microsoft Windows 7 / 8 / 10,,1
Racket Fury: Table Tennis VR,"Intel i5-4590, AMD FX-8350 equivalent or better",4 GB RAM,"Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better",,"Windows 7 SP1, Windows 8.1 or later, Windows 10",3 GB available space,0
Racket Fury: Table Tennis VR,Intel i7-3770 equivalent or greater,4 GB RAM,NVIDIA® GeForce® GTX 980 equivalent or greater,,"Windows 7 SP1, Windows 8.1 or later, Windows 10",5 GB available space,1
RAD,"Intel Core i5-2400, 3.10 GHz / AMD FX-8350, 4.00 GHz",4 GB RAM,"Nvidia GTX 780, 3 GB or AMD RX 470, 4 GB",Version 11,Windows 7 SP1 or Windows 10 (64-bit),6 GB available space,0
RAD,"Intel Core i5-4570, 3.20 GHz / AMD Ryzen 5 1400, 3.20 GHz",8 GB RAM,"GeForce GTX 980, 4 GB or Radeon RX Vega 64, 8 GB",Version 11,Windows 10 (64-bit),6 GB available space,1
Rad Rodgers: World One,2.3+ GHz,6 GB RAM,NVIDIA GeForce GTX 540 or equivalent,Version 11,Windows 7 SP1 (must have KB 2670838 installed) / Windows 8 / Windows 8.1,8 GB available space,0
