cpu,mainboard,ram,gpu,case,power,cooler,ssd,sys_cooler
18039374,18167522,16193474,19781723,13933289,18442058,,17001050,
18640379,18652877,18911780,14461811,16542008,9431634,12447437,13190573,
18039374,18652877,18911771,14406062,16542008,12400844,18075779,13562714,
16101464,16314863,11790199,14406062,18788645,9431634,17743070,13190573,
18038831,18652871,18911780,19773293,18419840,10448835,,17001083,
18640280,16314863,11790199,18686546,16541072,18871952,15604913,13562693,
18640379,18652886,11790199,13512254,16813160,18503426,6375041,7136755,
18039269,16088780,11790199,12822224,10423167,12487214,,13276568,
18039569,18330392,18911780,14863025,18419840,20202218,,17001050,
18640379,18651431,15759071,18302282,11884168,9435804,15315371,13161338,
18039374,18652877,18911780,18686546,17783126,9431634,10900908,13562693,
18640379,18652877,18911780,18686546,12969350,18442058,10467378,13562693,
15594701,18060350,17931533,18681503,18449441,20009693,,17000984,
18640379,18652877,18911780,19773158,8577818,13168653,10467378,17001050,
18039269,18652877,18486497,18686546,17409059,12487214,,14905265,
18640379,18652877,18911780,19756001,16542008,9431634,18075779,13190573,
17913311,19755455,18911780,19756001,17783126,16200560,19282190,13161353,
18640280,16637543,18911780,13512254,10423167,18871952,6375041,17454767,
19627808,18044567,16443341,19060016,18750881,16704548,,12339347,
18640205,16083650,11790199,919975,15407192,14677028,17743070,13562693,
18039374,15693545,15759071,18307451,11884207,18442058,18076187,13562714,
12622091,11574341,11790199,18307451,16663688,18442058,18076145,16587443,
18039512,18167699,15759071,17982335,16571885,13168653,16862534,13562714,
18640379,18652877,18911780,18303401,17764370,18442058,13342367,17454683,
18039374,18054803,16193474,19756598,19277042,10448835,,7136788,
17913311,17971253,15764342,19844222,17976143,17523467,,13276304,
18039374,15615839,18911780,12822224,16437518,9431634,12447437,17454767,
18640379,18652880,11790199,18373469,16541072,9431529,17743070,13562693,
16741349,11574545,11790199,14857991,18788645,18503468,15245648,17454767,
18718496,19755890,15630422,20274764,18922913,12400646,,7136788,
18718631,19691621,18486497,19755191,16542008,9782097,18714860,13161338,
18039374,18261176,18700841,18108812,18419840,19921292,,13190711,
18039374,15693545,15764342,14442290,18419840,9564369,11015937,13276568,
15594887,15615839,15759071,17982335,17764370,13168653,16862453,13562693,
18039512,18652865,16193474,18686444,17654444,18442058,18076145,13562714,
18640379,18652877,18911780,18686546,16571885,18442058,17743070,13190573,
18718496,19926611,15764342,18668606,17780918,10506012,,13538642,
18038831,18652877,18911780,18668606,16542008,12487214,,13276568,
16741349,11574545,11541857,14461811,11884207,9431634,18076082,17454767,
16741349,11574545,11790199,14857991,18788645,18503468,15245648,17454767,
16741211,12069566,11790199,12822224,11540768,16200560,6375041,5734544,
18039569,18167522,16829447,18670412,19278527,16704593,,13538642,
12625265,11574458,10294017,13463144,13517816,18503468,14110475,13276568,
18039374,18652877,15764342,18686444,18449441,12487301,,13538642,
18039374,18112316,16443341,18668606,7029823,12041090,,13538642,
18640379,18652877,18911780,18686546,13381634,18442058,13342367,13562714,
19627601,17971253,18767543,19773425,17780918,13150373,,13276304,
18640379,18652877,18911780,18686546,16571885,18442058,12447437,17454767,
18640379,18652877,18911771,19756001,16542008,9431634,17743070,13562693,
16872089,11571368,11790199,19047491,10423167,13934357,,13276568,
18039374,16637543,18911771,13463144,10423167,18871952,11780842,17454767,
18039569,18167522,16443404,18503027,18751016,15266783,,15022826,
19174175,17926769,16867427,17972810,11884168,18329759,19864532,15022826,
19627808,17970146,18486497,19060016,18449441,15265577,,17000984,
18039374,19498640,18911780,19773158,10423167,9910572,,7136788,
17913710,18021491,15759071,14461811,15110762,9431634,18076145,7136755,
18640379,18652877,18911780,14857991,15110762,18872015,17743070,13562693,
18640379,18652877,18911780,14461811,18788681,9431634,17743070,17454767,
18144521,18649997,18911780,14719271,17192498,13934357,,12339347,
16741349,11574545,11541857,13470908,11884168,13340963,18075779,17454767,
18039512,15693545,15759071,18307451,15894419,13168653,18076145,16587443,
18039356,15693545,18911780,18307451,11884168,18442058,11015937,13562714,
18039374,18054803,18700841,18296906,18419840,20057756,,12339347,
18039512,18167699,15759071,17982338,11884168,13168653,10467378,16587443,
18039374,15693545,15759071,18307451,17658422,18442058,18076187,13562714,
19174175,18007478,15764342,19031924,10803144,12487301,,13276304,
19627808,18021581,17931533,18296984,11884168,18901058,,13276568,
18640379,18652877,18911780,19756001,15110762,16200560,18076187,12339347,
15594638,16088780,11541857,14461811,15894419,9431634,14219342,13562693,
12622091,11574341,11790199,14461811,16663688,16200560,18076145,13562714,
16741349,11574458,11790199,12822224,12491474,18872015,15245648,13562693,
18640106,18652886,11541857,19047491,14705840,18871952,14110475,7136755,
18718496,18021491,15759071,18686444,11884168,18442058,18076145,12339347,
18640280,16083650,11790199,15825011,19135712,18503426,17743070,13161338,
16101083,16314863,11541857,919975,11113710,13340918,17743070,13190519,
19627808,17970146,18911780,18302759,18419840,12487301,,17454743,
18039569,18649997,15764342,18686444,18419840,10448835,,18297002,
19627934,17971604,18911780,18669413,17780918,20009693,,13276568,
19627808,18113015,18911780,18669413,10423167,13934516,,,
18718631,18021581,18911780,14719271,11884207,18087941,,17001050,
16741349,11574458,11541857,14461811,14705840,5158596,14076317,13562693,
16741349,11574458,11790199,19756001,13552679,9431634,18075779,13562714,
16741349,11574545,11790199,12822224,13552679,11650160,18075779,13562693,
18169169,19241759,18486497,20298116,17359325,18872015,,13276568,
12836186,11574545,11790199,14719271,16541294,18872015,18076082,13562714,
18039374,15693545,15759071,18307451,17747885,18442058,18076145,13562693,
18039374,16083650,11541857,19714703,16199738,10448835,,13276568,
18640379,19498640,18486497,19771985,17192498,13934516,,7136788,
18038831,18649997,18911780,18670382,5633207,12487214,,12339347,
18039374,19498640,18911771,14444705,13933289,13934516,,8034664,
18640379,16637543,18911780,19060016,16900748,13934357,,12339347,
19627808,17971604,18486497,18713942,9534249,13934357,,13276304,
18640379,18652877,18911771,13512254,10423167,12804722,14705225,13562693,
18640280,16637543,17666249,12822224,16265948,13934357,,13276568,
18038831,18652877,17535839,18686444,11884207,10448835,,17001050,
17570816,13562387,13433147,18302282,2255657,19728059,19864532,13538642,
19174415,17925728,18135029,18704651,19278527,18146243,,17000984,
17913863,18376385,18597488,18682598,11884168,13934516,,12339347,
18640379,18265187,17535839,18682472,11884168,13934516,,17001050,
18038831,18652871,16443341,18681503,11884207,15265577,,12339347,
18640280,16637543,18911780,16313996,12053192,17523098,6375041,13562693,
18640280,16637543,18911780,18790985,15122126,18871952,12588671,13562693,
18039374,18261176,18911780,18307634,17015456,12487337,,12339347,
16741349,11574545,11790199,15825011,19135712,18503426,14110475,13161353,
18039374,18060383,18700841,19644539,17747885,18442058,,17001050,
18640379,18652877,18911780,19773158,16541294,16200560,11780842,13562714,
18039356,18652877,18911780,18307451,12969350,18442058,18075779,18297002,
18718631,17971187,16193474,18686444,17015456,9564369,,13538642,
18640379,18060350,17931533,18669413,18108902,10448835,,13276304,
18038831,18652877,18911780,12822224,18788645,9431634,19306217,13562714,
18039356,16167980,11028636,19774208,18788645,13934516,,13276568,
18640379,18652886,11028636,19773158,16900727,19779116,,13562693,
18039356,16637543,18911771,18790985,17764370,18871952,10900908,13562693,
18038831,18649997,15759071,18790985,11884168,11242917,,7136788,
18640280,18652877,15759071,19047491,15808484,13934516,,13276568,
17913710,17971187,16193474,18686546,11884168,19814000,19306217,14905265,
18038831,18652877,18911780,19781723,8173504,12400805,,7136788,
18640379,16089002,11790199,12822224,13301009,13934516,17002862,13161338,
17913710,19691621,18911780,18686546,17747885,18442058,13342367,13562714,
18039269,18652865,18911780,18373469,11113710,16200560,14076317,12339347,
15594701,18652877,15764342,18373469,10423167,12487301,,12339347,
16741349,11574545,11790199,14857991,18788645,18503468,15245648,13562693,
16101353,16314863,11790199,14776451,12013670,13340963,9892554,5734544,
16101353,16088780,11790199,13470908,9376491,9431529,11308065,11283033,
16741349,11574545,11790199,14857991,18788645,9431634,15245648,13562693,
12625265,11574458,5941995,13463144,12491483,9821547,12086153,13190573,
15752546,16089002,11790199,14788691,20255537,12487214,,12339347,
18039356,18652877,15759071,18108812,17747885,9564369,13102370,11283033,
17913311,19673600,16443341,13463144,11884207,13934357,17397248,7136788,
18039512,16153055,11431083,18296984,18539024,9564369,,17001050,
16101581,15693545,15759071,17982338,17747885,13168653,10467378,13562693,
18039374,18652877,16875872,19047491,17192498,9782097,,17000984,
19627808,19691621,18911771,19773158,12969350,9431634,18075779,13562693,
16101464,16314863,11790199,14461811,11564300,13340963,6375041,5791868,
18038831,18652871,16388927,19774208,13658789,9782097,,7136788,
12625265,11571368,11790199,19321601,11884207,12487214,,12339347,
16741349,11574458,11541857,18373469,9295779,18872015,18076082,13562693,
18640286,16084070,11790199,919975,10423167,18503426,14110475,13161338,
18039569,18167699,15759071,17982338,17658422,13168653,10467378,16587443,
16741349,11574341,11790199,18307451,16663688,18442058,18076145,13562714,
19627808,17970338,16193474,18668606,11884207,5973034,,7136788,
18039356,18652871,18911780,19059974,12053192,16362158,,13538642,
17913311,17971184,18911780,18713942,11113710,12487214,,13161338,
18718496,18113015,18911780,19772036,14597915,9243156,,13276568,
18640379,18652877,18911780,14406062,18788645,10448835,14076317,13562714,
16101353,16314863,11541857,14741900,16437518,9431529,15245648,13562693,
16101464,16314863,11541857,16291658,16437518,8804612,12447437,13562693,
18640379,18652877,18911780,19047491,16542008,13934357,,13161353,
16101353,16088780,11790199,13470908,13381634,9431529,12086153,11283078,
18039356,18651506,16443404,18303530,16338839,9515844,,13161338,
16140809,18652877,15759071,13463144,16900727,13934357,15315371,12339347,
18039569,18060395,15759071,17982338,11884168,13168653,16862534,7136788,
18039374,18295433,15764342,19702460,18419840,5181099,,12339347,
18039374,18261176,15764342,18307451,18419840,5181099,,13276568,
18039569,18167699,18911780,18686444,11884207,18442058,18076187,13562714,
18039356,18167699,18911780,18686444,11884207,18442058,18076187,13562714,
18640379,15614984,18911780,14444705,18539024,12400805,10467333,18297722,
18718496,18021440,18911771,18682472,18449441,13853267,,13190573,
18640379,18652877,15630473,18373469,17015456,13934357,,17001050,
18640379,18649997,15759071,14719271,18788645,13854197,,12339347,
16101464,18652886,11790199,14406062,5718431,9431634,18076082,13562693,
16101353,16314863,11541857,13470908,16900727,12400646,14705225,13562693,
19627808,19627259,19567628,18686444,18419840,19814000,,14958833,
14927675,11574458,11541857,919975,10165092,8802512,17743070,17970794,
18640379,16153055,11028636,18980858,18539024,15266783,,13276568,
18169268,15600971,11790199,18303725,17661089,10448835,,13276304,
18039512,18167699,15759071,17982338,15110762,13168653,16862534,13562714,
18039374,18060350,15764342,17982392,17525390,18005060,,15022826,
18039374,15693545,15759071,18307451,11884207,18442058,18076187,7136788,
19627808,17926781,18911780,18307451,18419840,12487337,,13538642,
18039374,18841790,18883523,19047491,17015456,18477077,,17000984,
18038831,18652877,16239410,19242692,19278527,15265577,,13276568,
16101326,15618923,11790199,14776451,16199669,9821508,12055514,13190519,
12625265,11578097,11541857,14776451,10285407,16200560,9892554,13161353,
18039356,18652865,18911780,18307451,18788645,18901058,19690001,18297002,
18039356,16084070,11790199,16313996,10423167,18503468,14110475,13161338,
17913311,17926763,15759071,17982338,11884207,13168653,16862453,13562693,
18039374,18261245,18700841,18681503,15894419,18442058,,13538642,
18640379,18652877,18911780,18681503,18751016,19814027,,13161338,
18039569,18261176,15764342,12822224,18419840,18894161,,13190711,
18640379,18649997,18883523,18668606,18419840,13934516,,13276568,
18039356,18652877,15759071,18668606,8173504,17853017,,13562714,
18038831,18652871,18486497,19774208,11884168,12487301,,13276568,
18169268,18874781,15759071,18840155,17780918,18477077,,13276304,
