name,price,link,company,product_seq,image,category,rated_power,80plus_certification,eta_certification,lambda_certification,voltage_fluctuation,output_method,availability,pfc_circuit,pf_factor,fan_size,fan_number,bearing,output_12v,cable_connection,depth,main_power,sub_power,pcie_16pin,pcie_8pin,pcie_6pin,sata,ide_4,rgb_connector,feature,inside,protection,as_years,reg_date,bookmark
마이크로닉스 ASTRO Platinum 1200W 풀모듈러,350000.0,https://prod.danawa.com/info/?pcode=6461883&cate=112777,마이크로닉스,6461883,//img.danawa.com/prod_img/500000/883/461/img/6461883_1.jpg?shrink=330:*&_v=20220119132426,ATX 파워,1200,80 PLUS 플레티넘,,,0.5,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,2볼,100,풀모듈러,180,24핀(20+4),8핀(4+4) 2개,,8.0,,14,6.0,,59,14,63,10,201809,
마이크로닉스 ASTRO GD 550W 80PLUS GOLD,101000.0,https://prod.danawa.com/info/?pcode=3192023&cate=112777,마이크로닉스,3192023,//img.danawa.com/prod_img/500000/023/192/img/3192023_1.jpg?shrink=330:*&_v=20201223162523,ATX 파워,550,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,,45.9,케이블일체형,160,24핀(20+4),8+4핀 1개,,2.0,,6,3.0,,26,12,63,5,201505,
EVGA 600 W2 80PLUS Standard 230V EU,111990.0,https://prod.danawa.com/info/?pcode=8107426&cate=112777,EVGA,8107426,//img.danawa.com/prod_img/500000/426/107/img/8107426_1.jpg?shrink=330:*&_v=20220708123632,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,98.0,액티브PFC,99.0,120.0,1,Sleeve,49,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,3,3.0,,42,1,43,5,201906,
CORSAIR SF600 80 PLUS Platinum,242000.0,https://prod.danawa.com/info/?pcode=6733966&cate=112777,CORSAIR,6733966,//img.danawa.com/prod_img/500000/966/733/img/6733966_1.jpg?shrink=330:*&_v=20190328143309,M-ATX(SFX) 파워,600,80 PLUS 플레티넘,,,,+12V 싱글레일,,액티브PFC,,92.0,1,,50,풀모듈러,100,24핀(20+4),,,2.0,,4,3.0,,16,0,0,7,201811,
Antec HCG Extreme 1000W 80PLUS GOLD 풀모듈러,,https://prod.danawa.com/info/?pcode=6348827&cate=112777,Antec,6348827,//img.danawa.com/prod_img/500000/827/348/img/6348827_1.jpg?shrink=330:*&_v=20220317130220,ATX 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,99.0,,,135.0,1,FDB(유체),83,풀모듈러,160,24핀,8핀(4+4) 2개,,8.0,,12,6.0,,31,14,637,10,201807,
AONE STORM 500W 80PLUS STANDARD 벌크,37720.0,https://prod.danawa.com/info/?pcode=8856842&cate=112777,AONE,8856842,//img.danawa.com/prod_img/500000/842/856/img/8856842_1.jpg?shrink=330:*&_v=20190729163339,ATX 파워,500,80 PLUS 스탠다드,,,,+12V 싱글레일,,액티브PFC,,120.0,1,,38,케이블일체형,140,24핀(20+4),,,2.0,,6,3.0,,8,0,0,3,201907,
앱코 SUITMASTER AXE 600W,64400.0,https://prod.danawa.com/info/?pcode=11745581&cate=112777,앱코,11745581,//img.danawa.com/prod_img/500000/581/745/img/11745581_1.jpg?shrink=330:*&_v=20210721164355,ATX 파워,600,,,,,+12V 싱글레일,90.0,,,120.0,1,HDB/HYB,45,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,10,2,43,3,202007,
앱코 SUITMASTER Mighty 600W 80PLUS Standard 230V EU,53500.0,https://prod.danawa.com/info/?pcode=6255477&cate=112777,앱코 SUITMASTER,6255477,//img.danawa.com/prod_img/500000/477/255/img/6255477_1.jpg?shrink=330:*&_v=20210113181536,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,FDB(유체),45,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,6,4.0,,40,2,63,6,201806,
ASUS ROG STRIX 850G WHITE EDITION 80PLUS GOLD 인텍앤컴퍼니,248000.0,https://prod.danawa.com/info/?pcode=16386194&cate=112777,ASUS,16386194,//img.danawa.com/prod_img/500000/194/386/img/16386194_1.jpg?shrink=330:*&_v=20220418161411,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,,,,135.0,1,2볼,70,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,,6.0,,8,6.0,,19,0,61,10,202006,
쿨러마스터 MWE 750 WHITE 230V V2,78000.0,https://prod.danawa.com/info/?pcode=9363873&cate=112777,쿨러마스터,9363873,//img.danawa.com/prod_img/500000/873/363/img/9363873_1.jpg?shrink=330:*&_v=20211025092854,ATX 파워,750,80 PLUS 스탠다드,,,,+12V 싱글레일,99.0,액티브PFC,,120.0,1,HDB/HYB,62,케이블일체형,140,24핀,8+4+4핀 1개,,4.0,,6,3.0,,34,14,59,5,201908,
CORSAIR RM750 NEW 80PLUS GOLD,199000.0,https://prod.danawa.com/info/?pcode=9287271&cate=112777,CORSAIR,9287271,//img.danawa.com/prod_img/500000/271/287/img/9287271_1.jpg?shrink=330:*&_v=20210114133959,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,Rifle,62.5,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,,6.0,,10,4.0,,51,2,59,10,201908,
CORSAIR iCUE CX750F RGB BLACK,189000.0,https://prod.danawa.com/info/?pcode=12550712&cate=112777,CORSAIR,12550712,//img.danawa.com/prod_img/500000/712/550/img/12550712_1.jpg?shrink=330:*&_v=20210310104157,ATX 파워,750,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,,,120.0,1,Rifle,62.5,풀모듈러,150,24핀,8핀(4+4) 2개,,4.0,,8,4.0,2.0,114,2,0,5,202010,
CORSAIR RM850x 2021 80PLUS GOLD,230000.0,https://prod.danawa.com/info/?pcode=14677715&cate=112777,CORSAIR,14677715,//img.danawa.com/prod_img/500000/715/677/img/14677715_1.jpg?shrink=330:*&_v=20210707163343,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,99.0,,,135.0,1,,70.8,풀모듈러,160,24핀(20+4),8핀(4+4) 3개,,4.0,,14,4.0,,18,2,0,10,202107,
마이크로닉스 Classic II 850W 80PLUS Bronze 230V EU HDB,169000.0,https://prod.danawa.com/info/?pcode=9327009&cate=112777,마이크로닉스,9327009,//img.danawa.com/prod_img/500000/009/327/img/9327009_1.jpg?shrink=330:*&_v=20220118170257,ATX 파워,850,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,HDB/HYB,70.8,케이블일체형,140,24핀(20+4),8+4+4핀 2개,,4.0,,8,4.0,,43,6,59,6,201908,
ASUS ROG STRIX 850G 80PLUS GOLD,195000.0,https://prod.danawa.com/info/?pcode=11674280&cate=112777,ASUS,11674280,//img.danawa.com/prod_img/500000/280/674/img/11674280_1.jpg?shrink=330:*&_v=20210902131017,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,,,,135.0,1,2볼,70,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,,6.0,,8,6.0,,19,0,61,10,202006,
NZXT C850 80Plus Gold Full Modular,760000.0,https://prod.danawa.com/info/?pcode=11481840&cate=112777,NZXT,11481840,//img.danawa.com/prod_img/500000/840/481/img/11481840_1.jpg?shrink=330:*&_v=20210719163332,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,98.0,액티브PFC,99.0,120.0,1,FDB(유체),70,풀모듈러,150,24핀(20+4),8핀(4+4) 2개,,6.0,,8,6.0,,63,2,63,10,202006,
마이크로닉스 Classic II 650W 80PLUS Bronze 230V EU HDB,88000.0,https://prod.danawa.com/info/?pcode=9326514&cate=112777,마이크로닉스,9326514,//img.danawa.com/prod_img/500000/514/326/img/9326514_1.jpg?shrink=330:*&_v=20220118170338,ATX 파워,650,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,HDB/HYB,54.1,케이블일체형,140,24핀(20+4),8+4핀 1개,,2.0,,6,4.0,,43,6,59,6,201908,
쿨러마스터 MWE GOLD 650 FULL MODULAR,119000.0,https://prod.danawa.com/info/?pcode=6149322&cate=112777,쿨러마스터,6149322,//img.danawa.com/prod_img/500000/322/149/img/6149322_1.jpg?shrink=330:*&_v=20210107153720,ATX 파워,650,80 PLUS 골드,,,,+12V 싱글레일,91.0,액티브PFC,,120.0,1,LDB,54.1,풀모듈러,160,24핀(20+4),8핀(4+4) 1개,,4.0,,8,6.0,,24,0,59,5,201805,
제이씨현 TUNDRA PRO 600W FHB,41000.0,https://prod.danawa.com/info/?pcode=13189397&cate=112777,제이씨현,13189397,//img.danawa.com/prod_img/500000/397/189/img/13189397_1.jpg?shrink=330:*&_v=20210203125034,ATX 파워,600,,,,,+12V 싱글레일,84.0,액티브PFC,,120.0,1,FHB(Hypro),42,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,40,1,43,3,202101,
CORSAIR RM850x WHITE 80PLUS GOLD,232000.0,https://prod.danawa.com/info/?pcode=5524355&cate=112777,CORSAIR,5524355,//img.danawa.com/prod_img/500000/355/524/img/5524355_1.jpg?shrink=330:*&_v=20210114135450,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,Rifle,70.8,풀모듈러,180,24핀(20+4),8핀(4+4) 2개,,6.0,,12,8.0,,19,2,59,10,201709,
아이구주 ELPIS SP-500EL,44000.0,https://prod.danawa.com/info/?pcode=3762603&cate=112777,아이구주,3762603,//img.danawa.com/prod_img/500000/603/762/img/3762603_1.jpg?shrink=330:*&_v=20210107111959,ATX 파워,500,,,,,+12V 다중레일,,,,120.0,1,Sleeve,"20, 20",케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,8,1,43,3,201602,
마이크로닉스 COOLMAX VISION 600W HDB,,https://prod.danawa.com/info/?pcode=12076481&cate=112777,마이크로닉스,12076481,//img.danawa.com/prod_img/500000/481/076/img/12076481_1.jpg?shrink=330:*&_v=20220119125124,ATX 파워,600,,,,,+12V 싱글레일,99.0,,,120.0,1,HDB/HYB,49.9,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,2,5,59,5,202008,
GIGABYTE UD1000GM 80PLUS GOLD 풀모듈러 제이씨현,174990.0,https://prod.danawa.com/info/?pcode=16369616&cate=112777,GIGABYTE,16369616,//img.danawa.com/prod_img/500000/616/369/img/16369616_1.jpg?shrink=330:*&_v=20220406093109,ATX 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,,액티브PFC,,120.0,1,HDB/HYB,83.3,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,,6.0,,8,3.0,,19,0,63,10,202202,
마이크로닉스 CASLON M 500W 80PLUS 230V EU,,https://prod.danawa.com/info/?pcode=12364721&cate=112777,마이크로닉스,12364721,//img.danawa.com/prod_img/500000/721/364/img/12364721_1.jpg?shrink=330:*&_v=20220119132452,ATX 파워,500,80 PLUS 스탠다드,,,0.3,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,HDB/HYB,41.6,케이블일체형,140,24핀(20+4),8+4핀 1개,,2.0,,6,3.0,,43,6,59,6,202009,
CORSAIR CV650,89000.0,https://prod.danawa.com/info/?pcode=10324047&cate=112777,CORSAIR,10324047,//img.danawa.com/prod_img/500000/047/324/img/10324047_1.jpg?shrink=330:*&_v=20210114133017,ATX 파워,650,80 PLUS 브론즈,,,,+12V 싱글레일,96.0,,,120.0,1,Rifle,52,케이블일체형,125,24핀(20+4),8핀(4+4) 1개,,2.0,,6,,,18,0,0,5,202001,
ASUS ROG STRIX 750G 80PLUS GOLD,151000.0,https://prod.danawa.com/info/?pcode=9816729&cate=112777,ASUS,9816729,//img.danawa.com/prod_img/500000/729/816/img/9816729_1.jpg?shrink=330:*&_v=20210902131126,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,,,,135.0,1,,62,풀모듈러,150,24핀,8핀(4+4) 2개,,4.0,,8,3.0,,19,0,61,10,201911,
마이크로닉스 Strike X LED Series 550W Modular,90000.0,https://prod.danawa.com/info/?pcode=3590118&cate=112777,마이크로닉스,3590118,//img.danawa.com/prod_img/500000/118/590/img/3590118_1.jpg?shrink=330:*&_v=20210217101101,ATX 파워,550,,,,,+12V 싱글레일,80.0,액티브PFC,99.0,135.0,1,,37.5,세미모듈러,160,24핀,8핀(4+4) 1개,,1.0,1.0,6,4.0,,74,2,43,3,201512,
CORSAIR RM750i 80PLUS GOLD,185910.0,https://prod.danawa.com/info/?pcode=3561786&cate=112777,CORSAIR,3561786,//img.danawa.com/prod_img/500000/786/561/img/3561786_1.jpg?shrink=330:*&_v=20210114145513,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글/다중,100.0,액티브PFC,,135.0,1,FDB(유체),62.5,풀모듈러,180,24핀(20+4),8핀(4+4) 1개,,4.0,,8,7.0,,179,0,59,7,201511,
CORSAIR HX850i 80PLUS PLATINUM,253000.0,https://prod.danawa.com/info/?pcode=2832136&cate=112777,CORSAIR,2832136,//img.danawa.com/prod_img/500000/136/832/img/2832136_1.jpg?shrink=330:*&_v=20210204134548,ATX 파워,850,80 PLUS 플레티넘,,,,+12V 싱글레일,100.0,액티브PFC,,140.0,1,FDB(유체),70.8,풀모듈러,180,24핀(20+4),8핀(4+4) 2개,,6.0,,12,12.0,,147,0,0,7,201410,
마이크로닉스 Classic II 650W 80PLUS GOLD 230V EU,,https://prod.danawa.com/info/?pcode=15046403&cate=112777,마이크로닉스,15046403,//img.danawa.com/prod_img/500000/403/046/img/15046403_1.jpg?shrink=330:*&_v=20220211171241,ATX 파워,650,80 PLUS 골드,,,0.8,+12V 싱글레일,99.0,액티브PFC,,120.0,1,HDB/HYB,54.1,케이블일체형,,24핀(20+4),8+4핀 1개,,2.0,,6,4.0,,34,2,59,7,202108,
큐닉스그룹 큐닉스 RS-600W,44800.0,https://prod.danawa.com/info/?pcode=12071048&cate=112777,큐닉스그룹,12071048,//img.danawa.com/prod_img/500000/048/071/img/12071048_1.jpg?shrink=330:*&_v=20201007101350,ATX 파워,600,,,,,+12V 다중레일,,액티브PFC,,120.0,1,,"19 , 19",케이블일체형,140,24핀(20+4),,,2.0,,4,4.0,,0,0,0,2,202008,
CORSAIR RM650 NEW 80PLUS GOLD,179000.0,https://prod.danawa.com/info/?pcode=9287220&cate=112777,CORSAIR,9287220,//img.danawa.com/prod_img/500000/220/287/img/9287220_1.jpg?shrink=330:*&_v=20210114134304,ATX 파워,650,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,99.0,135.0,1,Rifle,54,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,,4.0,,6,4.0,,51,2,59,10,201908,
마이크로닉스 ZERO PLUS 400W Active PFC,45900.0,https://prod.danawa.com/info/?pcode=5467267&cate=112777,마이크로닉스,5467267,//img.danawa.com/prod_img/500000/267/467/img/5467267_1.jpg?shrink=330:*&_v=20220120101446,ATX 파워,400,,,,,+12V 싱글레일,90.0,액티브PFC,99.0,,1,,30,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,8,0,43,6,201708,
잘만 Wattbit 500W,39700.0,https://prod.danawa.com/info/?pcode=5208269&cate=112777,잘만,5208269,//img.danawa.com/prod_img/500000/269/208/img/5208269_1.jpg?shrink=330:*&_v=20210107173128,ATX 파워,500,,,,,+12V 다중레일,91.0,,,120.0,1,,"20, 20",케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,8,1,43,3,201706,
AONE BIT 1800W 80PLUS BRONZE 마이닝 벌크,,https://prod.danawa.com/info/?pcode=14565368&cate=112777,AONE,14565368,//img.danawa.com/prod_img/500000/368/565/img/14565368_1.jpg?shrink=330:*&_v=20210727133719,ATX 파워,1800,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,,120.0,3,2볼,149.8,케이블일체형,230,24핀(20+4),8핀(4+4) 1개,,16.0,,10,5.0,,2,6,63,2,202106,
큐닉스그룹 큐닉스 RS-500WF,45000.0,https://prod.danawa.com/info/?pcode=12266597&cate=112777,큐닉스그룹,12266597,//img.danawa.com/prod_img/500000/597/266/img/12266597_1.jpg?shrink=330:*&_v=20201007143950,ATX 파워,500,,,,,+12V 싱글레일,,액티브PFC,,120.0,1,FHB(Hypro),35,케이블일체형,140,24핀(20+4),,,2.0,,4,3.0,,40,0,0,2,202009,
AONE STORM 600LF A-PFC 벌크,42000.0,https://prod.danawa.com/info/?pcode=5213975&cate=112777,AONE,5213975,//img.danawa.com/prod_img/500000/975/213/img/5213975_1.jpg?shrink=330:*&_v=20210127110338,ATX 파워,600,,,,,+12V 다중레일,,액티브PFC,99.0,120.0,1,,"19, 19",케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,4.0,,8,0,43,3,201706,
AONE STORM 600LF A-PFC,43000.0,https://prod.danawa.com/info/?pcode=5213968&cate=112777,AONE,5213968,//img.danawa.com/prod_img/500000/968/213/img/5213968_1.jpg?shrink=330:*&_v=20220916153038,ATX 파워,600,,,,,+12V 다중레일,,액티브PFC,99.0,120.0,1,,"19, 19",케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,4.0,,10,0,43,3,201706,
CORSAIR RM750 2021 80PLUS GOLD,,https://prod.danawa.com/info/?pcode=14676908&cate=112777,CORSAIR,14676908,//img.danawa.com/prod_img/500000/908/676/img/14676908_1.jpg?shrink=330:*&_v=20210707163322,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,100.0,,,140.0,1,,62.5,풀모듈러,160,24핀(20+4),8핀(4+4) 3개,,4.0,,14,4.0,,18,2,0,10,202107,
마이크로닉스 COOLMAX VISION 700W HDB,,https://prod.danawa.com/info/?pcode=12076526&cate=112777,마이크로닉스,12076526,//img.danawa.com/prod_img/500000/526/076/img/12076526_1.jpg?shrink=330:*&_v=20220119125108,ATX 파워,700,,,,,+12V 싱글레일,99.0,,,120.0,1,HDB/HYB,58,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,4.0,,4,3.0,,2,5,59,5,202008,
SuperFlower SF-700R12ST MEGA 80PLUS STANDARD 230V EU 벌크,81450.0,https://prod.danawa.com/info/?pcode=11064822&cate=112777,SuperFlower,11064822,//img.danawa.com/prod_img/500000/822/064/img/11064822_1.jpg?shrink=330:*&_v=20210108163401,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,92.0,액티브PFC,,120.0,1,Sleeve,54,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,4.0,,6,4.0,,40,2,35,5,202004,
마이크로닉스 Performance II PV RGB Sync 700W 80Plus Bronze,113000.0,https://prod.danawa.com/info/?pcode=6537179&cate=112777,마이크로닉스,6537179,//img.danawa.com/prod_img/500000/179/537/img/6537179_1.jpg?shrink=330:*&_v=20201223135323,ATX 파워,700,80 PLUS 브론즈,,,0.5,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,,58.4,케이블일체형,140,24핀(20+4),8+4핀 1개,,2.0,,6,4.0,1.0,82,2,63,6,201810,
쿨러마스터 MWE GOLD 750 FULL MODULAR,129000.0,https://prod.danawa.com/info/?pcode=6149343&cate=112777,쿨러마스터,6149343,//img.danawa.com/prod_img/500000/343/149/img/6149343_1.jpg?shrink=330:*&_v=20210107153440,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,91.0,액티브PFC,,120.0,1,LDB,62.5,풀모듈러,160,24핀(20+4),8핀(4+4) 1개,,4.0,,8,6.0,,24,0,59,5,201805,
쿨러마스터 GOLD V750 FULL MODULAR,151000.0,https://prod.danawa.com/info/?pcode=7259314&cate=112777,쿨러마스터,7259314,//img.danawa.com/prod_img/500000/314/259/img/7259314_1.jpg?shrink=330:*&_v=20210107152655,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,,135.0,1,FDB(유체),62,풀모듈러,160,24핀,8+4+4핀 1개,,4.0,,12,4.0,,20,14,63,10,201902,
GIGABYTE G750H 80PLUS GOLD 모듈러,,https://prod.danawa.com/info/?pcode=4028953&cate=112777,GIGABYTE,4028953,//img.danawa.com/prod_img/500000/953/028/img/4028953_1.jpg?shrink=330:*&_v=20200609091651,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,,액티브PFC,,140.0,1,,62,세미모듈러,160,24핀(20+4),,,4.0,,7,3.0,,56,0,0,5,201605,
마이크로닉스 CASLON 500W After Cooling FDB,,https://prod.danawa.com/info/?pcode=3456885&cate=112777,마이크로닉스,3456885,//img.danawa.com/prod_img/500000/885/456/img/3456885_1.jpg?shrink=330:*&_v=20220119132748,ATX 파워,500,,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,,37.5,케이블일체형,,24핀(20+4),8+4핀 1개,,2.0,,6,3.0,,10,2,59,3,201509,
마이크로닉스 New Performance 600W 80Plus Bronze 프리볼트,104000.0,https://prod.danawa.com/info/?pcode=2421111&cate=112777,마이크로닉스,2421111,//img.danawa.com/prod_img/500000/111/421/img/2421111_1.jpg?shrink=330:*&_v=20201223164213,ATX 파워,600,80 PLUS 브론즈,,,,+12V 싱글레일,90.0,액티브PFC,,135.0,1,,45,케이블일체형,160,24핀(20+4),8+4핀 1개,,2.0,,6,4.0,,26,2,43,3,201401,
큐닉스그룹 큐닉스 RS-630WM,33600.0,https://prod.danawa.com/info/?pcode=12071099&cate=112777,큐닉스그룹,12071099,//img.danawa.com/prod_img/500000/099/071/img/12071099_1.jpg?shrink=330:*&_v=20201110161503,ATX 파워,300,,,,,,,,,120.0,1,,,케이블일체형,140,24핀(20+4),,,1.0,,4,4.0,,0,0,0,2,202008,
GeIL PRISTINE 500W,75140.0,https://prod.danawa.com/info/?pcode=10754580&cate=112777,GeIL,10754580,//img.danawa.com/prod_img/500000/580/754/img/10754580_1.jpg?shrink=330:*&_v=20201015111947,ATX 파워,500,,,,,+12V 싱글레일,,액티브PFC,,120.0,1,,38,케이블일체형,140,24핀(20+4),,,2.0,,6,3.0,,8,0,0,5,202003,
AONE STORM 500LF SINGLE RAIL,36000.0,https://prod.danawa.com/info/?pcode=3044681&cate=112777,AONE,3044681,//img.danawa.com/prod_img/500000/681/044/img/3044681_1.jpg?shrink=330:*&_v=20210127113009,ATX 파워,500,,,,,+12V 싱글레일,,,,120.0,1,,35,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,5,4.0,,10,0,43,3,201503,
AONE 500VP KC,23000.0,https://prod.danawa.com/info/?pcode=2459029&cate=112777,AONE,2459029,//img.danawa.com/prod_img/500000/029/459/img/2459029_1.jpg?shrink=330:*&_v=20210127102053,ATX 파워,230,,,,,+12V 싱글레일,,,,120.0,1,,10.5,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,,1.0,4,4.0,,0,0,0,1,201402,
AONE STORM 1000W 80PLUS BRONZE 벌크,,https://prod.danawa.com/info/?pcode=17764373&cate=112777,AONE,17764373,//img.danawa.com/prod_img/500000/373/764/img/17764373_1.jpg?shrink=330:*&_v=20220901104627,ATX 파워,1000,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,,53,케이블일체형,160,24핀(20+4),8핀(4+4) 2개,,8.0,,6,3.0,,8,2,59,3,202209,
NZXT C650 80Plus Gold Full Modular,212120.0,https://prod.danawa.com/info/?pcode=11481735&cate=112777,NZXT,11481735,//img.danawa.com/prod_img/500000/735/481/img/11481735_1.jpg?shrink=330:*&_v=20210719163417,ATX 파워,650,80 PLUS 골드,,,,+12V 싱글레일,98.0,액티브PFC,99.0,120.0,1,FDB(유체),54,풀모듈러,150,24핀(20+4),8핀(4+4) 2개,,4.0,,8,6.0,,63,14,63,10,202006,
CORSAIR CX550 80PLUS BRONZE,,https://prod.danawa.com/info/?pcode=5208434&cate=112777,CORSAIR,5208434,//img.danawa.com/prod_img/500000/434/208/img/5208434_1.jpg?shrink=330:*&_v=20210114141833,ATX 파워,550,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,Rifle,45.8,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,4.0,,18,2,59,5,201706,
마이크로닉스 ASTRO G-Series 600W 80PLUS EU Silver RGB,,https://prod.danawa.com/info/?pcode=7265365&cate=112777,마이크로닉스,7265365,//img.danawa.com/prod_img/500000/365/265/img/7265365_1.jpg?shrink=330:*&_v=20201223135105,ATX 파워,600,80 PLUS 실버,,,,+12V 싱글레일,100.0,액티브PFC,99.0,,1,,50,케이블일체형,140,24핀(20+4),8+4핀 1개,,2.0,,6,4.0,,107,6,43,7,201902,
제이씨현 UDEA TANK 500A V2.3,,https://prod.danawa.com/info/?pcode=5548229&cate=112777,제이씨현 UDEA,5548229,//img.danawa.com/prod_img/500000/229/548/img/5548229_1.jpg?shrink=330:*&_v=20210129175755,ATX 파워,500,,,,,+12V 다중레일,89.0,,,120.0,1,,"20, 20",케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,8,1,43,3,201710,
AONE MONSTER 600LA 80PLUS BRONZE,,https://prod.danawa.com/info/?pcode=3033931&cate=112777,AONE,3033931,//img.danawa.com/prod_img/500000/931/033/img/3033931_1.jpg?shrink=330:*&_v=20210127103608,ATX 파워,600,80 PLUS 브론즈,,,,+12V 싱글레일,,액티브PFC,99.0,120.0,1,,42,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,5,4.0,,26,0,165,3,201503,
에너지옵티머스 EXCEL II 600W 80PLUS STANDARD 230V EU 벌크,35500.0,https://prod.danawa.com/info/?pcode=18851522&cate=112777,에너지옵티머스,18851522,//img.danawa.com/prod_img/500000/522/851/img/18851522_1.jpg?shrink=330:*&_v=20230510131309,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,96.0,액티브PFC,99.0,,1,HDB,48,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,6,3.0,,8,2,303,5,202301,
APC BE400-KR,146000.0,https://prod.danawa.com/info/?pcode=1000768&cate=112777,APC,1000768,//img.danawa.com/prod_img/500000/768/000/img/1000768_1.jpg?shrink=330:*&_v=20170412151100,UPS,,,,,,,,,,,,,,,285,,,,,,,,,0,0,0,,201001,
스카이디지탈 파워스테이션5 PS5-500N,35200.0,https://prod.danawa.com/info/?pcode=12345542&cate=112777,스카이디지탈,12345542,//img.danawa.com/prod_img/500000/542/345/img/12345542_1.jpg?shrink=330:*&_v=20210127175952,ATX 파워,500,,,,,+12V 싱글레일,84.0,,,120.0,1,,35,케이블일체형,,24핀(20+4),8+4+4핀 1개,,2.0,,6,3.0,,8,2,43,3,202009,
에너지옵티머스 Mach III 500K v2.3,32900.0,https://prod.danawa.com/info/?pcode=3182134&cate=112777,에너지옵티머스,3182134,//img.danawa.com/prod_img/500000/134/182/img/3182134_1.jpg?shrink=330:*&_v=20210129172026,ATX 파워,500,,,,,+12V 다중레일,86.0,,,120.0,1,Rifle,18,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,8,2,165,3,201505,
에너맥스 Platimax D.F. EPF1050EWT 80Plus Platinum Full Modular,231800.0,https://prod.danawa.com/info/?pcode=5968537&cate=112777,에너맥스,5968537,//img.danawa.com/prod_img/500000/537/968/img/5968537_1.jpg?shrink=330:*&_v=20211119090005,ATX 파워,1050,80 PLUS 플레티넘,,,,,,,,160.0,1,Twister,130,케이블일체형,160,24핀(20+4),8+4+4핀 1개,,3.0,,4,,,27,6,127,10,201803,
