name,price,link,company,product_seq,image,category,rated_power,80plus_certification,eta_certification,lambda_certification,voltage_fluctuation,output_method,availability,pfc_circuit,pf_factor,fan_size,fan_number,bearing,output_12v,cable_connection,depth,main_power,sub_power,pcie_16pin,pcie_8pin,pcie_6pin,sata,ide_4,rgb_connector,feature,inside,protection,as_years,reg_date,bookmark
DEEPCOOL DQ750-M-V2L 80Plus Gold Full Modular,98890.0,https://prod.danawa.com/info/?pcode=12041090&cate=112777,DEEPCOOL,12041090,//img.danawa.com/prod_img/500000/090/041/img/12041090_1.jpg?shrink=330:*&_v=20220209085532,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,,액티브PFC,,120.0,1,Sleeve,62,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,,2.0,,8,4.0,,56,0,0,10,202008,
APC BX1600MI-GR,360000.0,https://prod.danawa.com/info/?pcode=16772720&cate=112777,APC,16772720,//img.danawa.com/prod_img/500000/720/772/img/16772720_1.jpg?shrink=330:*&_v=20220407085926,UPS,,,,,,,,,,,,,,,390,,,,,,,,,0,0,0,,202204,
DEEPCOOL PK800D 80Plus Bronze,85550.0,https://prod.danawa.com/info/?pcode=20256680&cate=112777,DEEPCOOL,20256680,//img.danawa.com/prod_img/500000/680/256/img/20256680_1.jpg?shrink=330:*&_v=20230522094900,ATX 파워,800,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,HDB/HYB,66.5,,140,24핀(20+4),8핀(4+4) 2개,,4.0,,8,4.0,,42,4,63,5,202305,
FSP HYPER K 700W 80PLUS Standard 230V EU,76264.0,https://prod.danawa.com/info/?pcode=5158596&cate=112777,FSP,5158596,//img.danawa.com/prod_img/500000/596/158/img/5158596_1.jpg?shrink=330:*&_v=20210107093641,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,Rifle,53,케이블일체형,140,24핀,8핀(4+4) 1개,,4.0,,8,2.0,,40,1,37,5,201705,
스카이디지탈 파워스테이션5 PS5-800BR 80PLUS BRONZE,68750.0,https://prod.danawa.com/info/?pcode=14216270&cate=112777,스카이디지탈,14216270,//img.danawa.com/prod_img/500000/270/216/img/14216270_1.jpg?shrink=330:*&_v=20210520124521,ATX 파워,800,80 PLUS 브론즈,,,,+12V 싱글레일,93.0,액티브PFC,99.0,140.0,1,FDB(유체),62.5,세미모듈러,160,24핀,8+4+4핀 1개,,4.0,,6,6.0,,40,2,59,3,202105,
에너지옵티머스 EXCEL II 700W 80PLUS STANDARD 230V EU,43340.0,https://prod.danawa.com/info/?pcode=19266176&cate=112777,에너지옵티머스,19266176,//img.danawa.com/prod_img/500000/176/266/img/19266176_1.jpg?shrink=330:*&_v=20230308163906,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,96.0,액티브PFC,99.0,120.0,1,HDB,56,케이블일체형,140,24핀(20+4),8핀(4+4) 2개,,4.0,,6,3.0,,8,2,303,5,202303,
FSP HYDRO G PRO 750W 80PLUS Gold Full Modular,134858.0,https://prod.danawa.com/info/?pcode=9747681&cate=112777,FSP,9747681,//img.danawa.com/prod_img/500000/681/747/img/9747681_1.jpg?shrink=330:*&_v=20210106161407,ATX 파워,750,80 PLUS 골드,,,1.0,+12V 싱글레일,100.0,액티브PFC,90.0,120.0,1,FDB(유체),62.5,풀모듈러,150,24핀,8핀(4+4) 2개,,4.0,,14,5.0,,63,12,61,10,201910,
FSP HYDRO PRO 800W 80PLUS Bronze 230V EU,91147.0,https://prod.danawa.com/info/?pcode=12841838&cate=112777,FSP,12841838,//img.danawa.com/prod_img/500000/838/841/img/12841838_1.jpg?shrink=330:*&_v=20210106153245,ATX 파워,800,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,액티브PFC,90.0,120.0,1,HDB/HYB,66.66,케이블일체형,140,24핀,8핀(4+4) 2개,,4.0,,8,2.0,,8,6,45,5,202012,
CORSAIR SF1000L ATX 3.0 (PCIE5),299000.0,https://prod.danawa.com/info/?pcode=19974908&cate=112777,CORSAIR,19974908,//img.danawa.com/prod_img/500000/908/974/img/19974908_1.jpg?shrink=330:*&_v=20230428152833,M-ATX(SFX) 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,100.0,,,120.0,1,Rifle,83.3,풀모듈러,130,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,8,3.0,,17,2,0,7,202304,
FSP HYDRO PTM PRO 1200W Platinum ATX 3.0 (PCIE5),324578.0,https://prod.danawa.com/info/?pcode=18329759&cate=112777,FSP,18329759,//img.danawa.com/prod_img/500000/759/329/img/18329759_1.jpg?shrink=330:*&_v=20221121103540,ATX 파워,1200,80 PLUS 플레티넘,,,1.0,+12V 싱글레일,100.0,액티브PFC,,135.0,1,FDB(유체),100,풀모듈러,190,24핀(20+4) 1개,8핀(4+4) 3개,1.0,6.0,,14,5.0,,63,14,63,10,202211,
FSP HYDRO PRO 700W 80PLUS Bronze 230V EU,81844.0,https://prod.danawa.com/info/?pcode=8558654&cate=112777,FSP,8558654,//img.danawa.com/prod_img/500000/654/558/img/8558654_1.jpg?shrink=330:*&_v=20210106162029,ATX 파워,700,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,90.0,120.0,1,Sleeve,58,케이블일체형,140,24핀,8핀(4+4) 2개,,4.0,,8,2.0,,8,6,45,5,201907,
FSP HYPER K PRO 600W 80PLUS Standard 230V EU,60453.0,https://prod.danawa.com/info/?pcode=12397271&cate=112777,FSP,12397271,//img.danawa.com/prod_img/500000/271/397/img/12397271_1.jpg?shrink=330:*&_v=20210106154032,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,100.0,액티브PFC,90.0,120.0,1,HDB/HYB,50,케이블일체형,140,24핀,8핀(4+4) 1개,,2.0,,6,3.0,,40,6,45,5,202010,
FSP HYPER K PRO 500W 80PLUS Standard 230V EU,47900.0,https://prod.danawa.com/info/?pcode=12397211&cate=112777,FSP,12397211,//img.danawa.com/prod_img/500000/211/397/img/12397211_1.jpg?shrink=330:*&_v=20210106154220,ATX 파워,500,80 PLUS 스탠다드,,,,+12V 싱글레일,98.0,액티브PFC,90.0,120.0,1,HDB/HYB,41,케이블일체형,140,24핀,8핀(4+4) 1개,,2.0,,6,3.0,,40,6,45,5,202010,
에너지옵티머스 EXCEL II 500W 80PLUS STANDARD 230V EU,31990.0,https://prod.danawa.com/info/?pcode=19281344&cate=112777,에너지옵티머스,19281344,//img.danawa.com/prod_img/500000/344/281/img/19281344_1.jpg?shrink=330:*&_v=20230510131003,ATX 파워,500,80 PLUS 스탠다드,,,,+12V 싱글레일,96.0,액티브PFC,99.0,,1,HDB,40,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,6,3.0,,8,2,303,5,202303,
CORSAIR RM1200x SHIFT 80PLUS Gold ATX 3.0,346030.0,https://prod.danawa.com/info/?pcode=19043699&cate=112777,CORSAIR,19043699,//img.danawa.com/prod_img/500000/699/043/img/19043699_1.jpg?shrink=330:*&_v=20230224124031,ATX 파워,1200,80 PLUS 골드,,A-,,+12V 싱글레일,100.0,,,140.0,1,FDB(유체),100,풀모듈러,180,24핀 x1,8핀(4+4) 2개,1.0,8.0,,16,8.0,,19,14,0,10,202302,
ASUS ROG LOKI SFX-L 850W Platinum,355230.0,https://prod.danawa.com/info/?pcode=19953449&cate=112777,ASUS,19953449,//img.danawa.com/prod_img/500000/449/953/img/19953449_1.jpg?shrink=330:*&_v=20230502141229,M-ATX(SFX) 파워,850,80 PLUS 플레티넘,,A,,+12V 싱글레일,100.0,,,120.0,1,2볼,70.8,,125,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,6,4.0,,16,0,63,10,202304,
에너맥스 REVOLUTION D.F. ERF750EWT 80Plus Gold Full Modular,134200.0,https://prod.danawa.com/info/?pcode=9498231&cate=112777,에너맥스,9498231,//img.danawa.com/prod_img/500000/231/498/img/9498231_1.jpg?shrink=330:*&_v=20220426092801,ATX 파워,750,80 PLUS 골드,,,,+12V 다중레일,,액티브PFC,,140.0,1,Twister,"25 , 35",풀모듈러,160,24핀,8핀(4+4) 2개,,6.0,,12,4.0,,58,6,63,10,201909,
ASUS ROG LOKI SFX-L 1000W Platinum,459000.0,https://prod.danawa.com/info/?pcode=19953725&cate=112777,ASUS,19953725,//img.danawa.com/prod_img/500000/725/953/img/19953725_1.jpg?shrink=330:*&_v=20230522080614,M-ATX(SFX) 파워,1000,80 PLUS 플레티넘,,A,,+12V 싱글레일,100.0,,,120.0,1,2볼,83.3,,125,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,6,4.0,,16,0,63,10,202304,
FSP HYPER K PRO 700W 80PLUS Standard 230V EU,78120.0,https://prod.danawa.com/info/?pcode=12397334&cate=112777,FSP,12397334,//img.danawa.com/prod_img/500000/334/397/img/12397334_1.jpg?shrink=330:*&_v=20210106154100,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,99.0,액티브PFC,90.0,120.0,1,HDB/HYB,58,케이블일체형,140,24핀,8핀(4+4) 2개,,4.0,,8,2.0,,40,6,45,5,202010,
에너지옵티머스 EXCEL FOCUS 850W 80PLUS GOLD FULL MODULAR,109000.0,https://prod.danawa.com/info/?pcode=17730380&cate=112777,에너지옵티머스,17730380,//img.danawa.com/prod_img/500000/380/730/img/17730380_1.jpg?shrink=330:*&_v=20220826092518,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),70.9,풀모듈러,140,24핀(20+4),8핀(4+4) 4개,,6.0,,10,4.0,,9,6,63,10,202208,
FSP FSP400-60GHS(85),63990.0,https://prod.danawa.com/info/?pcode=1671473&cate=112777,FSP,1671473,//img.danawa.com/prod_img/500000/473/671/img/1671473_1.jpg?shrink=330:*&_v=20170410143307,M-ATX(SFX) 파워,400,,,,,+12V 다중레일,,액티브PFC,,80.0,1,,"17, 16",케이블일체형,,24핀(20+4),,,,1.0,4,3.0,,24,0,0,,201204,
에너지옵티머스 EXCEL II 700W 80PLUS STANDARD 230V EU 벌크,42990.0,https://prod.danawa.com/info/?pcode=19266209&cate=112777,에너지옵티머스,19266209,//img.danawa.com/prod_img/500000/209/266/img/19266209_1.jpg?shrink=330:*&_v=20230309135335,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,96.0,액티브PFC,99.0,120.0,1,HDB,56,케이블일체형,140,24핀(20+4),8핀(4+4) 2개,,4.0,,6,3.0,,8,2,303,5,202303,
에너지옵티머스 EXCEL II 500W 80PLUS STANDARD 230V EU 벌크,31000.0,https://prod.danawa.com/info/?pcode=18851423&cate=112777,에너지옵티머스,18851423,//img.danawa.com/prod_img/500000/423/851/img/18851423_1.jpg?shrink=330:*&_v=20230510131055,ATX 파워,500,80 PLUS 스탠다드,,,,+12V 싱글레일,96.0,액티브PFC,99.0,,1,HDB,40,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,6,3.0,,8,2,303,5,202301,
topower Guardian TOP-900DG 80PLUS STANDARD WHITE,94900.0,https://prod.danawa.com/info/?pcode=13150403&cate=112777,topower,13150403,//img.danawa.com/prod_img/500000/403/150/img/13150403_1.jpg?shrink=330:*&_v=20210827091126,ATX 파워,900,80 PLUS 스탠다드,,,,+12V 싱글레일,98.0,액티브PFC,99.0,140.0,1,EBR,74,케이블일체형,160,24핀(20+4),8핀(4+4) 2개,,6.0,,6,6.0,,40,6,63,7,202101,
에너맥스 CYBERBRON ECB700EWT 80PLUS BRONZE,70840.0,https://prod.danawa.com/info/?pcode=17052281&cate=112777,에너맥스,17052281,//img.danawa.com/prod_img/500000/281/052/img/17052281_1.jpg?shrink=330:*&_v=20220615151647,ATX 파워,700,80 PLUS 브론즈,,,,+12V 싱글레일,,액티브PFC,99.0,,,,54,케이블일체형,140,24핀(20+4),8핀(4+4) 2개,,4.0,,8,4.0,,58,2,43,5,202205,
이도디스플레이 ICE-MAN ICEMAN 750W 80PLUS BRONZE 230V EU,64960.0,https://prod.danawa.com/info/?pcode=28026224&cate=112777,이도디스플레이,28026224,//img.danawa.com/prod_img/500000/224/026/img/28026224_1.jpg?shrink=330:*&_v=20230905141750,ATX 파워,750,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,,62,케이블일체형,140,24핀(20+4),8핀(4+4) 2개,,4.0,,6,3.0,,42,6,46,5,202309,
FSP HYDRO PTM X PRO 1000W PLATINUM Full Modular,240878.0,https://prod.danawa.com/info/?pcode=18066980&cate=112777,FSP,18066980,//img.danawa.com/prod_img/500000/980/066/img/18066980_1.jpg?shrink=330:*&_v=20230801151318,ATX 파워,1000,80 PLUS 플레티넘,,,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),83.33,풀모듈러,130,24핀(20+4) 1개,8핀(4+4) 2개,,6.0,,12,3.0,,57,14,61,10,202210,
APC BX1200MI-GR,229000.0,https://prod.danawa.com/info/?pcode=16772696&cate=112777,APC,16772696,//img.danawa.com/prod_img/500000/696/772/img/16772696_1.jpg?shrink=330:*&_v=20220407085922,UPS,,,,,,,,,,,,,,,390,,,,,,,,,0,0,0,,202204,
FSP HYDRO PTM X PRO 850W PLATINUM Full Modular,193444.0,https://prod.danawa.com/info/?pcode=18066920&cate=112777,FSP,18066920,//img.danawa.com/prod_img/500000/920/066/img/18066920_1.jpg?shrink=330:*&_v=20230801151035,ATX 파워,850,80 PLUS 플레티넘,,,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),70.83,풀모듈러,130,24핀(20+4) 1개,8핀(4+4) 2개,1.0,6.0,,12,3.0,,57,14,61,10,202210,
topower Guardian TOP-900DG 80PLUS STANDARD,89900.0,https://prod.danawa.com/info/?pcode=13150373&cate=112777,topower,13150373,//img.danawa.com/prod_img/500000/373/150/img/13150373_1.jpg?shrink=330:*&_v=20210827091210,ATX 파워,900,80 PLUS 스탠다드,,,,+12V 싱글레일,98.0,액티브PFC,99.0,140.0,1,EBR,74,케이블일체형,160,24핀(20+4),8핀(4+4) 2개,,6.0,,6,6.0,,40,6,63,7,202101,
에너맥스 REVOLUTION ATX3.0 ERA1000EWT 80Plus Gold Full Modular (PCIE5),264290.0,https://prod.danawa.com/info/?pcode=27608465&cate=112777,에너맥스,27608465,//img.danawa.com/prod_img/500000/465/608/img/27608465_1.jpg?shrink=330:*&_v=20230816160039,ATX 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,FDB(유체),83.33,풀모듈러,150,24핀,8핀(4+4) 2개,2.0,4.0,,12,4.0,,11,6,63,10,202308,
FSP HEXA 650W 80PLUS BRONZE 프리볼트,77192.0,https://prod.danawa.com/info/?pcode=5840964&cate=112777,FSP,5840964,//img.danawa.com/prod_img/500000/964/840/img/5840964_1.jpg?shrink=330:*&_v=20210106173032,ATX 파워,650,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,액티브PFC,,120.0,1,,54.2,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,4.0,,8,2.0,,16,6,61,5,201801,
APC SMC 1000i-2U (Smart-UPS C 1000i 2U),506000.0,https://prod.danawa.com/info/?pcode=2722850&cate=112777,APC,2722850,//img.danawa.com/prod_img/500000/850/722/img/2722850_1.jpg?shrink=330:*&_v=20170412152654,UPS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,201407,
FSP HYDRO PRO 600W 80PLUS Bronze 230V EU,74407.0,https://prod.danawa.com/info/?pcode=8558522&cate=112777,FSP,8558522,//img.danawa.com/prod_img/500000/522/558/img/8558522_1.jpg?shrink=330:*&_v=20210106162356,ATX 파워,600,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,액티브PFC,90.0,120.0,1,Sleeve,50,케이블일체형,140,24핀,8핀(4+4) 1개,,2.0,,6,3.0,,8,6,45,5,201907,
포게임 ECOMASTER ECO 700 STANDARD,42000.0,https://prod.danawa.com/info/?pcode=17523179&cate=112777,포게임,17523179,//img.danawa.com/prod_img/500000/179/523/img/17523179_1.jpg?shrink=330:*&_v=20220725093152,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,85.0,,,120.0,1,,54,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,4.0,,5,3.0,,42,2,43,5,202207,
MAXCOOL 500W SINGLE,28890.0,https://prod.danawa.com/info/?pcode=19902608&cate=112777,,19902608,//img.danawa.com/prod_img/500000/608/902/img/19902608_1.jpg?shrink=330:*&_v=20230821131750,ATX 파워,500,,,,,+12V 싱글레일,78.0,,,120.0,1,,32.5,,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,2,1,43,3,202304,
시소닉 SSP-300SUB,88790.0,https://prod.danawa.com/info/?pcode=5858937&cate=112777,시소닉,5858937,//img.danawa.com/prod_img/500000/937/858/img/5858937_1.jpg?shrink=330:*&_v=20210512152750,Flex-ATX 파워,300,80 PLUS 브론즈,,,,+12V 다중레일,,액티브PFC,,40.0,1,2볼,"18, 18",풀모듈러,150,24핀(20+4),,,,,2,2.0,,0,0,0,,201802,
스카이디지탈 파워스테이션4 PS4-350M 86P ActivePFC V2.31,49400.0,https://prod.danawa.com/info/?pcode=2585670&cate=112777,스카이디지탈,2585670,//img.danawa.com/prod_img/500000/670/585/img/2585670_1.jpg?shrink=330:*&_v=20170410150756,M-ATX(SFX) 파워,350,,,,,+12V 싱글레일,,액티브PFC,,60.0,1,,28,케이블일체형,,24핀,,,,2.0,3,2.0,,8,0,0,3,201404,
topower Guardian TOP-700DG Single Rail 80PLUS BRONZE,69000.0,https://prod.danawa.com/info/?pcode=10550649&cate=112777,topower,10550649,//img.danawa.com/prod_img/500000/649/550/img/10550649_1.jpg?shrink=330:*&_v=20210826132656,ATX 파워,700,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,140.0,1,EBR,58,케이블일체형,160,24핀(20+4),8핀(4+4) 2개,,4.0,,6,4.0,,40,6,63,7,202002,
CORSAIR RM850e ATX 3.0 (PCIE5),187110.0,https://prod.danawa.com/info/?pcode=19727942&cate=112777,CORSAIR,19727942,//img.danawa.com/prod_img/500000/942/727/img/19727942_1.jpg?shrink=330:*&_v=20230413104845,ATX 파워,850,80 PLUS 골드,GOLD,A-,,+12V 싱글레일,100.0,,,120.0,1,Rifle,70.8,풀모듈러,140,24핀 1개,8핀(4+4) 2개,1.0,3.0,,7,4.0,,51,14,0,7,202304,
APC SMC 1000i (Smart-UPS C 1000i),399000.0,https://prod.danawa.com/info/?pcode=2722817&cate=112777,APC,2722817,//img.danawa.com/prod_img/500000/817/722/img/2722817_1.jpg?shrink=330:*&_v=20210216174812,UPS,,,,,,,,,,,,,,,439,,,,,,,,,0,0,0,,201407,
ORBIS Advance 600SP,,https://prod.danawa.com/info/?pcode=10962684&cate=112777,ORBIS,10962684,//img.danawa.com/prod_img/500000/684/962/img/10962684_1.jpg?shrink=330:*&_v=20210204100656,ATX 파워,250,,,,,+12V 싱글레일,76.0,,,120.0,1,,16,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,,1.0,3,2.0,,10,2,43,,202003,
CORSAIR RM750e ATX 3.0 (PCIE5),165230.0,https://prod.danawa.com/info/?pcode=19727639&cate=112777,CORSAIR,19727639,//img.danawa.com/prod_img/500000/639/727/img/19727639_1.jpg?shrink=330:*&_v=20230413104839,ATX 파워,750,80 PLUS 골드,PLATINUM,STANDARD+,,+12V 싱글레일,100.0,,,120.0,1,Rifle,62.5,풀모듈러,140,24핀 1개,8핀(4+4) 2개,1.0,3.0,,7,4.0,,51,14,0,7,202304,
FSP HYDRO Ti PRO 1000W Titanium ATX 3.0 (PCIE5),371075.0,https://prod.danawa.com/info/?pcode=19240301&cate=112777,FSP,19240301,//img.danawa.com/prod_img/500000/301/240/img/19240301_1.jpg?shrink=330:*&_v=20230307123934,ATX 파워,1000,80 PLUS 티타늄,TITANIUM,A++,1.0,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,FDB(유체),83.33,풀모듈러,150,24핀(20+4) 1개,8핀(4+4) 2개,1.0,5.0,,12,4.0,,63,14,61,10,202303,
TAGER JN600K 벌크,14850.0,https://prod.danawa.com/info/?pcode=20358353&cate=112777,TAGER,20358353,//img.danawa.com/prod_img/500000/353/358/img/20358353_1.jpg?shrink=330:*&_v=20230531085346,ATX 파워,230,,,,,+12V 싱글레일,,,,120.0,1,,11,,140,24핀(20+4),8핀(4+4) 1개,,,,3,3.0,,8,0,43,1,202305,
마이크로닉스 Classic II 500W +12V Single Rail 벌크,48510.0,https://prod.danawa.com/info/?pcode=5353220&cate=112777,마이크로닉스,5353220,//img.danawa.com/prod_img/500000/220/353/img/5353220_1.jpg?shrink=330:*&_v=20201223170252,ATX 파워,500,80 PLUS 스탠다드,,,,+12V 싱글레일,85.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),37.5,케이블일체형,,24핀(20+4),8+4핀 1개,,2.0,,6,3.0,,10,2,59,3,201302,
FSP DAGGER PRO 850W GOLD Full Modular,200880.0,https://prod.danawa.com/info/?pcode=15448922&cate=112777,FSP,15448922,//img.danawa.com/prod_img/500000/922/448/img/15448922_1.jpg?shrink=330:*&_v=20211019130129,M-ATX(SFX) 파워,850,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,,92.0,1,볼,70.8,풀모듈러,100,24핀(20+4),8핀(4+4) 2개,,4.0,,5,2.0,,57,6,61,10,202110,
델타 GPS-650MB 80PLUS GOLD 풀모듈러,115000.0,https://prod.danawa.com/info/?pcode=17459000&cate=112777,델타,17459000,//img.danawa.com/prod_img/500000/000/459/img/17459000_1.jpg?shrink=330:*&_v=20220811103652,ATX 파워,650,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,,54,풀모듈러,155,24핀(20+4),8핀(4+4) 2개,,2.0,,4,3.0,,58,0,565,10,202207,
이도디스플레이 ICE-MAN M500W V2.2 NEW,27500.0,https://prod.danawa.com/info/?pcode=6381666&cate=112777,이도디스플레이 ICE-MAN,6381666,//img.danawa.com/prod_img/500000/666/381/img/6381666_1.jpg?shrink=330:*&_v=20210204125733,M-ATX(SFX) 파워,250,,,,,+12V 싱글레일,,,,80.0,1,,12,케이블일체형,100,24핀(20+4),,,1.0,,4,4.0,,0,0,0,2,201808,
SilverStone Essential ST50F-ES230 500W 80PLUS STANDARD STCOM,41070.0,https://prod.danawa.com/info/?pcode=10314396&cate=112777,SilverStone,10314396,//img.danawa.com/prod_img/500000/396/314/img/10314396_1.jpg?shrink=330:*&_v=20220217110959,ATX 파워,500~599,80 PLUS 스탠다드,,,5.0,+12V 싱글레일,91.0,액티브PFC,,120.0,1,,38,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,2.0,,10,0,41,5,202001,
CORSAIR RM1000e ATX 3.0 (PCIE5),259000.0,https://prod.danawa.com/info/?pcode=19728059&cate=112777,CORSAIR,19728059,//img.danawa.com/prod_img/500000/059/728/img/19728059_1.jpg?shrink=330:*&_v=20230413104849,ATX 파워,1000,80 PLUS 골드,PLATINUM,A-,,+12V 싱글레일,100.0,,,120.0,1,Rifle,83.3,풀모듈러,140,24핀 1개,8핀(4+4) 2개,1.0,6.0,,7,4.0,,51,14,0,7,202304,
오존컴퍼니 마이크로박스 DC to DC 200W 기본 (어댑터별도),37000.0,https://prod.danawa.com/info/?pcode=16493285&cate=112777,오존컴퍼니,16493285,//img.danawa.com/prod_img/500000/285/493/img/16493285_1.jpg?shrink=330:*&_v=20220228090439,DC to DC,200,,,,,,,,,,,,,,,24핀,8핀(4+4) 1개,,,,1,1.0,,0,0,0,,202202,
에너맥스 Platimax D.F. EPF850EWT 80Plus Platinum Full Modular,173600.0,https://prod.danawa.com/info/?pcode=9668025&cate=112777,에너맥스,9668025,//img.danawa.com/prod_img/500000/025/668/img/9668025_1.jpg?shrink=330:*&_v=20211119085711,ATX 파워,850,80 PLUS 플레티넘,,,,+12V 다중레일,,액티브PFC,,,1,Twister,"25 , 40",풀모듈러,160,24핀(20+4),8+4+4핀 1개,,6.0,,12,4.0,,31,6,127,10,201910,
CORSAIR HX1000i ATX 3.0 (PCIe5),379790.0,https://prod.danawa.com/info/?pcode=19883954&cate=112777,CORSAIR,19883954,//img.danawa.com/prod_img/500000/954/883/img/19883954_1.jpg?shrink=330:*&_v=20230421133141,ATX 파워,1000,80 PLUS 플레티넘,,,,+12V 싱글레일,99.0,,,140.0,1,FDB(유체),83.3,풀모듈러,180,24핀(20+4),8핀(4+4) 3개,1.0,6.0,,8,8.0,,19,6,61,10,202304,
FSP FSP500-50FDB,177000.0,https://prod.danawa.com/info/?pcode=13950359&cate=112777,FSP,13950359,//img.danawa.com/prod_img/500000/359/950/img/13950359_1.jpg?shrink=330:*&_v=20210420153325,Flex-ATX 파워,500,80 PLUS 골드,,,,+12V 싱글레일,98.0,액티브PFC,,40.0,1,,41,케이블일체형,150,24핀(20+4),8+4+4핀 1개,,1.0,,4,2.0,,24,2,57,3,202104,
APC RBC6 교체용 배터리,223000.0,https://prod.danawa.com/info/?pcode=2734532&cate=112777,APC,2734532,//img.danawa.com/prod_img/500000/532/734/img/2734532_1.jpg?shrink=330:*&_v=20140731115455,UPS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,201407,
FSP FSP300-60GHS(85),56000.0,https://prod.danawa.com/info/?pcode=1662750&cate=112777,FSP,1662750,//img.danawa.com/prod_img/500000/750/662/img/1662750_1.jpg?shrink=330:*&_v=20210204154511,M-ATX(SFX) 파워,300,80 PLUS 브론즈,,,,+12V 다중레일,,액티브PFC,,80.0,1,,"14, 16",케이블일체형,,24핀(20+4),,,,1.0,4,3.0,,16,0,0,,201204,
포게임 MAXMASTER MAX 750 GOLD,75000.0,https://prod.danawa.com/info/?pcode=17523389&cate=112777,포게임,17523389,//img.danawa.com/prod_img/500000/389/523/img/17523389_1.jpg?shrink=330:*&_v=20220725094603,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,92.0,,,120.0,1,,62,풀모듈러,150,24핀(20+4),8핀(4+4) 1개,,4.0,,8,3.0,,42,2,43,5,202207,
WEED W600-ORIGIN REAL,35000.0,https://prod.danawa.com/info/?pcode=3420611&cate=112777,WEED,3420611,//img.danawa.com/prod_img/500000/611/420/img/3420611_1.jpg?shrink=330:*&_v=20170412150232,ATX 파워,600,,,,,+12V 싱글레일,,,,120.0,1,,43,케이블일체형,,24핀(20+4),,,1.0,1.0,4,3.0,,0,0,0,,201509,
에너지옵티머스 EXCEL CLASSIC 500W 80PLUS BRONZE 230V EU,41500.0,https://prod.danawa.com/info/?pcode=18307193&cate=112777,에너지옵티머스,18307193,//img.danawa.com/prod_img/500000/193/307/img/18307193_1.jpg?shrink=330:*&_v=20221117102152,ATX 파워,500,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,HDB/HYB,41.7,케이블일체형,140,24핀(20+4),8핀(4+4) 2개,,2.0,,6,3.0,,8,6,63,7,202211,
