name,price,link,company,product_seq,image,cpu_socket,chipset,form_factor,memory_type,memory_number,memory_capacity,xmp,expo,sata3_number,m2_number,m2_interface,m2_formfactor,pcie_version,vga_connection,wireless_lan,wired_lan_speed,phase,graphic_output,back_panel,io_header,feature,reg_date,bookmark
ASRock B75M (중고),26500,https://prod.danawa.com/info/?pcode=2951174&cate=112751,ASRock,2951174,//img.danawa.com/prod_img/500000/174/951/img/2951174_1.jpg?shrink=330:*&_v=20180910093746,인텔(소켓1155),인텔 B75,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,,,3,,0,0,5,PCIe3.0 x16,0,10.0,,26,USB 3.0 / PS/2,0,64,201501,
ASRock Rack GENOAD8UD-2T/X550,,https://prod.danawa.com/info/?pcode=27638177&cate=112751,ASRock Rack,27638177,//img.danawa.com/prod_img/500000/177/638/img/27638177_1.jpg?shrink=330:*&_v=20230817180325,AMD(소켓SP5),,Deep M-ATX(26.4x26.7cm),DDR5,8,512,,,,2,18,15,16,,0,100.0,,16,USB 3.0 / RJ-45,8208,64,202308,
GIGABYTE GA-H61M-DS2V (B3) (중고),22500,https://prod.danawa.com/info/?pcode=4471621&cate=112751,GIGABYTE,4471621,//img.danawa.com/prod_img/500000/621/471/img/4471621_1.jpg?shrink=330:*&_v=20170410160051,인텔(소켓1155),인텔 H61,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,,,,,0,0,2,PCIe x16,0,10.0,5.0,24,PS/2,0,64,201609,
Arduino 아두이노 우노 R3 부속품 (케이스),540,https://prod.danawa.com/info/?pcode=3502710&cate=112751,Arduino,3502710,//img.danawa.com/prod_img/500000/710/502/img/3502710_1.jpg?shrink=330:*&_v=20171129114602,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,201404,
ASRock H510M-HDV/M.2 디앤디컴 (벌크),94790,https://prod.danawa.com/info/?pcode=14091545&cate=112751,ASRock,14091545,//img.danawa.com/prod_img/500000/545/091/img/14091545_1.jpg?shrink=330:*&_v=20210903112635,인텔(소켓1200),인텔 H510,M-ATX (22.6x18.8cm),DDR4,2,64,1.0,,4,1,7,0,12,PCIe4.0 x16,0,10.0,5.0,26,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,64,202105,
ASRock Rack ROMED8-2T,1294700,https://prod.danawa.com/info/?pcode=15250106&cate=112751,ASRock Rack,15250106,//img.danawa.com/prod_img/500000/106/250/img/15250106_1.jpg?shrink=330:*&_v=20230811095840,AMD(소켓SP3),,ATX (30.5x24.4cm),DDR4,8,256,,,10,2,5,47,12,PCIe4.0 x16,0,100.0,,16,USB 3.1 / USB 3.0 / RJ-45,8216,0,202109,
ASUS WS X299 SAGE 아이보라,1001400,https://prod.danawa.com/info/?pcode=5896041&cate=112751,ASUS,5896041,//img.danawa.com/prod_img/500000/041/896/img/5896041_1.jpg?shrink=330:*&_v=20210322152319,인텔(소켓2066),인텔 X299,CEB (30.5x26.7cm),DDR4,8,256,1.0,,8,2,5,46,4,PCIe3.0 x16,0,10.0,,0,USB 3.1 / USB 3.0 / USB 2.0 / S/PDIF / 오디오잭,3072,16,201802,
ASUS ROG CROSSHAIR VIII IMPACT 아이보라,533480,https://prod.danawa.com/info/?pcode=9739197&cate=112751,ASUS,9739197,//img.danawa.com/prod_img/500000/197/739/img/9739197_1.jpg?shrink=330:*&_v=20220517174802,AMD(소켓AM4),AMD X570,M-DTX (20.3x17.0cm),DDR4,2,64,,,4,2,5,14,8,PCIe4.0 x16,3,10.0,10.0,0,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3248,344,201910,
GIGABYTE GA-B85M-DS3H (중고),36800,https://prod.danawa.com/info/?pcode=4496138&cate=112751,GIGABYTE,4496138,//img.danawa.com/prod_img/500000/138/496/img/4496138_1.jpg?shrink=330:*&_v=20180207135130,인텔(소켓1150),인텔 B85,Micro-ATX (24.4 x 24.4cm),DDR3,4,32,1.0,,4,,0,0,4,PCIe3.0 x16,0,10.0,4.0,26,USB 3.0 / PS/2,0,0,201609,
아이노비아 H81-BTC (중고),49500,https://prod.danawa.com/info/?pcode=14146673&cate=112751,아이노비아,14146673,//img.danawa.com/prod_img/500000/673/146/img/14146673_1.jpg?shrink=330:*&_v=20210511133045,인텔(소켓1150),인텔 H81,Micro-ATX (17x29.35cm),DDR3,2,8,,,,,0,0,2,PCIe x16,0,0.0,,18,USB 3.0 / USB 2.0 / PS/2,0,0,201707,
MSI MAG B550M 박격포 WiFi (해외구매),,https://prod.danawa.com/info/?pcode=15493718&cate=112751,MSI,15493718,//img.danawa.com/prod_img/500000/718/493/img/15493718_1.jpg?shrink=330:*&_v=20211022093906,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,6,2,7,14,14,PCIe4.0 x16,3,25.0,11.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11568,8,202006,
GIGABYTE GA-H81M-D2V (중고),24500,https://prod.danawa.com/info/?pcode=4497687&cate=112751,GIGABYTE,4497687,//img.danawa.com/prod_img/500000/687/497/img/4497687_1.jpg?shrink=330:*&_v=20170410164910,인텔(소켓1150),인텔 H81,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,1.0,,2,,0,0,2,PCIe x16,0,0.0,3.0,24,USB 3.0 / PS/2,0,0,201609,
ASUS Z87-PRO V (중고),215100,https://prod.danawa.com/info/?pcode=2976245&cate=112751,ASUS,2976245,//img.danawa.com/prod_img/500000/245/976/img/2976245_1.jpg?shrink=330:*&_v=20201228165405,인텔(소켓1150),인텔 Z87,일반-ATX (30.5 x 24.4cm),DDR3,4,32,,,8,,0,0,4,PCIe3.0 x16,0,10.0,12.0,30,USB 3.0 / S/PDIF / PS/2,0,0,201501,
ASUS P11C-C/4L 아이보라,423900,https://prod.danawa.com/info/?pcode=6675862&cate=112751,ASUS,6675862,//img.danawa.com/prod_img/500000/862/675/img/6675862_1.jpg?shrink=330:*&_v=20230119155559,인텔(소켓1151v2),인텔 C242,ATX (30.5x24.4cm),DDR4,4,64,,,2,2,7,46,3,,0,10.0,,16,USB 3.1 / USB 3.0 / 시리얼포트,0,0,201811,
ASUS ProArt B650-CREATOR 아이보라,437990,https://prod.danawa.com/info/?pcode=18865970&cate=112751,ASUS,18865970,//img.danawa.com/prod_img/500000/970/865/img/18865970_1.jpg?shrink=330:*&_v=20230130123407,AMD(소켓AM5),AMD B650,ATX (30.5x24.4cm),DDR5,4,128,,1.0,4,3,26,46,8,PCIe4.0 x16,4,25.0,14.0,3,USB 3.1 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3188,75,202210,
ASUS ROG STRIX Z690-I GAMING WIFI 아이보라,552000,https://prod.danawa.com/info/?pcode=15610484&cate=112751,ASUS,15610484,//img.danawa.com/prod_img/500000/484/610/img/15610484_1.jpg?shrink=330:*&_v=20211104220000,인텔(소켓1700),인텔 Z690,M-iTX (17.0x17.0cm),DDR5,2,64,1.0,,4,2,15,14,28,PCIe5.0 x16,3,25.0,11.0,3,USB 3.1 / USB 3.0 / USB 2.0 / 썬더볼트4 / RJ-45 / S/PDIF / 오디오잭,3184,72,202111,
MSI MAG Z790 토마호크 WIFI (해외구매),367760,https://prod.danawa.com/info/?pcode=18400013&cate=112751,MSI,18400013,//img.danawa.com/prod_img/500000/013/400/img/18400013_1.jpg?shrink=330:*&_v=20221130154027,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,2.0,,7,4,11,46,28,PCIe5.0 x16,3,25.0,18.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202211,
아두이노 적외선 광센서 TCRT5000,240,https://prod.danawa.com/info/?pcode=13058087&cate=112751,,13058087,//img.danawa.com/prod_img/500000/087/058/img/13058087_1.jpg?shrink=330:*&_v=20210105100829,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202101,
ASUS H81M-K (벌크),131190,https://prod.danawa.com/info/?pcode=3266921&cate=112751,ASUS,3266921,//img.danawa.com/prod_img/500000/921/266/img/3266921_1.jpg?shrink=330:*&_v=20230620101254,인텔(소켓1150),인텔 H81,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,,,2,,0,0,2,PCIe x16,0,10.0,,24,USB 3.0 / PS/2,0,0,201506,
ECS G41T-M6 (중고),14990,https://prod.danawa.com/info/?pcode=4468027&cate=112751,ECS,4468027,//img.danawa.com/prod_img/500000/027/468/img/4468027_1.jpg?shrink=330:*&_v=20170410161128,인텔(소켓775),인텔 G41,Micro-ATX (24.4 x 24.4cm),DDR3,2,,,,,,0,0,3,PCIe x16,0,0.0,,16,,0,0,201609,
MSI MAG Z690 토피도 (해외구매),347290,https://prod.danawa.com/info/?pcode=16431992&cate=112751,MSI,16431992,//img.danawa.com/prod_img/500000/992/431/img/16431992_1.jpg?shrink=330:*&_v=20220218130238,인텔(소켓1700),인텔 Z690,ATX (30.5x24.4cm),DDR5,4,128,2.0,,6,4,15,46,30,PCIe5.0 x16,0,25.0,18.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,74,202111,
ASUS ProArt X570-CREATOR WIFI 아이보라,990000,https://prod.danawa.com/info/?pcode=16027673&cate=112751,ASUS,16027673,//img.danawa.com/prod_img/500000/673/027/img/16027673_1.jpg?shrink=330:*&_v=20220517173733,AMD(소켓AM4),AMD X570,ATX (30.5x24.5cm),DDR4,4,128,,,6,3,15,46,12,PCIe4.0 x16,3,100.0,16.0,7,USB 3.1 / USB 3.0 / 썬더볼트4 / RJ-45 / 오디오잭,11440,330,202112,
B365 (중고),55630,https://prod.danawa.com/info/?pcode=11973419&cate=112751,,11973419,//img.danawa.com/prod_img/500000/419/973/img/11973419_1.jpg?shrink=330:*&_v=20200805094341,인텔(소켓1151v2),인텔 B365,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202008,
HC-06 아두이노 블루투스 모듈,3060,https://prod.danawa.com/info/?pcode=15497894&cate=112751,,15497894,//img.danawa.com/prod_img/500000/894/497/img/15497894_1.jpg?shrink=330:*&_v=20211022135746,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202110,
아두이노 나노 V3.0 호환보드,4390,https://prod.danawa.com/info/?pcode=13222421&cate=112751,,13222421,//img.danawa.com/prod_img/500000/421/222/img/13222421_1.jpg?shrink=330:*&_v=20221028091618,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202101,
GIGABYTE GA-H110-D3A BTC 듀러블에디션 (중고),,https://prod.danawa.com/info/?pcode=6153564&cate=112751,GIGABYTE,6153564,//img.danawa.com/prod_img/500000/564/153/img/6153564_1.jpg?shrink=330:*&_v=20210303172459,인텔(소켓1151),인텔 H110,ATX (30.5x19.0cm),DDR4,2,32,,,4,1,1,14,2,,0,10.0,5.0,16,USB 3.0 / USB 2.0 / 오디오잭 / PS/2 / 시리얼포트 / 패러럴포트,0,64,201706,
Arduino 아두이노 우노 R3 스타터 키트 (기본),45090,https://prod.danawa.com/info/?pcode=5682458&cate=112751,Arduino,5682458,//img.danawa.com/prod_img/500000/458/682/img/5682458_1.jpg?shrink=330:*&_v=20171129114500,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,201711,
ASRock Rack SPC621D8 명인일렉트로닉스,,https://prod.danawa.com/info/?pcode=28063598&cate=112751,ASRock Rack,28063598,//img.danawa.com/prod_img/500000/598/063/img/28063598_1.jpg?shrink=330:*&_v=20230906163430,인텔(소켓4189),인텔 C621A,ATX (30.5x24.4cm),DDR4,8,256,,,6,2,7,42,0,,0,10.0,,16,USB 3.0 / RJ-45,8240,64,202309,
Raspberry Pi 라즈베리 파이 4 모델 B (4GB),389000,https://prod.danawa.com/info/?pcode=9680163&cate=112751,Raspberry Pi,9680163,//img.danawa.com/prod_img/500000/163/680/img/9680163_1.jpg?shrink=330:*&_v=20210311110022,,,,LPDDR4,,4,,,,,0,0,0,,3,10.0,,0,USB 3.0 / USB 2.0,0,0,201910,
ASUS ROG STRIX B660-I GAMING WIFI 아이보라,333590,https://prod.danawa.com/info/?pcode=16103312&cate=112751,ASUS,16103312,//img.danawa.com/prod_img/500000/312/103/img/16103312_1.jpg?shrink=330:*&_v=20220207142649,인텔(소켓1700),인텔 B660,M-iTX (17.0x17.0cm),DDR5,2,64,1.0,,4,2,14,14,26,PCIe5.0 x16,3,25.0,9.0,6,USB 3.2 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,3248,88,202201,
MSI MAG Z690 토마호크 WIFI DDR4 (해외구매),279690,https://prod.danawa.com/info/?pcode=15914372&cate=112751,MSI,15914372,//img.danawa.com/prod_img/500000/372/914/img/15914372_1.jpg?shrink=330:*&_v=20211213102338,인텔(소켓1700),인텔 Z690,ATX (30.5x24.4cm),DDR4,4,128,2.0,,6,4,15,46,30,PCIe5.0 x16,3,25.0,18.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,74,202111,
MSI MAG B550M 박격포 (해외구매),435500,https://prod.danawa.com/info/?pcode=15493682&cate=112751,MSI,15493682,//img.danawa.com/prod_img/500000/682/493/img/15493682_1.jpg?shrink=330:*&_v=20211022093700,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,6,2,7,14,14,PCIe4.0 x16,0,25.0,11.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11568,72,202006,
ASUS WS X299 SAGE/10G 아이보라,1171490,https://prod.danawa.com/info/?pcode=6540358&cate=112751,ASUS,6540358,//img.danawa.com/prod_img/500000/358/540/img/6540358_1.jpg?shrink=330:*&_v=20210322152246,인텔(소켓2066),인텔 X299,CEB (30.5x26.7cm),DDR4,8,256,1.0,,8,2,5,46,4,PCIe3.0 x16,0,100.0,,0,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3072,0,201810,
GIGABYTE GA-B75M-D3V (중고),30000,https://prod.danawa.com/info/?pcode=4490813&cate=112751,GIGABYTE,4490813,//img.danawa.com/prod_img/500000/813/490/img/4490813_1.jpg?shrink=330:*&_v=20170410164958,인텔(소켓1155),인텔 B75,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,,,2,,0,0,5,PCIe3.0 x16,0,10.0,,24,USB 3.0 / PS/2,0,64,201609,
ASUS Z590 WIFI GUNDAM EDITION (해외구매),241100,https://prod.danawa.com/info/?pcode=19480850&cate=112751,ASUS,19480850,//img.danawa.com/prod_img/500000/850/480/img/19480850_1.jpg?shrink=330:*&_v=20230322191507,인텔(소켓1200),인텔 Z590,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,3,15,46,12,PCIe4.0 x16,3,25.0,16.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,3377,90,202303,
MSI MPG Z790I 엣지 WIFI (해외구매),603530,https://prod.danawa.com/info/?pcode=18221786&cate=112751,MSI,18221786,//img.danawa.com/prod_img/500000/786/221/img/18221786_1.jpg?shrink=330:*&_v=20221116161200,인텔(소켓1700),인텔 Z790,M-iTX (17.0x17.0cm),DDR5,2,64,2.0,,4,3,15,8,16,PCIe5.0 x16,3,25.0,12.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,10352,75,202210,
GIGABYTE H610M H D4 듀러블에디션 (벌크),109610,https://prod.danawa.com/info/?pcode=17122259&cate=112751,GIGABYTE,17122259,//img.danawa.com/prod_img/500000/259/122/img/17122259_1.jpg?shrink=330:*&_v=20220525093449,인텔(소켓1700),인텔 H610,M-ATX (23.0x21.5cm),DDR4,2,64,1.0,,4,1,6,12,14,PCIe4.0 x16,0,10.0,8.0,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,9264,64,202201,
Z590 (중고),109000,https://prod.danawa.com/info/?pcode=16275539&cate=112751,,16275539,//img.danawa.com/prod_img/500000/539/275/img/16275539_1.jpg?shrink=330:*&_v=20220125155716,인텔(소켓1200),인텔 Z590,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202201,
MSI MPG B550I 게이밍 엣지 WiFi (해외구매),388700,https://prod.danawa.com/info/?pcode=13629476&cate=112751,MSI,13629476,//img.danawa.com/prod_img/500000/476/629/img/13629476_1.jpg?shrink=330:*&_v=20210730140742,AMD(소켓AM4),AMD B550,M-iTX (17.0x17.0cm),DDR4,2,64,1.0,,4,2,7,12,12,PCIe4.0 x16,3,25.0,11.0,2,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,2352,74,202006,
MSI MPG B550 게이밍 엣지 WiFi (해외구매),329770,https://prod.danawa.com/info/?pcode=13223948&cate=112751,MSI,13223948,//img.danawa.com/prod_img/500000/948/223/img/13223948_1.jpg?shrink=330:*&_v=20210730141154,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,2,7,46,12,PCIe4.0 x16,3,25.0,13.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11568,88,202006,
ASUS H87-PLUS (중고),52990,https://prod.danawa.com/info/?pcode=2976087&cate=112751,ASUS,2976087,//img.danawa.com/prod_img/500000/087/976/img/2976087_1.jpg?shrink=330:*&_v=20181010144453,인텔(소켓1150),인텔 H87,일반-ATX (30.5 x 24.4cm),DDR3,4,32,,,6,,0,0,5,PCIe3.0 x16,0,10.0,4.0,26,USB 3.0 / PS/2,0,64,201501,
에너지옵티머스 B75USB BTC (벌크),102000,https://prod.danawa.com/info/?pcode=16991345&cate=112751,에너지옵티머스,16991345,//img.danawa.com/prod_img/500000/345/991/img/16991345_1.jpg?shrink=330:*&_v=20220513170426,인텔(소켓1155),인텔 B75,ATX (23x18.5cm),DDR3,2,16,,,4,,0,0,2,PCIe 호환,0,10.0,4.0,18,USB 3.0 / USB 2.0 / RJ-45,16,0,202205,
ASUS ROG STRIX B550-XE GAMING WIFI 아이보라,920000,https://prod.danawa.com/info/?pcode=12719033&cate=112751,ASUS,12719033,//img.danawa.com/prod_img/500000/033/719/img/12719033_1.jpg?shrink=330:*&_v=20220512160214,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,,,6,2,7,46,12,PCIe4.0 x16,3,25.0,16.0,6,USB 3.1 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3250,344,202011,
GIGABYTE B550 AORUS ELITE V2 (해외구매),225700,https://prod.danawa.com/info/?pcode=18398615&cate=112751,GIGABYTE,18398615,//img.danawa.com/prod_img/500000/615/398/img/18398615_1.jpg?shrink=330:*&_v=20221130143833,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,1.0,,4,2,7,46,12,PCIe4.0 x16,0,25.0,14.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11568,90,202009,
MSI MEG X670E 에이스 (해외구매),1342600,https://prod.danawa.com/info/?pcode=18223844&cate=112751,MSI,18223844,//img.danawa.com/prod_img/500000/844/223/img/18223844_1.jpg?shrink=330:*&_v=20221109104913,AMD(소켓AM5),AMD X670E,E-ATX (30.5x27.7cm),DDR5,4,128,1.0,1.0,6,4,26,44,16,PCIe5.0 x16,3,100.0,25.0,1,USB 3.2 / USB 3.1 / RJ-45 / S/PDIF / 오디오잭,11504,90,202209,
아두이노 HM-10 블루투스 4.0 모듈,7520,https://prod.danawa.com/info/?pcode=13278866&cate=112751,,13278866,//img.danawa.com/prod_img/500000/866/278/img/13278866_1.jpg?shrink=330:*&_v=20210215165804,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202102,
GIGABYTE GA-B85M-HD3 (중고),31150,https://prod.danawa.com/info/?pcode=4489009&cate=112751,GIGABYTE,4489009,//img.danawa.com/prod_img/500000/009/489/img/4489009_1.jpg?shrink=330:*&_v=20170410162736,인텔(소켓1150),인텔 B85,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,1.0,,4,,0,0,5,PCIe3.0 x16,0,10.0,4.0,26,USB 3.0 / PS/2,0,0,201609,
NVIDIA Jetson AGX Orin Developer Kit (해외구매),2950000,https://prod.danawa.com/info/?pcode=17700305&cate=112751,NVIDIA,17700305,//img.danawa.com/prod_img/500000/305/700/img/17700305_1.jpg?shrink=330:*&_v=20220822163700,,12-core ARM Cortex-A78AE,,LPDDR5,,32,,,,1,10,0,8,,4,100.0,,4,USB 3.1 / USB 3.0 / RJ-45,0,0,202208,
GIGABYTE GA-H81M-DS2V (중고),26000,https://prod.danawa.com/info/?pcode=4495710&cate=112751,GIGABYTE,4495710,//img.danawa.com/prod_img/500000/710/495/img/4495710_1.jpg?shrink=330:*&_v=20170410160038,인텔(소켓1150),인텔 H81,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,1.0,,2,,0,0,2,PCIe x16,0,10.0,,24,USB 3.0 / PS/2,0,64,201609,
ASUS WS X299 SAGE 대원씨티에스,980220,https://prod.danawa.com/info/?pcode=27508013&cate=112751,ASUS,27508013,//img.danawa.com/prod_img/500000/013/508/img/27508013_1.jpg?shrink=330:*&_v=20230809181849,인텔(소켓2066),인텔 X299,CEB (30.5x26.7cm),DDR4,8,256,1.0,,8,2,5,46,4,PCIe3.0 x16,0,10.0,,0,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / 클리어CMOS,11290,89,202308,
아두이노 MAX485 TTL to RS485 컨버터 모듈,340,https://prod.danawa.com/info/?pcode=13949195&cate=112751,,13949195,//img.danawa.com/prod_img/500000/195/949/img/13949195_1.jpg?shrink=330:*&_v=20210420145534,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202104,
ASUS ROG MAXIMUS XII FORMULA 아이보라,301980,https://prod.danawa.com/info/?pcode=11274915&cate=112751,ASUS,11274915,//img.danawa.com/prod_img/500000/915/274/img/11274915_1.jpg?shrink=330:*&_v=20230623161716,인텔(소켓1200),인텔 Z490,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,3,5,46,6,PCIe3.0 x16,3,100.0,16.0,0,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,3072,88,202005,
B250 M-ATX (중고),59990,https://prod.danawa.com/info/?pcode=6898747&cate=112751,,6898747,//img.danawa.com/prod_img/500000/747/898/img/6898747_1.jpg?shrink=330:*&_v=20181219152927,인텔(소켓1151),인텔 B250,M-ATX,,,,,,,,0,0,0,,0,0.0,,0,,0,0,201812,
MSI H81M-P33 (중고),22490,https://prod.danawa.com/info/?pcode=5993711&cate=112751,MSI,5993711,//img.danawa.com/prod_img/500000/711/993/img/5993711_1.jpg?shrink=330:*&_v=20180518144052,인텔(소켓1150),인텔 H81,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,1.0,,2,,0,0,2,PCIe x16,0,10.0,3.0,24,USB 3.0 / PS/2,0,0,201308,
X470 (중고),87000,https://prod.danawa.com/info/?pcode=18917408&cate=112751,,18917408,//img.danawa.com/prod_img/500000/408/917/img/18917408_1.jpg?shrink=330:*&_v=20230203093642,AMD(소켓AM4),AMD X470,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202302,
LattePanda 라떼판다 알파 864s DFR0547,704000,https://prod.danawa.com/info/?pcode=14901068&cate=112751,LattePanda,14901068,//img.danawa.com/prod_img/500000/068/901/img/14901068_1.jpg?shrink=330:*&_v=20210802175245,,,11.5x7.8x1.4cm,,,,,,,1,15,0,0,,7,10.0,,3,USB 3.0 / RJ-45,0,0,202108,
ASUS B85M-F (중고),,https://prod.danawa.com/info/?pcode=5679942&cate=112751,ASUS,5679942,//img.danawa.com/prod_img/500000/942/679/img/5679942_1.jpg?shrink=330:*&_v=20171127153449,인텔(소켓1150),인텔 B85,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,,,4,,0,0,4,PCIe3.0 x16,0,10.0,3.0,24,USB 3.0 / PS/2,0,64,201711,
GIGABYTE GA-P55A-UD3R (중고),30000,https://prod.danawa.com/info/?pcode=5727101&cate=112751,GIGABYTE,5727101,//img.danawa.com/prod_img/500000/101/727/img/5727101_1.jpg?shrink=330:*&_v=20171213112935,인텔(소켓1156),인텔 P55,일반-ATX (30.5 x 24.4cm),DDR3,4,16,,,6,,0,0,3,PCIe x16,0,10.0,,0,USB 3.0 / USB 2.0 / S/PDIF / 오디오잭 / PS/2 / e-SATA,0,0,201712,
ASUS ROG CROSSHAIR VIII HERO (Wi-Fi) 아이보라,900000,https://prod.danawa.com/info/?pcode=8515179&cate=112751,ASUS,8515179,//img.danawa.com/prod_img/500000/179/515/img/8515179_1.jpg?shrink=330:*&_v=20220517175036,AMD(소켓AM4),AMD X570,ATX (30.5x24.4cm),DDR4,4,128,,,8,2,7,46,10,PCIe4.0 x16,1,10.0,16.0,0,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,11440,344,201907,
ASRock H97 Performance (중고),,https://prod.danawa.com/info/?pcode=6558463&cate=112751,ASRock,6558463,//img.danawa.com/prod_img/500000/463/558/img/6558463_1.jpg?shrink=330:*&_v=20181031142013,인텔(소켓1150),인텔 H97,일반-ATX (30.5 x 24.4cm),DDR3,4,32,1.0,,6,,0,0,5,PCIe3.0 x16,0,10.0,8.0,26,USB 3.0 / S/PDIF / PS/2,0,64,201405,
ASRock B85M-DGS (중고),32890,https://prod.danawa.com/info/?pcode=4478863&cate=112751,ASRock,4478863,//img.danawa.com/prod_img/500000/863/478/img/4478863_1.jpg?shrink=330:*&_v=20180323141059,인텔(소켓1150),인텔 B85,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,1.0,,4,,0,0,4,PCIe3.0 x16,0,10.0,3.0,24,USB 3.0 / PS/2,0,64,201609,
아두이노 CDS 조도 센서 GL5537,70,https://prod.danawa.com/info/?pcode=17529134&cate=112751,,17529134,//img.danawa.com/prod_img/500000/134/529/img/17529134_1.jpg?shrink=330:*&_v=20220725154951,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202207,
MSI MPG B550 게이밍 카본 WiFi (해외구매),356100,https://prod.danawa.com/info/?pcode=13632527&cate=112751,MSI,13632527,//img.danawa.com/prod_img/500000/527/632/img/13632527_1.jpg?shrink=330:*&_v=20210730141111,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,2,7,46,12,PCIe4.0 x16,3,25.0,15.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,2352,24,202006,
Z270 ATX (중고),109000,https://prod.danawa.com/info/?pcode=6900646&cate=112751,,6900646,//img.danawa.com/prod_img/500000/646/900/img/6900646_1.jpg?shrink=330:*&_v=20190514120113,인텔(소켓1151),인텔 Z270,표준 ATX,,,,,,,,0,0,0,,0,0.0,,0,,0,0,201812,
Arduino 아두이노 메가 부속품 (케이스),1290,https://prod.danawa.com/info/?pcode=5686862&cate=112751,Arduino,5686862,//img.danawa.com/prod_img/500000/862/686/img/5686862_1.jpg?shrink=330:*&_v=20171129115159,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,201711,
ASRock H77 Pro4/MVP (중고),,https://prod.danawa.com/info/?pcode=6343237&cate=112751,ASRock,6343237,//img.danawa.com/prod_img/500000/237/343/img/6343237_1.jpg?shrink=330:*&_v=20180727143158,인텔(소켓1155),인텔 H77,일반-ATX (30.5 x 24.4cm),DDR3,4,32,,,4,,0,0,5,PCIe3.0 x16,0,10.0,,26,USB 3.0 / S/PDIF / PS/2,0,64,201203,
