,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,name,cpu,ram,gpu,dx,os,sto,spec_class
2928,2928,2928,2928,2928,2928,2928,Dungeon Hunter Champions,Intel(R) Core(TM) i5 CPU @ 3.10GHz,4 GB RAM,"NVIDIA Geforce GTX 750 Ti, Intel(R) UHD Graphics 620",Version 11,Windows 10,3 GB available space,1
2929,2929,2929,2929,2929,2929,2929,Dungeon Keeper,Pentium 486DX4/100,8MB,DirectX(TM) 3,,DOS 6.22 / Windows 95,17MB,0
2930,2930,2930,2930,2930,2930,2930,Dungeon Keeper,Pentium 133,16MB,2MB RAM,,DOS 6.22 / Windows 95,,1
2931,2931,2931,2931,2931,2931,2931,Dungeon Keeper 2,Pentium 2 Processor @ 166 MHz,32MB,2MB of VRAM,DirectX 8.1,,300MB,0
2932,2932,2932,2932,2932,2932,2932,Dungeon Munchies,Intel Core i5,4 GB RAM,(Any),Version 10,"Windows 7, 64-bit",1 GB available space,0
2933,2933,2933,2933,2933,2933,2933,Dungeon of the Endless,2.4 GHz Intel Core 2 Duo or equivalent,2 GB RAM,NVIDIA GeForce 8600 GT or equivalent,Version 9.0c,Windows Vista / 7 / 8 / 8.1,700 MB available space,0
2934,2934,2934,2934,2934,2934,2934,Dungeon of the Endless,3.3 GHz Intel Core i5 or equivalent,4 GB RAM,NVIDIA GeForce GTX 560 Ti or equivalent,Version 9.0c,Windows Vista / 7 / 8 / 8.1,700 MB available space,1
2935,2935,2935,2935,2935,2935,2935,Dungeon Rats,2 GHz Processor or better,3 GB RAM,Nvidia Geforce GTS 250 / Radeon HD 4770 (1Gb) or better,Version 9.0c,Windows XP/Vista/Windows 7/Windows 8/Windows 10,1500 MB available space,0
2936,2936,2936,2936,2936,2936,2936,Dungeon Rats,2.5 GHz Processor or better,4 GB RAM,Nvidia Geforce GTS 450 / Radeon HD 4870 (1Gb) or better,Version 9.0c,Windows 7/Windows 8/Windows 10,1500 MB available space,1
2937,2937,2937,2937,2937,2937,2937,Dungeon Rushers,"1,3 GHz CPU",1 GB RAM,NVIDIA GT 440 or AMD Radeon HD 5550 w/ 512 MB,Version 9.0c,Windows Vista,1 GB available space,0
2938,2938,2938,2938,2938,2938,2938,Dungeon Rushers,Dual-core 2Ghz CPU,2 GB RAM,DirectX® 10 compliant graphics card,Version 9.0c,Microsoft® Windows® 7,1 GB available space,1
2939,2939,2939,2939,2939,2939,2939,Dungeon Siege II,PC with 1.0 GHz equivalent or higher processor,256 MB of system RAM,"ATI RadeonTM series 7000 or better/Nvidia® Geforce series/Intel Extreme Graphics 82845, 82865, 82915",,Microsoft® Windows® XP SP1 or newer,4 GB available hard disk space,0
2940,2940,2940,2940,2940,2940,2940,Dungeon Siege III,Core 2 Duo 2.5 GHz or equivalent,1.5 GB			,ATI Radeon HD 3870 or NVIDIA 9800 GT,DirectX® 9.0c ,"Windows XP SP3, Vista SP1, Windows 7",4 GB for full installation ,0
2941,2941,2941,2941,2941,2941,2941,Dungeon Siege III,Core i5 750 2.67 GHz or equivalent,2 GB,ATI Radeon HD 4870 or NVIDIA GTX 260,DirectX® 9.0c ,Windows 7,,1
2942,2942,2942,2942,2942,2942,2942,Dungeon Souls,2.9 GHz,2 GB RAM,256 MB,Version 9.0c,Windows 7,200 MB available space,0
2943,2943,2943,2943,2943,2943,2943,Dungeon Souls,2.9 GHz or higher,2 GB RAM,1 GB or higher,Version 9.0c,Windows 7/10,200 MB available space,1
2944,2944,2944,2944,2944,2944,2944,Dungeon Stars,Dual-Core Intel or AMD processor,4 GB RAM,DX10,,Windows 7 or Later,1 GB available space,0
2945,2945,2945,2945,2945,2945,2945,Dungeonbowl,Pentium 4 2.4Ghz / Athlon 2400+,2GB,"256 MB, DirectX 9 and Shaders Models 2 compatible",,Windows XP / Vista / 7,2GB ,0
2946,2946,2946,2946,2946,2946,2946,Dungeonland,Dual Core 2.6GHz,4 GB RAM,"DirectX 9.0 compatible card with 512MB (minimum Nvidia GeForce 8000, AMD Radeon HD 2000)",DirectX 9.0,Windows Vista / Windows 7,4 GB HD space,0
2947,2947,2947,2947,2947,2947,2947,Dungeons,2.0 GHz Dual Core,2 GB RAM,256 MB DirectX 9.0c Graphics card with Shader Model 3.0,DirectX 9.0c,Windows 7/Vista/ XP SP2,2GB free space on the HDD,0
2948,2948,2948,2948,2948,2948,2948,Dungeons,2.6 GHz Dual Core,4 GB RAM,"512 MB DirectX 9.0c compatible Shader 3.0 video card
Such as NVIDIA GeForce Series 9 or more recent, ATI Series 4 or more recent",DirectX 9.0c,Windows 7/Vista/ XP SP2,2GB free space on the HDD,1
2949,2949,2949,2949,2949,2949,2949,Dungeons & Darkness,Core2Duo 2.0GHz or greater,2 GB RAM,nVidia GeForce 9600 GT,,Windows 8 (8.1) / 7 (SP1) / Vista (SP2) / 10 (64bit),2 GB available space,0
2950,2950,2950,2950,2950,2950,2950,Dungeons & Dragons Online,P4 1.6 GHz or AMD equivalent with SSE,1 GB RAM,64 MB Hardware T&L -compatible video card,,Windows® System XP SP2 ,11 GB HD space ,0
2951,2951,2951,2951,2951,2951,2951,Dungeons & Dragons Online,"Dual-core processor, such as the Intel Pentium D or AMD Athlon 64 X2",2 GB RAM,256 MB NVIDIA® GeForce® 8600 or ATI Radeon™ HD 2600 or better,10,Windows® System Vista64/Windows 7,5 GB,1
2952,2952,2952,2952,2952,2952,2952,Dungeons & Dragons: Dark Alliance,AMD FX 8320 / Intel Core i5-6600K @ 3.5GHz,8 GB RAM,AMD Radeon R7 360 / NVIDIA GTX 750 ti,,"(Windows 10, 64-bit)",50 GB available space,0
2953,2953,2953,2953,2953,2953,2953,Dungeons & Dragons: Dark Alliance,3.6GHz AMD Ryzen 5 3600 / Intel Core i5-9600K @ 3.7GHz,16 GB RAM,AMD RX Vega 56 / NVIDIA GTX 1660 ti,,"(Windows 10, 64-bit)",50 GB available space,1
2954,2954,2954,2954,2954,2954,2954,Dungeons 2,"AMD or Intel, 3GHz Dual-Core or 2.6 GHz Quad-Core",3 GB RAM,"Intel HD4400, NVIDIA GeForce GT 440/GT 650M, AMD Radeon HD 7750/R5 255M",,Windows Vista (SP2) 32bit,5 GB available space,0
2955,2955,2955,2955,2955,2955,2955,Dungeons 2,AMD Quad-Core @ 3.8 GHz or Intel Quad-Core @ 3.2 GHz,4 GB RAM,AMD Radeon R7 265 or NVIDIA GeForce GTX 650,,Windows 7 x64 (SP1),5 GB available space,1
2956,2956,2956,2956,2956,2956,2956,Dungeons 3,Intel Quad Core 2.8 GHz (i7 900 series) or 3.5 GHz AMD (FX 6000 series),4 GB RAM,"AMD/NVIDIA dedicated graphic card, with at least 1024MB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.0 support (AMD Radeon HD 7000 series and NVIDIA GeForce GTX 600 series)",Version 11,Windows 7 64-bit,5 GB available space,0
2957,2957,2957,2957,2957,2957,2957,Dungeons 3,Quad core 3.5 GHz or higher (Intel i5 4000 Series / AMD Ryzen 3 Series),8 GB RAM,"AMD/NVIDIA dedicated graphic card, with at least 3072MB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.0 support (AMD R9 300 Series and NVIDIA GeForce GTX 900 Series or better)",Version 11,Windows 10 64-bit,5 GB available space,1
2958,2958,2958,2958,2958,2958,2958,Dungreed,Dual core 2.6 ghz +,1 GB RAM,nVidia GTS 450 or better,,Windows 7+,400 MB available space,0
2959,2959,2959,2959,2959,2959,2959,Dungreed,Intel core i5 series +,2 GB RAM,nVidia GTS 450 or better,,Windows 7+,400 MB available space,1
2960,2960,2960,2960,2960,2960,2960,DUSK,2.4GHZ Dual Core Processor or Higher,2 GB RAM,GeForce 9800GT or equivalent,Version 9.0,Windows 7 or Later,2 GB available space,0
2961,2961,2961,2961,2961,2961,2961,DUSK,2.4 GHZ Quad Core Processor,4 GB RAM,Geforce GTX 460 or equivalent,Version 9.0,Windows 10,2 GB available space,1
2962,2962,2962,2962,2962,2962,2962,Duskers,SSE2 instruction set support.,(1 GB),DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work,Version 9.0,Windows XP+,200 MB available space,0
2963,2963,2963,2963,2963,2963,2963,Dust: An Elysian Tail,Intel Core 2 Duo 2.8Ghz or equivalent,1 GB RAM,DirectX 10 compatible video card with shader model 3.0 support,10,Windows Vista,1.5 GB HD space,0
2964,2964,2964,2964,2964,2964,2964,Dust: An Elysian Tail,Intel Core 2 Duo or AMD Athlon 64 X2 5600+,2 GB RAM,NVIDIA® 9600GT or ATI Radeon™ HD 5000+ or better,10,Windows 7,1.5 GB HD space,1
2965,2965,2965,2965,2965,2965,2965,Dustborn,Intel Core i3-2120 (3.3 GHz) / AMD FX-4100 X4 (3.6 GHz),8 GB RAM,"4 GB, GeForce GTX 970/Radeon RX 480",Version 11,Windows 10 (64-bit),20 GB available space,0
2966,2966,2966,2966,2966,2966,2966,Dustforce DX,Core 2 Duo 2.0 GHz or equivalent	   														,1GB	   														,,,"Windows XP, Vista, 7	   														",,0
2967,2967,2967,2967,2967,2967,2967,Dusty Revenge:Co-Op Edition,Intel Core 2 Duo,4 GB RAM,"Discrete Graphics Card with 512mb, OpenGL 2.0",Version 9.0c,"Win XP, Vista, 7, 8",3000 MB available space,0
2968,2968,2968,2968,2968,2968,2968,Dusty Revenge:Co-Op Edition,Mid Range Intel Core 2 Duo,4 GB RAM,"Mid Range Discrete Graphics Card with 512mb, OpenGL 2.0",Version 9.0c,"Win XP, Vista, 7, 8",3000 MB available space,1
2969,2969,2969,2969,2969,2969,2969,Dwarf Fortress,Dual Core CPU - 2.4GHz+,4 GB RAM,1GB of VRAM: Intel HD 3000 GPU / AMD HD 5450 / Nvidia 9400 GT,,"XP SP3 or later, 64-bit",500 MB available space,0
2970,2970,2970,2970,2970,2970,2970,Dwarf Fortress,Dual Core CPU - 4GHz+,4 GB RAM,(Any),,"(XP SP3 or later, 64-bit)",500 MB available space,1
2971,2971,2971,2971,2971,2971,2971,DwarfHeim,Intel Core 2 Duo / AMD Athlon 64 X2 5600+,4 GB RAM,GeForce GTX 260 or Radeon HD 4870,Version 9.0,Windows 7 (64-bit),10 GB available space,0
2972,2972,2972,2972,2972,2972,2972,DwarfHeim,Intel Core i5 / AMD FX Series Processor or better,8 GB RAM,GeForce GTX 950 or Radeon HD 7870 or better,Version 11,Windows 10 (64-bit),30 GB available space,1
2973,2973,2973,2973,2973,2973,2973,Dwarfs!?,1.7+ GHz or better,1 GB,DirectX®9-compatible,DirectX 9.0c,"Windows XP SP2, Vista, or Windows 7",250 MB,0
2974,2974,2974,2974,2974,2974,2974,Dwerve,1.2 GHz,1024 MB RAM,512 MB,,Windows 7 and above,500 MB available space,0
2975,2975,2975,2975,2975,2975,2975,Dwerve,2 GHz,2048 MB RAM,1 GB,,Windows 7 and above,1 GB available space,1
2976,2976,2976,2976,2976,2976,2976,Dyad,2.4 GHz i3 processor or better,1 GB RAM,3D graphics card compatible with DirectX 9.0c,DirectX 9.0c,Windows XP / Vista / 7 / 8,1.5 GB HDD,0
2977,2977,2977,2977,2977,2977,2977,Dying Light,Intel® Core™ i5-2500 @3.3 GHz / AMD FX-8320 @3.5 GHz,4 GB RAM DDR3,NVIDIA® GeForce® GTX 560 / AMD Radeon™ HD 6870 (1GB VRAM) ,Version 11,Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit ,40 GB free space,0
2978,2978,2978,2978,2978,2978,2978,Dying Light,Intel® Core™ i5-4670K @3.4 GHz / AMD FX-8350 @4.0 GHz,8 GB RAM DDR3,NVIDIA® GeForce® GTX 780 / AMD Radeon™ R9 290 (2GB VRAM),Version 11,Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit ,40 GB free space,1
2979,2979,2979,2979,2979,2979,2979,Dying Light 2 Stay Human,Intel Core i3-9100 / AMD Ryzen 3 2300X,8 GB RAM,Nvidia GeForce GTX 1050 Ti / AMD Radeon RX 560 4GB VRAM,,"Windows 7, 64-bit",60 GB available space,0
2980,2980,2980,2980,2980,2980,2980,Dying Light 2 Stay Human,AMD / Intel CPU running at 3.6 GHz or higher: Intel Core i5-8600K / AMD Ryzen 5 3600X,16 GB RAM,Nvidia GeForce RTX 2060 6GB / AMD RX Vega 56 8GB,,"Windows 10, 64-bit",60 GB available space,1
2981,2981,2981,2981,2981,2981,2981,Dying Light: Bad Blood,Intel® Core™ i5-2500 @3.3 GHz / AMD FX-8320 @3.5 GHz,4 GB RAM,NVIDIA® GeForce® GTX 560 / AMD Radeon™ HD 6870 (1GB VRAM),Version 11,"Windows 10,8,7 (64 bit)",40 GB available space,0
2982,2982,2982,2982,2982,2982,2982,Dying Light: Bad Blood,Intel® Core™ i5-4670K @3.4 GHz / AMD FX-8350 @4.0 GHz,8 GB RAM,NVIDIA® GeForce® GTX 780 / AMD Radeon™ R9 290 (2GB VRAM),Version 11,"Windows 10,8,7 (64 bit)",40 GB available space,1
2983,2983,2983,2983,2983,2983,2983,DYING: Reborn,Intel Core i3 or equivalent,6 GB RAM,NVIDIA GeForce GT 740 or better,Version 9.0,Windows 7+,4 GB available space,0
2984,2984,2984,2984,2984,2984,2984,DYING: Reborn,Intel Core i5 or better,6 GB RAM,NVIDIA GeForce GTX 750 or better,Version 9.0,Windows 7+,4 GB available space,1
2985,2985,2985,2985,2985,2985,2985,Dynamite Jack,2 Ghz,512 MB RAM,OpenGL 256 MB,8.0,Windows XP,100 MB HD space,0
2986,2986,2986,2986,2986,2986,2986,Dynasty Warriors 4 Hyper,"Pentium 4, 1.6GHz or higher",256MB or more of installed memory,"64MB or more of VRAM

DirectX 8.0 or higher compliant 3D accelerator card supporting hardware shader functionality",DirectX 9.0 or higher compatible ,Windows 2000/XP,2.4GB or more of free hard disk space,0
2987,2987,2987,2987,2987,2987,2987,Dynasty Warriors 4 Hyper,"Pentium 4, 2.6GHz or higher",512MB or more of installed memory,"128MB or more of VRAM

DirectX 9.0 or higher compliant 3D accelerator card supporting hardware shader functionality",DirectX 9.0 or higher compatible ,Windows 2000/XP,2.9GB or more of free hard disk space,1
2988,2988,2988,2988,2988,2988,2988,Dynasty Warriors 6,Pentium® 4 1.6GHz,512 MB RAM,3D Accelerator with Hardware T&L and Pixel Shading supporting 128MB or more of VRAM,DirectX 9.0c+,Windows XP/Vista,5 GB ,0
2989,2989,2989,2989,2989,2989,2989,Dynasty Warriors 6,Intel® Core2Duo 2.4GHz,512 MB RAM,3D Accelerator with Hardware T&L and Pixel Shading supporting 128MB or more of VRAM,DirectX 9.0c+,Windows XP/Vista,5 GB,1
2990,2990,2990,2990,2990,2990,2990,DYNASTY WARRIORS 8,Dual core CPU 2.4 GHz or better,256 MB RAM,NVIDIA® GeForce® 8600 or better,9.0c,"Windows Vista, Windows 7, Windows 8",18 GB available space,0
2991,2991,2991,2991,2991,2991,2991,DYNASTY WARRIORS 8,Quad core CPU 2.8 GHz or better,512 MB RAM,NVIDIA® GeForce® GTX 460 or better,9.0c,"Windows Vista, Windows 7, Windows 8",18 GB available space,1
2992,2992,2992,2992,2992,2992,2992,DYNASTY WARRIORS 9,Core i5 2400 or over,6 GB RAM,NVIDIA GeForce GTX 660 or over,Version 11,Windows 7/8.1/10 64bit,50 GB available space,0
2993,2993,2993,2993,2993,2993,2993,DYNASTY WARRIORS 9,Core i7 3770 or over,8 GB RAM,NVIDIA GeForce GTX 1060 or over,Version 11,Windows 7/8.1/10 64bit,50 GB available space,1
2994,2994,2994,2994,2994,2994,2994,DYNASTY WARRIORS 9 Empires,Intel Core i5-4460 or over,6 GB RAM,NVIDIA GeForce GTX 760 (2GB) / AMD Radeon R7 370 (4GB) or over,Version 11,"Windows® 8.1, Windows® 10, 64bit",50 GB available space,0
2995,2995,2995,2995,2995,2995,2995,DYNASTY WARRIORS 9 Empires,Intel Core i7-3770 / AMD Ryzen 5 2600 or over,8 GB RAM,"NVIDIA GeForce GTX 1660 / AMD Radeon RX 5600 XT or over, VRAM 6GB or over",Version 11,"Windows® 8.1, Windows® 10, 64bit",50 GB available space,1
2996,2996,2996,2996,2996,2996,2996,Dyson Sphere Program,i3-530 2.93GHZ 2 Core,4 GB RAM,"Dedicated graphics card, GTX 750 Ti 2GB",Version 11,Windows 7 (64-Bit),3 GB available space,0
2997,2997,2997,2997,2997,2997,2997,Dyson Sphere Program,i7-7700k 4.2GHz 4 Core,16 GB RAM,"Dedicated graphics card, GTX 1660 6GB",Version 11,Windows 10 (64-Bit),10 GB available space,1
2998,2998,2998,2998,2998,2998,2998,DYSTOA,Intel Core i5-2400 | AMD FX-6100 | or equivalent,4 GB RAM,NVIDIA GeForce GTX 700 series | AMD Radeon HD 7770 | or equivalent,Version 9.0,Windows 7 (64 Bit),4 GB available space,0
2999,2999,2999,2999,2999,2999,2999,DYSTOA,Intel Core i7-3770 | AMD FX-8350 | or better,8 GB RAM,NVIDIA GeForce GTX 970 | AMD Radeon R9 290 | or better,Version 12,Windows 10 (64 Bit),4 GB available space,1
3000,3000,3000,3000,3000,3000,3000,Dystopia,1.2 GHz Processor,256MB RAM,DirectX 7 level graphics card,DirectX 7,Windows 2000/XP,,0
3001,3001,3001,3001,3001,3001,3001,Dystopia,2.4 GHz Processor,512MB RAM,DirectX 9 level graphics card,DirectX 9,Windows 2000/XP,,1
3002,3002,3002,3002,3002,3002,3002,DYSTORIA,Core 2 Duo 2.7 GHz,4 GB RAM,Geforce 840,Version 9.0,7,1300 MB available space,0
3003,3003,3003,3003,3003,3003,3003,E.T. Armies,2Ghz Dual Core,4 GB RAM,512 MB Graphics Card Supporting DirectX 9.0c and Shader Model 3.0 (NVIDIA 9800 GTX or AMD HD 5670),Version 9.0c,Windows XP,4 GB available space,0
3004,3004,3004,3004,3004,3004,3004,E.T. Armies,3Ghz Dual Core,6 GB RAM,1024MB Graphics Card Supporting DirectX 9.0c and Shader Model 3.0 (NVIDIA GTX 460 or AMD HD 6850),Version 9.0c,"Windows XP, Windows 7, Windows 8 and Windows 10",4 GB available space,1
3005,3005,3005,3005,3005,3005,3005,E.Y.E: Divine Cybermancy,"Pentium 4 3.0GHz, Athlon 64 3000+ or better ",1 GB for XP / 2GB for Vista,"DirectX 9 compatible video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better ",DirectX® 9.0c,Windows® 7 32/64-bit / Vista 32/64 / XP,At least 6 GB of free space ,0
3006,3006,3006,3006,3006,3006,3006,E.Y.E: Divine Cybermancy,Intel core 2 duo 2.4GHz or AMD Athlon 64 X2 4600+ ,1 GB for XP / 2GB for Vista,"DirectX 9 compatible video card with Shader model 3.0. NVidia 7600, ATI X1600 or better",DirectX® 9.0c,Windows® 7 32/64-bit / Vista 32/64 / XP ,At least 6 GB of free space ,1
3007,3007,3007,3007,3007,3007,3007,EA SPORTS FC 24,Intel Core i5-6600K @ 3.50GHz or AMD Ryzen 5 1600 @ 3.2 GHZ,8 GB RAM,NVIDIA GeForce GTX 1050 Ti 4GB or AMD Radeon RX 570 4GB,Version 12,Windows 10 - 64-Bit,100 GB available space,0
3008,3008,3008,3008,3008,3008,3008,EA SPORTS FC 24,Intel Core i7-6700 @ 3.40GHz or AMD Ryzen 7 2700X @ 3.7 GHZ,12 GB RAM,NVIDIA GeForce GTX 1660 or AMD RX 5600 XT,Version 12,Windows 10 - 64-Bit,100 GB available space,1
3009,3009,3009,3009,3009,3009,3009,EA SPORTS PGA TOUR,Ryzen 5 1600 / Core i5-6600k,8 GB RAM,Radeon RX 570 /Geforce GTX 1050 Ti,Version 12,"Windows 10, 64-bit",100 GB available space,0
3010,3010,3010,3010,3010,3010,3010,EA SPORTS PGA TOUR,Ryzen 7 2700X /Core i7-6700,12 GB RAM,Radeon RX 5700 XT / GeForce RTX 2060 Super,Version 12,"Windows 10, 64-bit",100 GB available space,1
3011,3011,3011,3011,3011,3011,3011,Eador. Imperium,"Intel® Pentium 2,0 GHz/AMD 2000+",2 GB RAM,GeForce 7300/Radeon 9200,Version 9.0c,Microsoft® Windows® XP SP2 / Vista / 7 / 10,2 GB available space,0
3012,3012,3012,3012,3012,3012,3012,Eador. Imperium,Intel® Core 2 Duo 1.6/AMD 3000+,4 GB RAM,GeForce 8800/Radeon X1900,Version 9.0c,Microsoft® Windows® XP SP2 / Vista / 7 / 10,4 GB available space,1
3013,3013,3013,3013,3013,3013,3013,Eador: Masters of the Broken World,"Intel® Pentium 2,0 GHz/AMD 2000+",512 MB RAM,GeForce 7300/Radeon 9200,9.0c,Microsoft® Windows® XP SP2 / Vista / 7,2 GB HD space,0
3014,3014,3014,3014,3014,3014,3014,Eador: Masters of the Broken World,Intel® Core 2 Duo 1.6/AMD 3000+,2 GB RAM,GeForce 8800/Radeon X1900,9.0c,Microsoft® Windows® XP SP2 / Vista / 7,2 GB HD space,1
3015,3015,3015,3015,3015,3015,3015,Eagle Flight,Intel i5-4590 equivalent or greater,8 GB RAM,NVIDIA GTX 970 / AMD 290 equivalent or greater,,Windows 7 SP1 or newer,,0
3016,3016,3016,3016,3016,3016,3016,Eagle Island Twist,1.7 GHz,4 GB RAM,Intel HD 4000 (2011),,Windows 7 (64 Bit),1 GB available space,0
3017,3017,3017,3017,3017,3017,3017,Eagle Island Twist,1.7 GHz,8 GB RAM,Discrete graphics,,Windows 10 (64 Bit),1 GB available space,1
3018,3018,3018,3018,3018,3018,3018,Earth 2160,PC with Pentium IV processor or equal AMD (1500+ processor),512 MB RAM ,"DirectX TM 8.1 compatible Video card with 128 MB RAM (GeForce 3, GeForce 4 TI, ATI RadeOn 9000+ etc.) ",DirectX TM 8.1,Windows 2000 or XP Home / Professional ,1.5 GB free disk space ,0
3019,3019,3019,3019,3019,3019,3019,Earth 2160,PC with Pentium IV processor or equal AMD (1500+ processor) ,512 MB RAM ,"DirectX 9.0c compatible Video card with 256 MB RAM (GeForce FX better 6800 Ultra, ATI Radeon 9800+ etc.) ",DirectX 9.0c,Windows 2000 or XP Home / Professional ,2.0 GB free disk space ,1
3020,3020,3020,3020,3020,3020,3020,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,3 GHz 2 Core,4 GB RAM,AMD Radeon HD 7870 / NVIDIA GeForce GTX 660,Version 11,"Windows 7 64bit, Windows 8.1 64bit Windows 10 64bit",8 GB available space,0
3021,3021,3021,3021,3021,3021,3021,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,3.2GHz 4Core,8 GB RAM,AMD Radeon HD 7970 / NVIDIA GeForce GTX 760 ,Version 11,"Windows 7 64bit, Windows 8.1 64bit Windows 10 64bit",8 GB available space,1
3022,3022,3022,3022,3022,3022,3022,EARTH DEFENSE FORCE 5,Intel Core i5-4440 3.10GHz/AMD A10-7850K 3.70GHz,8 GB RAM,NVIDIA GeForce GTX 760 2GB/AMD Radeon HD 7970 3GB,Version 11,"Windows 7 64bit, Windows 8.1 64bit, Windows 10 64bit",30 GB available space,0
3023,3023,3023,3023,3023,3023,3023,EARTH DEFENSE FORCE 5,Intel Core i7-4770 3.40GHz/AMD Ryzen 5 1400 3.20GHz,8 GB RAM,NVIDIA GeForce GTX 970 4GB/AMD Radeon RX 480 8GB,Version 11,"Windows 7 64bit, Windows 8.1 64bit, Windows 10 64bit",30 GB available space,1
3024,3024,3024,3024,3024,3024,3024,Earth Liberation,Intel Core 2 Quad Q9400 @ 2.66 GHz / AMD Athlon II X4 650 @ 3.20 GHz,4 GB RAM,ATI Radeon HD 5850 or NVIDIA GeForce GTX470 with 1GB VRAM,Version 9.0c,Windows 7 64-bit or newer,2 GB available space,0
3025,3025,3025,3025,3025,3025,3025,Earth Liberation,Intel Core i5 750 @ 2.66 GHz / AMD Phenom II X4 955 @ 3.20 GHz,4 GB RAM,ATI Radeon HD 6950 or NVIDIA GeForce GTX570 with 2GB VRAM,Version 9.0c,Windows 7 64-bit or newer,2 GB available space,1
3026,3026,3026,3026,3026,3026,3026,Earthblade,Intel Core i3-380M,2 GB RAM,Intel HD 4000,Version 11,Windows 7 or newer,1200 MB available space,0
3027,3027,3027,3027,3027,3027,3027,Earthbreakers,3.2 Ghz Processor (dual core),4 GB RAM,(Any),Version 11,Windows 7,10 GB available space,0
3028,3028,3028,3028,3028,3028,3028,Earthbreakers,3.8 Ghz Processor (4 cores or greater),8 GB RAM,GeForce GTX 1070 / Radeon RX 590 or equivalent,Version 11,Windows 10,10 GB available space,1
3029,3029,3029,3029,3029,3029,3029,Earthfall,Intel Core i5-4430,8 GB RAM,NVIDIA GTX 750 2GB,Version 11,Windows 7,20 GB available space,0
3030,3030,3030,3030,3030,3030,3030,Earthfall,i7-4770,16 GB RAM,NVIDIA GTX 970 4GB,Version 11,Windows 10,20 GB available space,1
3031,3031,3031,3031,3031,3031,3031,EARTHLOCK,x86 Dual Core 2.6 GHz,4 GB RAM,DirectX 10 GPU with 1GB of memory,Version 10,Windows 7 or newer,4 GB available space,0
3032,3032,3032,3032,3032,3032,3032,EARTHLOCK,x86 Quad Core 3.4GHz or greater,4 GB RAM,DirectX 11 GPU with 2GB of memory,Version 11,Windows 7 or newer,4 GB available space,1
3033,3033,3033,3033,3033,3033,3033,EARTHLOCK: Festival of Magic,x86 Dual Core 2.4 GHz,3 GB RAM,DirectX 9 GPU with 1GB of memory,Version 9.0c,Windows 7 or newer,5 GB available space,0
3034,3034,3034,3034,3034,3034,3034,EARTHLOCK: Festival of Magic,x86 Quad Core 3.4GHz or greater,4 GB RAM,DirectX 11 GPU with 2GB of memory,,Windows 7 or newer,5 GB available space,1
3035,3035,3035,3035,3035,3035,3035,EarthNight,,4 GB RAM,,,Windows 10,5 GB available space,0
