,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,name,cpu,ram,gpu,dx,os,sto,spec_class
5741,5741,5741,5741,5741,5741,5741,MacGuffin's Curse,,512 MB RAM,512MB VRAM,9.0c,Windows 7,415 MB HD space,1
5742,5742,5742,5742,5742,5742,5742,MachiaVillain,Intel Core 2 Duo or faster,2 GB RAM,AMD Radeon HD 5750/Nvidia GT 450 or higher,Version 9.0,"Windows 7 or later, 32 Bit supported",1 GB available space,0
5743,5743,5743,5743,5743,5743,5743,Machinarium,1.8 Ghz Processor,1GB Ram,(Any),,Microsoft® Windows® XP/Vista/7/8/10,1GB Free space,0
5744,5744,5744,5744,5744,5744,5744,Machine Made: Rebirth,1.6 GHz,128 MB RAM,,Version 9.0,Windows XP/Windows Vista/Windows 7/8/10,200 MB available space,0
5745,5745,5745,5745,5745,5745,5745,Mad Dojo,Intel i3 / AMD FX,1 GB RAM,VGA GPU,,Windows 7,500 MB available space,0
5746,5746,5746,5746,5746,5746,5746,Mad Dojo,Intel i5 / AMD FX,1 GB RAM,VGA GPU,,"Windows 7, 8, 10",500 MB available space,1
5747,5747,5747,5747,5747,5747,5747,Mad Father,Intel Core 2 1.6Ghz,1 GB RAM,Integrated graphics,Version 9.0c,Windows 7 or Greater,100 MB available space,0
5748,5748,5748,5748,5748,5748,5748,Mad Games Tycoon,Intel Core2 Duo 2.4Ghz or Higher / AMD 3Ghz or Higher,4 GB RAM,DirectX 10 compatible with 512 RAM or better,,Windows XP,800 MB available space,0
5749,5749,5749,5749,5749,5749,5749,Mad Games Tycoon,2.8 GHz quad core or better,4 GB RAM,DirectX 10 compatible with 1024 RAM or better,,"Windows 7, Windows 8, Windows 8.1, Windows 10",800 MB available space,1
5750,5750,5750,5750,5750,5750,5750,Mad Games Tycoon 2,Intel Core2 Duo 2.4Ghz or Higher / AMD 3Ghz or Higher,4 GB RAM,DirectX 10 compatible with 512 RAM or better,,Windows 7,1 GB available space,0
5751,5751,5751,5751,5751,5751,5751,Mad Games Tycoon 2,2.8 GHz quad core or better,(4 GB RAM),DirectX 10 compatible with 1024 RAM or better,,"Windows 7, Windows 8, Windows 8.1, Windows 10",1 GB available space,1
5752,5752,5752,5752,5752,5752,5752,Mad Max,"Intel Core i5-650, 3.2 GHz or AMD Phenom II X4 965, 3.4 Ghz",6 GB RAM,NVIDIA GeForce GTX 660ti (2 GB Memory or higher) or AMD Radeon HD 7870 (2 GB Memory or higher),Version 11,"64 bit: Vista, Win 7, Win 8",32 GB available space,0
5753,5753,5753,5753,5753,5753,5753,Mad Max,"Intel Core i7-3770, 3.4 GHz or AMD FX-8350, 4.0 GHz",8 GB RAM,NVIDIA GeForce GTX 760 (3 GB Memory or higher) or AMD Radeon HD 7970 (3 GB Memory or higher),Version 11,"64 bit: Win 7 SP1, Win 8.1",32 GB available space,1
5754,5754,5754,5754,5754,5754,5754,Mad Riders,2 GHz Intel® Core™2 Duo or 2 GHz AMD Athlon™ X2 (3 GHz or better recommended),"1 GB Windows XP / 2 GB Windows Vista, 7",256 MB DirectX® 9.0c-compliant video card with Shader Model 3.0 or higher,9.0c,Windows® XP (SP3) / Windows Vista® / Windows® 7,2 GB,0
5755,5755,5755,5755,5755,5755,5755,Madagascar,Pentium(R) III 800MHz or Athlon(R) 800MHz or higher processor,256 MB of RAM,"3D hardware accelerator card required - 100% DirectX(R) 9.0c-compliant 32 MB video card and drivers*
All NVIDIA(R) GeForce2(TM) and better chipsets
All ATI(R) Radeon 7500(TM) and better chipsets ",DirectX(R) 9.0c (Included),Microsoft(R) Windows(R) 98/ME/2000/XP,800 MB of uncompressed hard disk space,0
5756,5756,5756,5756,5756,5756,5756,Madagascar: Escape 2 Africa,Pentium(R) 4 1.7GHz or Athlon XP(TM) 2100+ or higher processor,"512 MB (XP)
1024 MB of RAM (Vista)",128MB DirectX 9.0c-compliant 3D NVIDIA GeForce 6600 or ATI RADEON X1300 video card*,DirectX(R) 9.0c (Included) ,Windows XP,"7,3 GB free plus 400MB for Windows swap fil and 12KB for saved games",0
5757,5757,5757,5757,5757,5757,5757,Madden NFL 08,"Intel Pentium III processor, AMD Athlon™ processor
Processor Speed: 800MHz ",256MB RAM ,"64MB Direct3D DirectX 9.0c-compatible ATI RADEON 8500, 9200, 9600, 9700, 9800, X800 or NVIDIA GeForce 3, 4 MX, 4 Ti, FX, 6 or 7 video card",DirectX 9.0c,"Windows XP, Windows 2000, Windows Vista",2GB ,0
5758,5758,5758,5758,5758,5758,5758,Madden NFL 19,"Intel Core i3-4350, FX-43xx, or equivalent",8 GB RAM,"NVIDIA Geforce GTX 660, AMD Radeon RX 460",,Win 7/8/8.1/10 64bit,48.5 GB,0
5759,5759,5759,5759,5759,5759,5759,Madden NFL 19,"Intel Core i3-4350, FX-43xx, or equivalent",8 GB RAM,"NVIDIA Geforce GTX 670, AMD Radeon R9 270x",,Win 7/8/8.1/10 64bit,48.5 GB,1
5760,5760,5760,5760,5760,5760,5760,Madden NFL 20,AMD FX-4320 or Equivalent / Intel i3-4350 or Equivalent,8 GB,AMD Radeon RX 460 or Equivalent / Nvidia GeForce GTX 660 or Equivalent,11 Compatible video card or equivalent,64-bit Windows 7/8.1/10,48.5 GB,0
5761,5761,5761,5761,5761,5761,5761,Madden NFL 20,AMD FX-4320 or Equivalent / Intel i3-4350 or Equivalent,8 GB,AMD Radeon R9 270x or Equivalent / Nvidia GeForce GTX 670 or Equivalent,12 Compatible video card or equivalent,64-bit Windows 10,48.5 GB,1
5762,5762,5762,5762,5762,5762,5762,Madden NFL 21,"Athlon X4 880K @4GHz or better, Core i3-6100 @3.7GHz or better",8 GB RAM,"Radeon RX 460 or better, GeForce GTX 670 or better",Version 11,"Windows 10, 64-bit",50 GB available space,0
5763,5763,5763,5763,5763,5763,5763,Madden NFL 21,"FX 8150 @3.6GHz or better, Core i5-3550 @3.40GHz or better",16 GB RAM,"Radeon R9 270x or better, GeForce GTX 680 or better",Version 11,"Windows 10, 64-bit",50 GB available space,1
5764,5764,5764,5764,5764,5764,5764,Madden NFL 22,"Athlon X4 880K @4GHz or better, Core i3-6100 @3.7GHz or better",8 GB RAM,"Radeon RX 460 or Equivalent, NVIDIA GTX 660 Equivalent",Version 11,"Windows 10, 64-bit",50 GB available space,0
5765,5765,5765,5765,5765,5765,5765,Madden NFL 22,"FX 8150 @3.6GHz or better, Core i5-3350 @3.40GHz or better",12 GB RAM,"Radeon R9 270x or Equivalent, GeForce GTX 680 or Equivalent",Version 11,"Windows 10, 64-bit",50 GB available space,1
5766,5766,5766,5766,5766,5766,5766,Madden NFL 23,"Athlon X4 880K @4GHz or better, Core i3-6100 @3.7GHz or better",8 GB RAM,"Radeon RX 460 or Equivalent, GeForce GTX 660 Equivalent",Version 11,Windows 10 (64-bit),50 GB available space,0
5767,5767,5767,5767,5767,5767,5767,Madden NFL 23,"FX 8150 @3.6GHz or better, Core i5-3350 @3.40GHz or better",12 GB RAM,"Radeon R9 270x or Equivalent, GeForce GTX 680 or Equivalent",Version 11,Windows 10 (64-bit),50 GB available space,1
5768,5768,5768,5768,5768,5768,5768,Madden NFL 24,Intel Core i7-6700k*(4-cores; 8-threads) or AMD Ryzen 5 1600,10 GB RAM,NVIDIA GeForce GTX 1050 Ti or AMD Radeon RX 570,Version 12,Windows 10 (64-bit),50 GB available space,0
5769,5769,5769,5769,5769,5769,5769,Madden NFL 24,Intel Core i7-8700(6-core; 12-thread) or AMD Ryzen 7 2700X,12 GB RAM,NVIDIA GeForce GTX 1660 or AMD Radeon RX 5600 XT,Version 12,Windows 10 (64-bit),50 GB available space,1
5770,5770,5770,5770,5770,5770,5770,Made Man,Intel Pentium 3 1.0 GHz,256 MB RAM,"100% DirectX 9.0c compatible 128 MB with latest drivers
(ATI Radeon 9200 / nVidia Geforce 4TI 4800)",DirectX 9.0c,Windows XP or 2000,1.5 GB of free hard disk space,0
5771,5771,5771,5771,5771,5771,5771,Made Man,Intel Pentium 4 1.6 GHz or AMD Sempron 2800+,512 MB RAM,256 MB 3D Hardware Accelerator Card,DirectX 9.0c,Windows XP or 2000,1.5 GB of free hard disk space,1
5772,5772,5772,5772,5772,5772,5772,Maelstrom,"Quad-core Intel or AMD processor, 2.5 GHz or faster",8 GB RAM,NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher,,Windows 7 64-bit or later,7 GB available space,0
5773,5773,5773,5773,5773,5773,5773,Maelstrom: The Battle for Earth Begins,Pentium 4 2.4 GHz or Athlon XP 2400+ ,512 MB ,Supported 64Mb Graphics Card,DirectX 9.0c,Windows XP,4.5 GB free hard disk space ,0
5774,5774,5774,5774,5774,5774,5774,Maelstrom: The Battle for Earth Begins,Pentium 4 at 3.0 GHz or Athlon XP 2800+,1 GB RAM ,GeForce 7800 or Radeon X1800 ,DirectX 9.0c,Windows XP ,4.5 GB free hard disk space ,1
5775,5775,5775,5775,5775,5775,5775,Mafia,500MHz PENTIUM III or AMD Athlon processor,96 MB of RAM,16 MB video card with DirectX 8.1 compatible drivers,DirectX 8.1,"Windows 98, ME, 2000 or XP",1.8 GB of free hard drive space,0
5776,5776,5776,5776,5776,5776,5776,Mafia,700+MHz PENTIUM III or AMD Athlon processor,128+ MB of RAM,32+ MB video card with DirectX 8.1 compatible drivers,DirectX 8.1,"Windows 98, ME, 2000 or XP",1.8 GB of free hard drive space,1
5777,5777,5777,5777,5777,5777,5777,Mafia II,Pentium D 3Ghz or AMD Athlon 64 X2 3600+ (Dual core) or higher,1.5 GB,nVidia GeForce 8600 / ATI HD2600 Pro or better,DirectX 9.0c,Microsoft Windows XP (SP2 or later) / Windows Vista / Windows 7,8 GB,0
5778,5778,5778,5778,5778,5778,5778,Mafia II,2.4 GHz Quad Core processor,2 GB,nVidia GeForce 9800 GTX / ATI Radeon HD 3870 or better,DirectX 9.0c,Microsoft Windows XP (SP2 or later) / Windows Vista / Windows 7,10 GB,1
5779,5779,5779,5779,5779,5779,5779,Mafia II: Definitive Edition,Intel i5-2500K or AMD FX-8120,6 GB RAM,2GB NVIDIA GeForce GTX 660 or 2GB AMD Radeon HD7870,,Windows 8.1 64-bit,50 GB available space,0
5780,5780,5780,5780,5780,5780,5780,Mafia II: Definitive Edition,Intel i7-3770 or AMD FX-8350,8 GB RAM,4GB NVIDIA GeForce GTX 780 or 4GB AMD Radeon R9 290X,,Windows 8.1 64-bit,50 GB available space,1
5781,5781,5781,5781,5781,5781,5781,Mafia III: Definitive Edition,"Intel I5-2500K, AMD FX-8120",6 GB RAM,"2GB of Video Memory & NVIDIA GeForce GTX 660, AMD Radeon HD7870",,Windows 7 64-bit,50 GB available space,0
5782,5782,5782,5782,5782,5782,5782,Mafia III: Definitive Edition,"Intel I7-3770, AMD FX-8350 4.0 Ghz",8 GB RAM,"4GB of Video Memory & NVIDIA Gefore GTX 780 or GeForce GTX 1060, AMD Radeon R9 290X",,Windows 7 64-bit,50 GB available space,1
5783,5783,5783,5783,5783,5783,5783,Mafia: Definitive Edition,Intel Core i5-2550K 3.4GHz / AMD FX-8120 3.1 GHz,6 GB RAM,NVIDIA GeForce GTX 660 / AMD Radeon HD 7870,Version 11,Windows 10 64-bit,50 GB available space,0
5784,5784,5784,5784,5784,5784,5784,Mafia: Definitive Edition,Intel Core i7-3770 3.4GHz / AMD FX-8350 4.2GHz,16 GB RAM,NVIDIA GeForce GTX 1080 / AMD Radeon RX 5700,Version 11,Windows 10 64-bit,50 GB available space,1
5785,5785,5785,5785,5785,5785,5785,Mages of Mystralia,Intel Core i5 2300 or equivalent,4 GB RAM,GeForce GTX 560 Ti or equivalent,Version 11,Windows 7 64-bit,8 GB available space,0
5786,5786,5786,5786,5786,5786,5786,Mages of Mystralia,Intel Core i7 4790 or equivalent,8 GB RAM,GeForce GTX 760 or equivalent,Version 11,Windows 7+ 64-bit,8 GB available space,1
5787,5787,5787,5787,5787,5787,5787,Magibot,Dual Core 2GHz,2 GB RAM,Hardware Accelerated Graphics with dedicated memory,Version 9.0,Windows XP SP2+,400 MB available space,0
5788,5788,5788,5788,5788,5788,5788,Magibot,Dual Core 4GHz,4 GB RAM,Hardware Accelerated Graphics with dedicated memory,Version 11,Windows 10,400 MB available space,1
5789,5789,5789,5789,5789,5789,5789,Magic 2014 - Duels of the Planeswalkers,2GHz CPU (Pentium 4 or equivalent),1GB RAM (2GB for Vista and Windows 7),512MB DirectX 9.0c compatible video card with Pixelshader 3.0 support,DirectX 9.0c or later,Windows 7/Vista/XP,1.5 GB HDD,0
5790,5790,5790,5790,5790,5790,5790,Magic Flute,1.4Ghz or Higher,512 MB RAM,OpenGL 2.0 compatible video card with 256 MB shared or dedicated RAM (ATI or NVIDIA),Version 9.0c,Windows XP SP2 or later,1800 MB available space,0
5791,5791,5791,5791,5791,5791,5791,Magic Flute,1.6Ghz or Higher,1 GB RAM,OpenGL 2.0 compatible video card with 512 MB shared or dedicated RAM (ATI or NVIDIA),Version 9.0c,Windows XP SP2 or later,1500 MB available space,1
5792,5792,5792,5792,5792,5792,5792,Magic: Legends,Intel i5 quad 2.3 GHz,8 GB RAM,nVidia GTX 750,,Windows 8.1,,0
5793,5793,5793,5793,5793,5793,5793,Magic: Legends,Intel i7 oct 3.2 GHz,8 GB RAM,nVidia RTX 2080ti,,Windows 10,,1
5794,5794,5794,5794,5794,5794,5794,Magic: The Gathering - Duels of the Planeswalkers 2012,2GHz CPU (Pentium 4 or equivalent),1GB RAM (2GB for Vista),(Any),,Windows 7/Vista/XP,700MB,0
5795,5795,5795,5795,5795,5795,5795,Magic: The Gathering - Duels of the Planeswalkers 2013,2GHz CPU (Pentium 4 or equivalent),1GB RAM (2GB for Vista and Windows 7),512MB DirectX 9.0c compatible video card with Pixelshader 3.0 support,DirectX 9.0c or later,Windows 7/Vista/XP,1.5Gb HDD,0
5796,5796,5796,5796,5796,5796,5796,Magic: The Gathering Arena,AMD Athlon 64 X2 Dual Core 5600+ or Equivalent,2 GB RAM,GeForce GTX 8800 or Equivalent,,Windows 7,,0
5797,5797,5797,5797,5797,5797,5797,Magic: The Gathering Arena,Intel Core2 Quad Q9300 @ 2.50GHz,4 GB RAM,GeForce GTX 560,,Windows 10,,1
5798,5798,5798,5798,5798,5798,5798,Magicite,1.6Ghz,512 MB RAM,,,"Windows XP, Vista, 7",450 MB available space,0
5799,5799,5799,5799,5799,5799,5799,Magicite,2.4 Ghz,4 GB RAM,,,Windows 8.1,1 GB available space,1
5800,5800,5800,5800,5800,5800,5800,Magicka,Intel Pentium IV 2.4 GHz or AMD 3500+,2 GB RAM,NVIDIA® GeForce 8800 or ATI Radeon® X1900 (Integrated Video Cards not recommended),DirectX 9,Windows XP/Vista/7 (32- or 64-bit),2 GB Available Space,0
5801,5801,5801,5801,5801,5801,5801,Magicka 2,CPU: 3GHz Dual Core (Intel Pentium G3220 or higher / AMD A4-4000 or higher),2 GB RAM,Nvidia GeForce 550 or better / ATI Radeon HD 5850 or better,,Windows 7 or Windows 8,7 GB available space,0
5802,5802,5802,5802,5802,5802,5802,Magicka 2,2.8GHz Quad Core (Intel Core i5-2300 or higher / AMD A8-3850 or higher),4 GB RAM,Nvidia GeForce 640 or better / ATI Radeon HD 6670 or better,,Windows 7 or Windows 8,7 GB available space,1
5803,5803,5803,5803,5803,5803,5803,Magicka: Wizard Wars,2.4 GHz Dual Core CPU,2 GB RAM,512MB NVIDIA GeForce 9800 / ATI Radeon HD 2600 XT or greater OR on-board (integrated): Intel HD 3000/4000 or greater,Version 10,Windows Vista SP2 or later,2 GB available space,0
5804,5804,5804,5804,5804,5804,5804,Magicka: Wizard Wars,2.4 GHz Dual Core CPU,4 GB RAM,512Mb Nvidia GeForce 440 / AMD Radeon 5670 or greater,Version 10,Windows Vista SP2 or later,2 GB available space,1
5805,5805,5805,5805,5805,5805,5805,Magnetic Cage Closed,2.6 GHz Intel® Core™ i5-750 or 3.2 GHz AMD Phenom™ II X4 955,4 GB RAM,NVIDIA GeForce GTX 460 or AMD Radeon HD5850 (1 GB vram), 9.0c,"Windows 7 64 Bit Service Pack 1, Windows 8 64 Bit, Windows 8.1 64 Bit",5 GB available space,0
5806,5806,5806,5806,5806,5806,5806,Magrunner: Dark Pulse,AMD/Intel dual-core 2.4 GHZ,2048 MB,256 MB 100% DirectX 9 and Shaders 3.0 compatible NVidia GEFORCE 8800/ATI RADEON HD 4800,DirectX 9.0,Windows XP SP3/Windows VISTA SP2/Windows 7/Windows 8,4 GB,0
5807,5807,5807,5807,5807,5807,5807,Mahjong Deluxe 3,1.0 GHz,1 GB RAM,vCard with DirectX 9.0 support,Version 9.0,"Windows XP Service Pack 2 (SP2), Vista, 7, 8, 10",100 MB available space,0
5808,5808,5808,5808,5808,5808,5808,Mahjong Deluxe 3,2.0 GHz,2 GB RAM,vCard with DirectX 9.0 support,Version 9.0,"Windows 7, 8, 10",100 MB available space,1
5809,5809,5809,5809,5809,5809,5809,Maia,Intel Core i3-3250 or AMD 6350,4 GB RAM,Nvidia 260 or ATI 5770 - or equivilent with 1GB VRAM,,Windows XP,2 GB available space,0
5810,5810,5810,5810,5810,5810,5810,Maia,Intel i5-3570K or AMD FX 8350,8 GB RAM,Nvidia GTX 470 or ATI 5870 - or equivilent with 2GB VRAM,,Windows 7,2 GB available space,1
5811,5811,5811,5811,5811,5811,5811,Maid of Sker,Intel® Core™ i5-4460 or AMD FX™-6300 or better,8 GB RAM,NVIDIA® GeForce® GTX 760 or AMD Radeon™ R7 260x with 2GB Video RAM,Version 11,"Windows 7, 8.1, 10 (64-bit required)",15 GB available space,0
5812,5812,5812,5812,5812,5812,5812,Maid of Sker,Intel i5-10500 / AMD Ryzen 5 2600 or greater,8 GB RAM,NVIDIA GeForce GTX 970 / AMD Radeon R9 290 equivalent or greater,Version 11,Windows 10 64-bit,15 GB available space,1
5813,5813,5813,5813,5813,5813,5813,Mainlining,Intel i3 2.6GHz,4 GB RAM,Intel HD Graphics 4000 or better,Version 9.0c,Windows 7 or better,400 MB available space,0
5814,5814,5814,5814,5814,5814,5814,Maize,"Dual-core Intel or AMD, 2.0 GHz or higher",4 GB RAM,NVIDIA GeForce 460 GTX | AMD Radeon 6870 HD series or higher,Version 11,"Windows 7 or above, 64 bit",11 GB available space,0
5815,5815,5815,5815,5815,5815,5815,Maize,"Quad-core Intel or AMD, 3.0 GHz or higher",8 GB RAM,AMD Radeon RX 480 | NVIDIA GeForce GTX 760 or higher,Version 11,"Windows 7 or above, 64 bit",11 GB available space,1
5816,5816,5816,5816,5816,5816,5816,Majesty 2,2GHz Dual Core,1 GB RAM,"512 Mb, PS 2.0, better than GeForce 6800 GT",,Windows 2000/XP/Vista,4 GB Free Hard Disc Space,0
5817,5817,5817,5817,5817,5817,5817,Majesty 2,3GHz Dual Core,2 GB RAM,"1 Gb, PS 2.0, better than GeForce GTX 280",,Windows 2000/XP/Vista,4 GB Free Hard Disc Space,1
5818,5818,5818,5818,5818,5818,5818,Major League Baseball 2K9,Pentium 4 2.4 Ghz Single Core processor or equivalent (2.8 Ghz for Vista) ,512 MB of available system memory (1 GB for Vista) ,"128 MB DirectX 9.0c compatible 3D Video Card with Shader Model 3.0 support and one of the following chipsets is required: ATI x1300 or better, NVIDIA 6600 or better. ",DirectX 9.0c,Microsoft Windows XP/Vista Operating System ,9.5 GB of available hard drive space ,0
5819,5819,5819,5819,5819,5819,5819,Major League Baseball 2K9,Pentium 4 3 GHz Dual Core processor or equivalent ,2 GB of available system memory ,512 MB DirectX 9.0c compatible 3D Video Card with Shader Model 3.0 support (Nvidia® Geforce® 7900 GT or better) ,DirectX 9.0c,Microsoft Windows XP/Vista Operating System ,9.5 GB of available hard drive space ,1
5820,5820,5820,5820,5820,5820,5820,Make Sail,2 GHz dual Core i5,4 GB RAM,Intel HD 4400 (OpenGL 4.5 or higher required),,Windows 7,4 GB available space,0
5821,5821,5821,5821,5821,5821,5821,Make Sail,Quad Core i7,4 GB RAM,9XX Series Nvidia or higher (OpenGL 4.5 or higher required),,Windows 10,4 GB available space,1
5822,5822,5822,5822,5822,5822,5822,Mallow Drops,2.5 GHz,1 GB RAM,Direct X9.0c Compatible Card,Version 9.0c,"Windows XP, Vista, 7, 8 or later",100 MB available space,0
5823,5823,5823,5823,5823,5823,5823,Man O' War: Corsair - Warhammer Naval Battles,Intel Core i5 2.6Ghz,4 GB RAM,GeForce 9800 GT,Version 9.0c,Windows 7 64 bit,30 GB available space,0
5824,5824,5824,5824,5824,5824,5824,Man O' War: Corsair - Warhammer Naval Battles,Intel Core i5 3.5Ghz,8 GB RAM,Geforce GTX 970,Version 11,Windows 8 64Bit,30 GB available space,1
5825,5825,5825,5825,5825,5825,5825,Maneater,Intel Core i5-5300u,8 GB RAM,Intel HD 5500,Version 11,"Windows 10, 64-bit",20 GB available space,0
5826,5826,5826,5826,5826,5826,5826,Maneater,Intel Core i7-3770 / AMD Ryzen 5 1500X or Higher,8 GB RAM,Nvidia GeForce GTX 970 / AMD Radeon R9 390 or Higher,Version 11,"Windows 10, 64-bit",20 GB available space,1
5827,5827,5827,5827,5827,5827,5827,Manhunt,1GHz Intel Pentium III or AMD Athlon processor or equivalent,192 MB RAM,32 MB 3D card,Microsoft DirectX® 8.1,Microsoft® Windows® 2000/XP Only,2.3 GB uncompressed free hard disk space,0
5828,5828,5828,5828,5828,5828,5828,Manifest 99,Intel i5-4590 / AMD FX-8350 or greater,4 GB RAM,Nvidia GTX 970 / AMD 290 equivalent or greater,Version 11,Windows 8,3 GB available space,0
5829,5829,5829,5829,5829,5829,5829,Manifest 99,Intel i5-4590 / AMD FX-8350 or greater,16 GB RAM,Nvidia GTX 1060 / AMD RX 480,Version 12,Windows 10,3 GB available space,1
5830,5830,5830,5830,5830,5830,5830,Manifold Garden,"Intel Core i5-750, 2.66 GHz",2 GB RAM,Nvidia 460,,"Win 7, 8, 10",,0
5831,5831,5831,5831,5831,5831,5831,Manifold Garden,"Intel Core i7-4790k, 4.00 GHz",8 GB RAM,Nvidia 1070,,"Win 7, 8, 10",,1
5832,5832,5832,5832,5832,5832,5832,Manor Lords,"Intel Core i5-3470, AMD FX 6350",8 GB RAM,NVIDIA GeForce 670 GTX or AMD Radeon R9 285,Version 12,"Windows 10, 64-bit",16 GB available space,0
5833,5833,5833,5833,5833,5833,5833,Manor Lords,"Intel Core i5-4690K, AMD Ryzen 5 1400",16 GB RAM,NVIDIA GeForce 1070 GTX or AMD Radeon RX 5700,Version 12,"Windows 10, 64-bit",16 GB available space,1
5834,5834,5834,5834,5834,5834,5834,Mantis Burn Racing,2.0 GHz Dual Core,3 GB RAM,NVIDIA GeForce 500 series,Version 10,Windows Vista,4200 MB available space,0
5835,5835,5835,5835,5835,5835,5835,Mantis Burn Racing,2.0+ GHz Dual Core,8 GB RAM,NVIDIA GeForce 700 series plus,Version 10,Windows 7+,4200 MB available space,1
5836,5836,5836,5836,5836,5836,5836,Manual Samuel,Intel Core 2 Quad Q9300 or equivalent,2 GB RAM,Intel HD Graphics 5500 or equivalent,,Windows /7/8/8.1/10 both x86 and x64,3 GB available space,0
5837,5837,5837,5837,5837,5837,5837,MapleStory,Intel Core Duo 2.4Ghz / AMD Athlon 64 X2 2.4Ghz,At least 4GB RAM,GeForce 8600 GT / ATI Radeon HD 3450,,Windows Vista or later,At least 20GB of free space,0
5838,5838,5838,5838,5838,5838,5838,MapleStory,Intel Core Duo 3.0Ghz / AMD Athlon 64 X2 3.0Ghz,At least 4GB RAM,GeForce 9600 / ATI Radeon HD 3870 or higher,,Windows 7 or later,At least 20GB of free space,1
5839,5839,5839,5839,5839,5839,5839,MapleStory 2,Intel Core i3 or better,4 GB RAM,GeForce GT 730 / GeForce GT 630,,Windows 7 32-bit,8 GB available space,0
5840,5840,5840,5840,5840,5840,5840,MapleStory 2,Intel Core i5 or better,8 GB RAM,GeForce GTX 750 / GTX 750 TI/ GTX 650TI / GT 1030,,Windows 7 64-bit,8 GB available space,1
5841,5841,5841,5841,5841,5841,5841,Maquette,Intel Core i5-650 | AMD Phenom II X4 965,4 GB RAM,"Nvidia GeForce GTX 470, 1GB | AMD Radeon HD 6970, 2GB",Version 11,Windows 7 (64 Bit),5 GB available space,0
5842,5842,5842,5842,5842,5842,5842,Maquette,Intel Core i7-3770 | AMD FX-8350,4 GB RAM,"Nvidia GeForce GTX 1060, 3GB | AMD Radeon RX 570, 4GB",Version 11,Windows 10 (64 Bit),5 GB available space,1
5843,5843,5843,5843,5843,5843,5843,Marauders,Intel Core i5-6600/AMD Ryzen 3 1300X,12 GB RAM,NVIDIA GeForce GTX 960 4GB/AMD Radeon R9 380 4GB,Version 11,"Windows 10, 64-bit",10 GB available space,0
5844,5844,5844,5844,5844,5844,5844,Marauders,Intel Core i5-8400/AMD Ryzen 5 2600X,16 GB RAM,NVIDIA GeForce GTX 1060 6GB /AMD Radeon RX 590 8GB,Version 11,"Windows 10, 64-bit",10 GB available space,1
5845,5845,5845,5845,5845,5845,5845,Marble Void,2.0 GHz or better,1 GB RAM,Direct X 9 compatible,Version 9.0,Windows XP+,782 MB available space,0
5846,5846,5846,5846,5846,5846,5846,Marble Void,Intel i5 4590 or better,4 GB RAM,GTX 760,Version 11,Windows 7,782 MB available space,1
5847,5847,5847,5847,5847,5847,5847,Marc Ecko's Getting Up: Contents Under Pressure,Pentium 4 1.8 GHz or AMD Athlon 1.8 GHz or higher,512 MB RAM,64MB Hardware T&L compatible video card*,DirectX® version 9.0c (included) or higher,Windows® 2000/XP,3 GB free,0
5848,5848,5848,5848,5848,5848,5848,March of the Living,Intel Pentium Dual Core T4400 2.2 GHz,2 GB RAM,Any,,Windows XP+,600 MB available space,0
5849,5849,5849,5849,5849,5849,5849,March of War,Intel from 2.2 GHz or equivalent AMD Family,4 GB RAM,nVidia GeForce FX5200 ATI Radeon9550,9.0,"Windows 8, Windows Vista, and Windows 7",2 GB HD space,0
5850,5850,5850,5850,5850,5850,5850,March of War,Mid to High Range Dual-Core 2.5GHz CPU,8 GB RAM,Nvidia GeForce GTX 285 or AMD Radeon HD 5830,10,Windows 7 SP-1 64-Bit,2 GB HD space,1
5851,5851,5851,5851,5851,5851,5851,Marcus Level,2 Ghz,2 GB RAM,Intégrée à la carte mère,,Windows XP/Vista/8/10,1 GB available space,0
5852,5852,5852,5852,5852,5852,5852,Mare Nostrum,1.2 GHZ or Equivalent,512 MB RAM,64 MB DX9 Compliant,DirectX 9.0c,Windows 2000/XP,2 GB free hard drive space,0
5853,5853,5853,5853,5853,5853,5853,Mare Nostrum,2.4 GHZ,(512 MB RAM),128 MB DX9 Compliant with PS 2.0 support,DirectX 9.0c,Windows 2000/XP,2 GB free hard drive space,1
5854,5854,5854,5854,5854,5854,5854,Marie's Room,"Dual Core Processor, 2.5 GHz or higher",4 GB RAM,DX11 compatible video card,Version 11,Windows 7 64 bit (requires 64 bit OS),1 GB available space,0
5855,5855,5855,5855,5855,5855,5855,Marine Sharpshooter 4: Locked and Loaded,2 GHz,256 MB,"ATI Radeon 9600 or NVIDIA GeForce 4 Ti 4600, 128 MB RAM",,Windows 2000/XP/Vista,1.5 GB,0
5856,5856,5856,5856,5856,5856,5856,Mark of the Ninja,AMD Phenom 9750 or Pentium D 800+,2 GB RAM,NVIDIA® GeForce® 7800 GT or ATI Radeon™ HD 3000+ or better,9,"Windows XP SP3, Windows Vista SP2, Windows 7 SP1",2.5 GB HD space,0
