program_id,cpu_id,gpu_id,ram,dx,storage,os,spec_class
4300,400,1097.0,2,Version 9.0,2,Windows Vista,0
4301,375,1192.0,4,Version 10,2,Windows 7/8/10,0
4301,159,1004.0,8,Version 10,2,Windows 7/8/10,1
4302,401,1153.0,4,Version 11,3,64-Bit Windows 7 Service Pack 1,0
4302,401,1153.0,8,Version 11,3,64-Bit Windows 8,1
4303,400,200.0,2,,6,Windows® 7 32/64-bit / Vista 32/64 / XP or higher,0
4304,400,1173.0,1.0,,0.2,Windows XP,0
4304,182,,2.0,,0.5,Windows XP,1
4306,400,200.0,1.5,DirectX (August 2009),3,Windows XP(SP3)/Windows Vista(SP1)/Windows 7,0
4307,354,872.0,8,Version 11,5,Windows 7,0
4307,40,898.0,8,Version 12,5,Windows 10 TH2,1
4308,400,1127.0,1.0,,0.1,Windows Vista,0
4309,114,1103.0,2,,,Windows 7,0
4310,400,,0.5,DirectX® 9.0c or latest ,0.15,Windows XP/Vista/7 ,0
4311,242,1007.0,8,,20,Windows 7 SP1 64 bit or newer,0
4311,216,1135.0,16,,20,Windows 10 64 bit,1
4312,424,200.0,1.5,,0.15,XP,0
4312,320,1106.0,8,,1,XP,1
4313,400,1106.0,4,Version 10,7,Windows Vista,0
4313,320,1102.0,8,Version 11,7,Windows 7 64-bit or higher,1
4314,424,1103.0,4,,,Windows 7,0
4315,400,1097.0,0.5,Direct X 9.0c,3,Microsoft Windows XP/Vista,0
4315,400,1103.0,1,Direct X 9.0c,3,Microsoft Windows XP/Vista,1
4316,324,1153.0,4,,12,"Windows 7, 8, 8.1, 10 x64",0
4316,315,1004.0,8,,12,"Windows 7, 8, 8.1, 10 x64",1
4317,254,1007.0,8,Version 11,10,Windows 7,0
4318,123,1031.0,8,Version 11,16,Windows 7/10 - 64 bit,0
4318,120,872.0,16,Version 12,16,Windows 10 - 64 bit,1
4319,400,558.0,0.125,9.0c,0.05,Windows 2000/XP/Vista,0
4320,273,1098.0,8,Version 11,15,Windows 10 (64-bit),0
4320,22,990.0,16,Version 11,20,Windows 10 (64-bit),1
4321,424,1173.0,1,Version 10,0.7,Windows 7,0
4321,424,1153.0,2,Version 10,0.8,Windows 8,1
4322,356,200.0,1,Version 9.0c,1,Windows 7,0
4322,400,1106.0,2,Version 9.0c,1,Windows 10,1
4323,400,123.0,2,9.0c,3,Windows XP SP3 (64-bit),0
4323,287,72.0,4,9.0c,3,"Windows 7, Windows 8 (64-bit)",1
4324,401,,2,Version 9.0c,0.5,Windows 7 or higher,0
4324,320,200.0,4,Version 9.0c,0.5,Windows 7 or higher,1
4325,196,1065.0,4,Version 11,5,Windows® 7 SP1 / 8.1 / 10 64-bit,0
4325,123,872.0,6,Version 11,5,Windows® 7 SP1 / 8.1 / 10 64-bit,1
4326,123,1065.0,8,Version 12,10,Windows® 10 / 11 64-bit,0
4326,123,872.0,8,Version 12,10,Windows® 10 / 11 64-bit,1
4327,182,1173.0,1,Version 9.0c,0.3,Windows XPVista7810,0
4327,162,1153.0,2,Version 9.0c,0.5,Windows XPVista7810,1
4328,414,108.0,8,Version 11,6,Windows 10 64bit,0
4328,345,990.0,8,Version 11,6,Windows 10 64bit,1
4329,400,,0.03125,6,0.7,A 100% Windows 2000/XP-compatible computer system (only),0
4330,174,1153.0,4,,10,Windows 7,0
4330,114,421.0,4,,10,Windows 7 (64 bit) Service Pack 1 / Windows 8,1
4331,291,1031.0,8,,20,Windows 7 64 Bit,0
4331,320,1098.0,16,,20,Windows 10 64 Bit,1
4332,236,1007.0,4,,,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)",0
4332,201,107.0,8,,,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)",1
4333,400,1153.0,2.0,Version 9.0,0.8,Windows 7 SP1+,0
4334,400,112.0,2,DirectX 11,1,Windows 64 bit,0
4335,242,1105.0,4,,10,Windows (64bit) OS,0
4335,40,876.0,8,,10,Windows (64bit) OS,1
4336,82,1007.0,8,,10,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",0
4336,353,107.0,16,,10,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",1
4337,308,200.0,2,Version 10,0.25,Windows 7 / 8.1 / 10 (32bit/64bit),0
4338,400,1106.0,2.0,9.0c,6,Windows Xp Sp3/Windows Vista Sp2/Windows 7,0
4340,400,1173.0,2,DirectX 9.0,8,Windows XP/Vista,0
4340,424,1173.0,3,DirectX 9.0,8,Windows XP/Vista/Windows 7,1
4341,245,421.0,4,Version 11,4,Windows 7,0
4341,368,1005.0,8,Version 11,4,"Windows 7, 8, 10",1
4342,40,872.0,6,Version 11,,Windows 10 - 64bit,0
4342,37,558.0,16,,,(Windows 10 - 64bit),1
4343,361,1153.0,2,Version 9.0c,8,"Windows 7, Windows 8, Windows 10",0
4343,361,72.0,4,Version 9.0c,8,"Windows 7, Windows 8, Windows 10 (64-bit)",1
4344,400,1103.0,1,7.0,0.095,Windows XP,0
4344,400,1105.0,2,9.0c,0.095,Windows 7,1
4345,400,1106.0,2,Version 11,2,Windows 10 / 8.1 / 7,0
4345,320,421.0,4,Version 11,2,Windows 10 / 8.1 / 7,1
4346,424,200.0,2,Version 10,1,"Windows 7 / 8 / 10, 32bit",0
4347,369,1153.0,2,Version 9.0c,4,Windows 7/8/10,0
4347,287,421.0,4,Version 9.0c,4,Windows 7/8/10,1
4348,400,1153.0,1,Version 9.0,0.4,Windows XP or Later,0
4349,400,1153.0,1,Version 9.0c,0.1,Windows XP or Later,0
4350,400,,,,2,,0
4351,162,1105.0,8,Version 10,7,7 - 64bit,0
4351,114,1105.0,8,Version 12,7,10 - 64bit,1
4352,236,1065.0,2,Version 11,34,"WINDOWS® 7 SP1, 8.1, 10 (64-BIT Required)",0
4352,156,1031.0,8,Version 11,34,"WINDOWS® 7 SP1, 8.1, 10 (64-BIT Required)",1
4353,262,1072.0,3,Version 10,1,Windows Vista/7/8/8.1/10 x86 or x64,0
4353,393,1153.0,4,Version 10,1,Windows Vista/7/8/8.1/10 x86 or x64,1
4354,400,1103.0,1.0,,2,Windows XP SP2+,0
4355,285,1127.0,4,,0.2,"Windows 7 SP1 or higher, 64-bit (Recommended: Windows 10 or higher, 64-bit)",0
4356,424,1106.0,2,,2,"Windows 7,8,10, XP SP2",0
4357,327,1153.0,4,,4,Windows 7 64 bit,0
4357,317,1007.0,6,,4,Windows 10 64 Bit,1
4358,218,1004.0,8,Version 11,10,Windows® 7 SP1 64 Bit,0
4358,233,872.0,16,Version 12,14,Windows® 10 Home 64 Bit,1
4359,287,72.0,8,,2,"Windows 7, 8.1, 10 x64",0
4359,82,1007.0,8,,2,"Windows 7, 8.1, 10 x64",1
4360,401,200.0,2,,0.3,Windows XP or later,0
4360,424,1072.0,2,,0.3,Windows 7,1
4361,328,1106.0,4,,6,Windows 10 64-bit,0
4361,423,1153.0,4,,6,Windows 10 64-bit,1
4362,424,200.0,2,Version 10,1,Windows 7 or later,0
4363,400,,4,DirectX 9.0c,0.2,Windows XP,0
4364,202,1065.0,6,Version 11,6,Windows 7/8/10 (64-bit OS required),0
4364,159,872.0,8,Version 11,6,Windows 7/8/10 (64-bit OS required),1
4365,400,1153.0,6,Version 10,5,"Windows Vista, 7, 8, 10, 64-bit",0
4365,400,1065.0,8,Version 11,5,"Windows 10, 64-bit",1
4366,401,1173.0,2,9.0c,5,"Windows XP SP3 32-bit, Vista SP2, Windows 7",0
4366,238,72.0,4,9.0c,5,Windows 7 64-bit,1
4367,400,,1,Version 9.0,0.25,Windows XP SP3+ or higher,0
4368,328,1153.0,4,Version 11,10,Windows 7 (64-bit),0
4368,320,1135.0,8,Version 12,10,Windows 7 or newer (64-bit),1
4369,400,,2,,0.2,Windows Vista or Later,0
4370,400,1105.0,4,,5,"Windows 7, Windows 8 or Windows 10, 64-bit",0
4371,400,1072.0,2,Version 9.0c,,Windows 7/8,0
4371,424,1007.0,4,Version 9.0c,,Windows 7/8,1
4372,375,,4,Version 11,5,Windows 7/8/10 (64 bit only),0
4373,400,200.0,2,Version 9.0c,1.75,Windows 7/Vista/8/10,0
4374,401,1173.0,1,10,0.2,Windows XP / Vista / 7 / 8,0
4374,401,1173.0,2,10,0.2,Windows XP / Vista / 7 / 8,1
4375,400,1007.0,4,Version 11,3,Windows 7 - 64 Bit,0
4375,322,1004.0,8,Version 11,3,Windows 10 - 64 Bit,1
4376,216,1004.0,8,Version 10,3,Windows 10 (64-bit),0
4376,150,872.0,8,Version 11,3,Windows 10 (64-bit),1
4377,424,1106.0,2,Version 10,1,Windows 7 64-bit,0
4378,400,200.0,0.125,,,,0
4378,400,200.0,0.25,,,,1
4379,310,421.0,4,Version 11,15,Windows 7 64-bit,0
4379,332,1004.0,8,Version 11,20,Windows 7 64-bit,1
4380,160,107.0,8,Version 11,35,Windows 10 64-bit,0
4380,126,872.0,8,Version 11,35,Windows 10 64-bit,1
4381,400,1106.0,2,Version 9.0c,13,Windows 7 / 8 / 8.1,0
4381,156,115.0,4,Version 9.0c,13,Windows 7 / 8 / 8.1,1
4382,219,1007.0,8,Version 11,25,"Windows 10, 64bits",0
4382,158,876.0,8,Version 11,25,"Windows 10, 64bits",1
4383,209,1007.0,4,Version 11,25,Windows 7 64-bit SP1,0
4383,180,872.0,8,Version 11,25,"Windows 10, 64-bit",1
4384,351,1007.0,8,Version 11,8,Windows 10 64-bit,0
4384,163,1004.0,8,Version 11,8,Windows 10 64-bit,1
4385,400,,2,,1,Windows 7,0
4386,375,,4,,,Windows Vista or later,0
4387,400,1103.0,0.0625,,0.8,Windows 98/ME (with Service Pack 3 or higher)/2000. ,0
4388,162,1079.0,4,Version 10,12,Windows 7 64bit,0
4388,353,1004.0,8,Version 11,16,Windows 10 64bit,1
4389,123,1065.0,4,Version 11,5,Windows® 7 SP1 / 8.1 / 10 64-bit,0
4389,123,1031.0,8,Version 11,5,Windows® 7 SP1 / 8.1 / 10 64-bit,1
4390,400,1127.0,1,,2,win7/8/10,0
4390,259,1106.0,2,,2,win7/8/10,1
4392,216,1098.0,8,,,Windows 7,0
4392,283,1112.0,8,,,Windows 10,1
4393,424,1153.0,2,,,Windows 7,0
4393,320,421.0,4,,,Windows 10,1
4394,182,,1.0,Version 9.0c,0.2,Windows XP,0
4395,299,421.0,4,Version 11,7,"Windows 10, 64-bit",0
4396,254,200.0,2,Version 9.0c,5,Windows 10/8.1/7,0
4396,414,1102.0,4,Version 9.0c,5,Windows 10/8.1/7,1
4397,254,200.0,2,Version 9.0c,6,Windows 10/8.1/7,0
4397,414,1102.0,4,Version 9.0c,6,Windows 10/8.1/7,1
4398,400,1153.0,0.0625,DirectX 8,0.45,Windows 95 / 98 / ME / 2000 / XP,0
4398,400,1153.0,0.125,DirectX 8,0.45,Windows 95 / 98 / ME / 2000 / XP,1
4399,424,200.0,1,DirectX 9.0c,8,Windows XP SP2 or later,0
4399,320,1106.0,2,DirectX 9.0c or 10,8,Windows XP SP2 or later,1
4400,424,200.0,2,,6,"Microsoft Windows XP, Vista or Windows 7, Windows 10 not supported.													",0
4400,320,,2,,,"Microsoft Windows XP, Vista or Windows 7													",1
4401,400,200.0,0.25,DirectX 8,0.8,,1
4402,182,1216.0,1,DirectX 9.0c (included on DVD),3,Microsoft Windows XP/Vista,0
4403,320,1005.0,8,,3,"Win 7, 64-bit",0
4403,320,102.0,8,,3,"Win 7, 64-bit",1
4404,82,1079.0,8,Version 11,15,Windows 7/8.1/10 (64bit),0
4404,180,872.0,16,Version 11,15,Windows 7/8.1/10 (64bit),1
4405,182,,4,Version 10,0.6,Windows Vista / 7 / 8 / 10,0
4406,424,1173.0,2,,,"Windows XP, Vista, 7, 10",0
4407,401,200.0,1,,0.15,"Windows XP, Vista, 7 or 8",0
4408,375,,1.0,,0.6,XP or later,0
4409,424,,1,,0.3,Windows XP,0
4410,400,1106.0,2,Version 9.0,1,"Windows XP , Windows Vista, Windows 7, 8 (32 or 64 bit versions, optimized for 64 bit and multicore processors)",0
4410,216,1098.0,2,Version 9.0,1,"Windows 7, 8 (32 or 64 bit versions, optimized for 64 bit and multicore processors)",1
4411,401,200.0,2,DirectX 9.0c,5,"Windows XP, Windows Vista or Windows 7",0
4412,401,200.0,2,9.0c,9,"Windows XP, Windows Vista, Windows 7",0
4413,123,1007.0,6,,12,"Windows 7, 64-bit",0
4413,106,876.0,8,,12,"Windows 10, 64-bit",1
4414,400,1072.0,4,Version 9.0c ,8,Windows XP SP3,0
4415,400,200.0,2,DirectX® 9.0c,10,Windows® XP SP2/Windows Vista SP1/Windows 7        		 ,0
4415,400,1097.0,3,DirectX® 9.0c,10,Windows® XP SP2/Windows Vista SP1/Windows 7      		 ,1
4416,424,,2,,2,Win 7,0
4416,320,,4,,10,Win 8,1
4417,425,1106.0,4,Version 9.0c,8,Windows 7,0
4417,209,1153.0,4,Version 11,8,Windows 7,1
4418,425,1106.0,4,Version 9.0c,11,Windows 7,0
4418,209,1153.0,4,Version 11,11,Windows 7,1
4419,183,1079.0,8,Version 11,20,Windows 10 Version 18362.0 or higher,0
4419,387,1098.0,8,Version 11,20,Windows 10 Version 18362.0 or higher,1
4420,113,1153.0,4,Version 9.0c,2,Windows 7 64 bit (32 bit NOT supported),0
4420,281,1153.0,8,Version 9.0c,2,"Windows 7,8,10  - 64 bit (32 bit NOT supported)",1
4421,400,1072.0,1,Version 9.0,0.4,Windows XP/7,0
4421,114,1072.0,2,Version 9.0c,0.8,Windows 8/10,1
4422,401,1153.0,2,9.0c,8,"Windows XP SP2, Vista or Windows 7",0
4422,320,1153.0,3,9.0c,8,"Windows XP SP2, Vista or Windows 7",1
4423,400,1173.0,3,9.0c,8,Windows Vista SP2 32-Bit,0
4423,180,1153.0,4,9.0c,8,Win 7 / Win 8 (64-Bit) ,1
4424,400,1127.0,4,,1,"Windows 7 / 8 / 8.1 / 10, 64-bit",0
4425,182,1153.0,4,Version 9.0,3,Windows XP SP2+,0
4426,182,1153.0,4,Version 9.0,3,Windows XP SP2+,0
4427,361,1106.0,2,Version 9.0,1,Microsoft® Windows® 7/8,0
4428,281,1004.0,4,,5,Windows 7 64-bit OS,0
4428,40,1112.0,16,,5,Windows 10 64-bit OS,1
4429,400,200.0,0.5,,0.033,Windows® XP,0
4430,400,,0.5,,,,0
4431,198,1153.0,4,Version 11,6,Windows 7/8/10 (64-bit),0
4431,242,1004.0,8,Version 11,6,Windows 7/8/10 (64-bit),1
4432,114,1153.0,2,,1.024,Windows 7+,0
4432,114,123.0,4,,1.024,Windows 7+,1
4433,400,1106.0,1,Version 9.0,0.3,Microsoft® Windows® XP/Vista or later,0
4434,424,1068.0,8,Version 11,8,Windows 7 64-bit or newer,0
4434,320,1135.0,16,Version 11,8,Windows 7 64-bit or newer,1
4435,114,1098.0,4,Version 11,3,Windows 8 or 10,0
4435,40,1112.0,4,Version 11,3,Windows 8 or 10,1
4437,424,421.0,4,Version 9.0c,3,Windows 7 64-bit,0
4437,174,1065.0,8,Version 11,3,Windows 7 64-bit,1
4438,400,1103.0,4,,0.6,Windows 7 SP1+,0
4438,180,1079.0,8,,0.6,Windows 7 SP1+,1
4439,400,,1,,1,"XP, Vista, Windows 7, Windows 8.x",0
4440,400,,2,,5,Vista/Win7/Win8.x/Win10,0
4440,400,,4,,5,Vista/Win7/Win8.x/Win10,1
4441,400,1173.0,2,,3,Vista/Win7/Win8.x/Win10,0
4441,400,1173.0,4,,20,Win7/Win8.x/Win10,1
4442,400,1072.0,1,Version 9.0,0.3,Windows XP and up,0
4442,182,,2,Version 9.0,0.5,Windows 7,1
4443,351,1004.0,4,Version 11,10,Windows 10 or later,0
4443,351,1098.0,8,Version 11,10,Windows 10 or later (64-bit),1
4444,162,1106.0,2,Version 9.0c,0.7,Windows (7/8/10) 64-bit,0
4444,114,1079.0,2,Version 11,0.7,Windows (7/8/10) 64-bit,1
4445,387,1135.0,6,Version 11,20,Windows® 8.1 / (64-bit only),0
4445,273,1114.0,8,Version 12,20,Windows® 10 / (64-bit only),1
4446,400,,8,Version 11,,"Windows 10, 64 Bit",0
4446,400,,16,Version 12,,"Windows 10, 64 Bit",1
4447,190,1031.0,6,Version 11,15,Windows 7 64bits or higher,0
4447,158,107.0,8,Version 11,15,Windows 10 64bits,1
4448,299,421.0,4,,8,"Windows 7, 64-bit",0
4448,22,872.0,8,,8,"Windows 10, 64-bit",1
4449,424,1153.0,2,Version 9.0c,0.65,Windows XP,0
4449,320,421.0,4,Version 11,0.65,Windows 7,1
4450,424,1106.0,2,Version 9.0c,5,Windows XP / Vista / 7 / 8 - 64 bits *,0
4450,292,421.0,3,Version 9.0c,5,Windows Vista / 7 / 8 - 64 bits,1
4451,371,1153.0,4,Version 10,30,"Windows Vista / 7 / 8 / 10,  64-bits",0
4451,114,911.0,8,Version 11,30,"Windows Vista / 7 / 8 / 10, 64-bits",1
4453,183,911.0,8,Version 11,20,"Windows 7, 64-bit",0
4453,22,1098.0,8,Version 12,50,"Windows 10, 64-bit",1
4454,400,1103.0,0.03125,DirectX 7.0,0.4,Windows 95/98/ME,0
4455,380,1079.0,8,Version 10,7,Windows 7/8.1/10 (64-bit versions),0
4456,150,102.0,16,Version 12,30,"Windows 10, 64-bit",0
4456,24,303.0,16,Version 12,30,"Windows 10, 64-bit",1
4457,363,1079.0,8,Version 11,8,"Win7 SP1, Windows 8.1, Windows 10 (64-Bit OS Required)",0
4458,364,911.0,8,Version 11,70,"Windows 10, 64-bit",0
4458,22,990.0,16,Version 12,70,"Windows 10, 64-bit",1
4459,400,1173.0,0.25,,,Win 2000/XP,0
4459,182,1185.0,0.5,,,Win 2000/XP,1
4460,113,1153.0,4,,15,Windows 7 (64 Bit) / 8 (64 Bit) / 10 (64 Bit),0
4460,380,1004.0,8,,15,Windows 7 (64 Bit) / 8 (64 Bit) / 10 (64 Bit),1
4461,400,200.0,0.125,DirectX 9.0c or higher,0.5,Windows® 98/ME/2000/XP,0
4462,182,1127.0,2,Version 9.0c,1,Windows 7/8/8.1/10 or compatible,0
4463,356,,0.5,DirectX 9,1.5,,0
4463,182,1127.0,1.0,DirectX 9,5.5,,1
4464,424,1106.0,2,Version 11,0.75,Windows 7 (32-bit),0
4465,254,1106.0,4,Version 11,3,Win7 - 64 bit,0
4465,181,1068.0,,,,Win7 - 64 bit,1
4466,320,1153.0,4,Version 11,8,WIN7-64 bit,0
4466,287,1007.0,6,Version 12,10,Windows 10 64 Bit,1
4467,375,886.0,2,Version 9.0c,2.5,Windows 7+,0
4467,375,886.0,4,Version 9.0c,2.5,Windows 7+,1
4468,400,1153.0,2,,7,Windows XP or later,0
4469,216,1135.0,4,Version 11,,Windows 10,0
4470,183,911.0,6,,60,Windows 10 (64-bit version),0
4470,79,872.0,8,,60,Windows 10 (64-bit version),1
4471,114,1072.0,4,,1.5,Windows 7,0
4472,413,421.0,6,Version 11,10,"64-bit Windows 7, Windows 8.1, Windows 10",0
4472,414,102.0,8,Version 11,10,"64-bit Windows 7, Windows 8.1, Windows 10",1
4473,400,1103.0,4,Version 9.0,8,Windows XP SP2+,0
4474,400,1097.0,2,,0.5,Windows Vista or later,0
4475,400,1236.0,0.5,DirectX 9c,4.5,Microsoft(R) Windows(R) XP,0
4475,400,200.0,1,DirectX 9c,4.5,Microsoft® Windows® XP/Vista,1
4476,400,200.0,1,DirectX 9.0c,5,Windows XP SP2+,0
4477,425,1153.0,2,,4,"Windows Vista, Windows 7 or Windows 8",0
4477,114,1007.0,4,,4,"Windows Vista, Windows 7 or Windows 8",1
4478,316,421.0,4,Version 11,12,Windows® 7 64 bits,0
4478,120,876.0,8,Version 11,12,Windows® 7 64 bits,1
4479,287,1007.0,8,Version 11,8,Windows 7/8.1/10 (64-bit Required),0
4480,287,1007.0,8,Version 11,5,Windows 7/8.1/10 (64-bit Required),0
4481,182,1103.0,1,,0.05,Windows 7,0
4482,423,1097.0,4,,30,Windows® 7 / Windows® 8 / Windows® 10 64-bit (latest Service Pack),0
4482,417,1007.0,6,,30,Windows® 7 / Windows® 8 / Windows® 10 64-bit (latest Service Pack),1
4483,423,1106.0,6,Version 11,50,Windows® 10 64-bit (latest Service Pack),0
4483,147,94.0,8,Version 11,50,Windows® 10 64-bit (latest Service Pack),1
4484,361,1106.0,2,,0.2,Windows 7,0
4485,424,1153.0,1,Version 9.0c,0.6,Windows 7/8/10/Vista,0
4486,369,,2,Version 9.0c,3,Windows 7,0
4486,363,1153.0,4,Version 11,3,Windows 8.1 64-bit,1
4487,387,1068.0,8,Version 11,6,Windows 10 (64-bit OS required),0
4487,147,1065.0,8,Version 11,6,Windows 10 (64-bit OS required),1
4488,401,112.0,4,Version 11,2,Windows 7 (64 bit),0
4489,209,1153.0,8,Version 11,4,Windows 7/8/10 (64-bit OS required),0
4489,147,1098.0,8,Version 12,4,Windows 10 (64-bit OS required),1
4490,162,1072.0,1,Version 9.0c,0.1,Windows XP,0
4490,114,1105.0,2,Version 9.0c,0.1,Windows 7+,1
4491,209,1079.0,6,Version 11,3,Windows 7/8/10 (64-bit OS required),0
4491,354,1114.0,8,Version 11,3,Windows 7/8/10 (64-bit OS required),1
4492,400,1153.0,1,Version 9.0c,0.5,"Windows XP, Windows Vista, Windows 7, Windows 8",0
4493,287,1153.0,8,Version 10,17,Windows 7 64bit,0
4493,285,1135.0,16,Version 11,17,Windows 10 64bit,1
4494,344,872.0,16,Version 11,,"Windows 10, 64-bit",0
4495,400,1173.0,0.5,DirectX  9.0c,1.3,"Win98, WinXP or Vista",0
4495,400,1216.0,1.0,DirectX 9.0c,1.3,"Win98, WinXP or Vista",1
4496,400,1236.0,0.5,DirectX 9.0c,4.0,Windows 2000/XP SP2/Vista,0
4496,400,1127.0,1.0,DirectX 9.0c,4.0,Windows 2000/XP SP2/Vista,1
4497,400,1068.0,4,Version 9.0c,,XP SP3/Windows 7 SP1/Windows 8/Windows 10,0
4497,400,102.0,8,Version 11,,Windows 7 SP1/Windows 10,1
4498,400,558.0,0.375,DirectX 8.1,1.2,Windows 98,0
4498,400,,0.5,DirectX 8.1,1.2,Windows XP,1
4499,400,1173.0,2,9.0c,5,"Windows XP SP3, Windows Vista/7",0
4499,285,1106.0,3,9.0c,5,Windows Vista/7,1
4500,400,1173.0,0.5,DirectX(R) 9,2.5,Microsoft(R) Windows(R) XP/Vista,0
4500,400,1173.0,1.0,DirectX(R) 9,2.5,Microsoft(R) Windows(R) XP/Vista,1
4501,400,200.0,1.0,DirectX 9,,Windows® XP with DirectX 9.0c or greater,0
4502,209,200.0,2,DirectX® 9.0c (included),6,Windows XP / Vista / 7,0
4503,400,1182.0,0.5,DirectX® 9,2.5,Windows® 2000/XP/Vista™,0
4503,400,1173.0,1.0,DirectX® 9,2.5,Windows® XP/Vista™ ,1
4504,400,1153.0,2,Version 9.0c,2,Windows XP SP2,0
4504,363,1031.0,3,Version 11,2,"Windows 7 or later, 64 Bit",1
4505,424,200.0,4,,0.15,Windows 8.1,0
4506,400,1106.0,4,,30,Windows 7 64-bit or newer,0
4506,152,1007.0,6,,30,Windows 8/10 64-bit (latest Service Pack),1
4508,186,1004.0,12,Version 11,15,Windows 10 or later (64-Bit),0
4509,316,123.0,1,,0.2,Windows XP SP2,0
4510,414,1068.0,8,Version 11,9,Windows 7/8/10 64bit,0
4511,400,558.0,0.5,DirectX 9.0c or higher,1.5,Windows XP/ Vista,0
4512,292,1173.0,1,,1,Windows Vista,0
4512,162,1153.0,2,,2,Windows Vista / 7 / 8 / 10,1
4513,424,200.0,1,Version 9.0c,,Vista or higher,0
4514,216,1135.0,4,,,Windows 7 SP1 or newer,0
4516,400,1079.0,8,Version 10,10,Windows 7 64bit,0
4516,375,1112.0,16,Version 11,10,Windows 10 64bit,1
4517,400,1103.0,0.5,DirectX 9.0c,0.55,"Windows 98SE, ME, 2000, XP, Vista",0
4517,424,200.0,1,DirectX 9.0c,0.55,"Windows XP, Vista",1
4518,400,,1,,0.5,Windows Vista/7/8,0
4518,400,,2,,0.5,Windows Vista/7/8/10,1
4519,424,1105.0,8,Version 11,12,64-bit Windows 8/10 (the game runs on Windows 7 but no support will be provided),0
4519,424,1105.0,8,Version 11,12,64-bit Windows 8/10 (the game runs on Windows 7 but no support will be provided),1
4520,114,1135.0,8,Version 9.0,7,"Windows 8 / 10, 64-bit",0
4521,400,1153.0,0.25,DirectX 9.0 or newer ,3,Windows XP ,0
4521,400,200.0,1,DirectX 9.0c,3,Windows XP with service pack 2 and updates ,1
4522,400,,0.5,,,Windows XP+,0
4523,309,1098.0,8,Version 11,,Windows 7,0
4524,400,,2,,0.1,Windows XP or later,0
4525,401,200.0,4,Version 9.0,2,"Windows 7, 8, 10",0
4526,259,200.0,1,9.0c,4,"Windows XP, Vista, Windows 7",0
4526,292,421.0,3,9.0c,4,"Windows XP, Vista, Windows 7",1
4527,182,1127.0,2,Version 9.0c,5,Windows Vista/7,0
4527,292,,4,Version 9.0c,5,Windows Vista/7/10,1
4528,114,1004.0,4,,30,Windows 10,0
4528,40,872.0,8,,30,Windows 10,1
4530,401,1173.0,2,,0.11,Windows XP,0
4531,363,421.0,4,,,Windows 7/8/10 64-bit,0
4531,287,1079.0,8,,,Windows 7/8/10 64-bit,1
4532,320,1153.0,6,,10,"Windows 7, Windows 8, Windows 10 (64-bit)",0
4533,400,1127.0,0.5,Version 9.0c,0.1,Windows XP/Vista/7/8,0
4534,299,1068.0,4,Direct X10,8,Windows 7 64-bit,0
4534,265,872.0,8,Direct X12,8,Windows 10 64-bit,1
4535,291,1153.0,8,Version 11,20,Windows 10 / 11 (64-bit),0
4535,120,872.0,16,Version 11,20,Windows 10 / 11 (64-bit),1
4536,401,1153.0,2,9.0c,1,"Win. XP, Vista, 7, 8 (64-bit Recommended)",0
4536,292,1153.0,4,9.0c,1,"Win. 7, 8 (64-bit Recommended)",1
4537,216,1112.0,8,Version 11,10,Windows 10,0
4537,283,598.0,16,Version 12,10,Windows 10,1
4538,123,1004.0,8,Version 12,6,Windows 10 (64 bit),0
4538,223,990.0,16,Version 12,6,Windows 10 (64 bit),1
4539,400,1236.0,0.5,DirectX 9.0c,3.5,Microsoft Windows 2000/XP ,0
4539,400,1103.0,1,DirectX 9.0c,3.5,Windows XP with service pack,1
4540,400,1072.0,2,,0.4,Windows 7 or newer,0
4541,400,1173.0,0.25,DirectX 9c (Provided during installation).,2.4,"Windows 98SE/2000/ME/XP (95/NT not supported)
If you are running Windows(r) 2000 or Windows(r) XP, you must have Administrator rights to properly install and play Pariah.",0
4542,158,1007.0,12,Version 11,30,"Windows 10, 11 64bit",0
4542,223,1114.0,12,Version 12,30,"Windows 10, 11 64bit",1
4543,400,1102.0,0.015625,Version 9.0,0.7,XP / Vista / 7 / 8 / 10,0
4544,401,1153.0,4,Version 11,3,"Windows 7 SP1 (64 bit only), Windows 8 (64 bit only), Windows 10 (64 bit only)",0
4544,320,1153.0,8,Version 11,3,"Windows 7 SP1 (64 bit only), Windows 8 (64 bit only), Windows 10 (64 bit only)",1
4545,320,,3,Version 10,1,"Windows Vista, Windows 7, Windows 8, Windows 10",0
4545,287,,4,Version 11,1,"Windows Vista, Windows 7, Windows 8, Windows 10",1
4546,401,1153.0,4,Version 9.0,0.21,Windows 7 and newer,0
4547,315,1065.0,8,Version 9.0c,10,Windows 7 SP1 64bit,0
4547,170,872.0,16,Version 11,10,Windows 10 64bit,1
4548,114,911.0,8,Version 11,8,"Windows 10, 64-bit / Windows 11, 64-bit",0
4548,150,872.0,16,Version 11,8,"Windows 10, 64-bit / Windows 11, 64-bit",1
4549,400,1103.0,1.0,,1,Windows XP/7/8/10,0
4550,162,72.0,4.0,Version 11,6,Windows XP/7/8/10,0
4550,114,896.0,4.0,Version 11,6,Windows XP/7/8/10,1
