name,price,link,company,product_seq,image,chipset_company,chipset,nm,base_clock,boost_clock,cuda_processor,stream_processor,interface,memory_type,memory_capacity,memory_clock,memory_bus,port,monitor_support,additional_function,usage_power,recommend_power,cooling_type,pan_number,length,thickness,pin,feature,as_years,bench_mark,reg_date,bookmark
FORSA 지포스 RTX 3060 Ti D6 8GB,,https://prod.danawa.com/info/?pcode=19007732&cate=112753,FORSA,19007732,//img.danawa.com/prod_img/500000/732/007/img/19007732_1.jpg?shrink=330:*&_v=20230213134456,NVIDIA,RTX 3060 Ti,8,1410,1665.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,184,220.0,600.0,11,2.0,245.0,59,1000,1,,,202302,
ZOTAC 지포스 RTX 3060 D6 12GB (무상보증표기 중고),341580.0,https://prod.danawa.com/info/?pcode=20039219&cate=112753,ZOTAC,20039219,//img.danawa.com/prod_img/500000/219/039/img/20039219_1.jpg?shrink=330:*&_v=20230504172209,NVIDIA,해당없음,,,,,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,0,,0,,,0,,,,0,0,,,202102,
GIGABYTE 지포스 GTX 1660 SUPER UDV D6 6GB 제이씨현,287990.0,https://prod.danawa.com/info/?pcode=13437776&cate=112753,GIGABYTE,13437776,//img.danawa.com/prod_img/500000/776/437/img/13437776_1.jpg?shrink=330:*&_v=20210621153242,NVIDIA,GTX 1660 SUPER,12,,1785.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,4,4.0,304,,450.0,11,2.0,225.0,41,10000,1,,,202102,
엠탑코리아 지포스 GTX1050 NEW D5 2GB 듀얼쿨러,243000.0,https://prod.danawa.com/info/?pcode=11567090&cate=112753,엠탑코리아,11567090,//img.danawa.com/prod_img/500000/090/567/img/11567090_1.jpg?shrink=330:*&_v=20201020141140,NVIDIA,GTX1050,14,1367,1468.0,640.0,,PCIe3.0x16,GDDR5(DDR5),,7008.0,128.0,1028,3.0,16,75.0,300.0,9,2.0,200.0,40,0,0,,,202006,
지포스 GTX750 D5 1GB (중고),28500.0,https://prod.danawa.com/info/?pcode=6756814&cate=112753,,6756814,//img.danawa.com/prod_img/500000/814/756/img/6756814_1.jpg?shrink=330:*&_v=20181130145415,NVIDIA,해당없음,,,,,,PCIe3.0x16,GDDR5(DDR5),,,128.0,0,,0,,,0,,,,0,0,,,201811,
MSI 지포스 RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S (해외구매),3161000.0,https://prod.danawa.com/info/?pcode=15566774&cate=112753,MSI,15566774,//img.danawa.com/prod_img/500000/774/566/img/15566774_1.jpg?shrink=330:*&_v=20211101150753,NVIDIA,해당없음,,,1845.0,,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,384.0,0,4.0,249,400.0,850.0,11,3.0,336.0,61,0,5,,,202106,
MSI 지포스 RTX 3080 D6X 10GB (무상보증표기 중고),562930.0,https://prod.danawa.com/info/?pcode=20034893&cate=112753,MSI,20034893,//img.danawa.com/prod_img/500000/893/034/img/20034893_1.jpg?shrink=330:*&_v=20230504144045,NVIDIA,해당없음,,,,,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,320.0,0,,0,,,0,,,,0,0,,,202009,
지포스 GTX650 D5 1GB (중고),19890.0,https://prod.danawa.com/info/?pcode=16217210&cate=112753,,16217210,//img.danawa.com/prod_img/500000/210/217/img/16217210_1.jpg?shrink=330:*&_v=20220118153237,NVIDIA,해당없음,,,,,,PCIe3.0x16,GDDR5(DDR5),,5000.0,128.0,0,,0,,,0,,,,0,0,,,201209,
라데온 RX 570 D5 4GB (중고),82990.0,https://prod.danawa.com/info/?pcode=6632590&cate=112753,,6632590,//img.danawa.com/prod_img/500000/590/632/img/6632590_1.jpg?shrink=330:*&_v=20181115112710,AMD(ATi),해당없음,,,,,,PCIe3.0x16,GDDR5(DDR5),,,256.0,0,,2,,,0,,,,0,0,,,201811,
이엠텍 지포스 RTX 3060 Ti D6 8GB (무상보증표기 중고),367070.0,https://prod.danawa.com/info/?pcode=20037923&cate=112753,이엠텍,20037923,//img.danawa.com/prod_img/500000/923/037/img/20037923_1.jpg?shrink=330:*&_v=20230504163615,NVIDIA,해당없음,,,,,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,0,,0,,,0,,,,0,0,,,202202,
MSI 지포스 RTX 3050 벤투스 2X OC V1 D6 8GB,339000.0,https://prod.danawa.com/info/?pcode=19321322&cate=112753,MSI,19321322,//img.danawa.com/prod_img/500000/322/321/img/19321322_1.jpg?shrink=330:*&_v=20230907153222,NVIDIA,RTX 3050,8,,1807.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,185,115.0,500.0,11,2.0,236.0,43,100000,1,,,202303,
지포스 GT620 (중고),15000.0,https://prod.danawa.com/info/?pcode=17818937&cate=112753,,17818937,//img.danawa.com/prod_img/500000/937/818/img/17818937_1.jpg?shrink=330:*&_v=20220913164920,NVIDIA,해당없음,,,,,,,,,,,0,,0,,,0,,,,0,0,,,201205,
FORSA 지포스 GTX 1660 SUPER K D6 6GB,255520.0,https://prod.danawa.com/info/?pcode=10936446&cate=112753,FORSA,10936446,//img.danawa.com/prod_img/500000/446/936/img/10936446_1.jpg?shrink=330:*&_v=20211103180409,NVIDIA,GTX 1660 SUPER,12,1530,1785.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,3.0,272,120.0,450.0,11,2.0,257.0,42,10000,0,,,202003,
라데온 RX 6800 XT D6 16GB (중고),519000.0,https://prod.danawa.com/info/?pcode=18203561&cate=112753,,18203561,//img.danawa.com/prod_img/500000/561/203/img/18203561_1.jpg?shrink=330:*&_v=20221107174412,AMD(ATi),해당없음,,,2285.0,,,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,0,,0,,,0,,,,0,0,,,202211,
ZOTAC 지포스 RTX 3070 D6 8GB (무상보증표기 중고),403370.0,https://prod.danawa.com/info/?pcode=20035994&cate=112753,ZOTAC,20035994,//img.danawa.com/prod_img/500000/994/035/img/20035994_1.jpg?shrink=330:*&_v=20230504151743,NVIDIA,해당없음,,,,,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,0,,0,,,0,,,,0,0,,,202010,
지포스 GT730 (중고),26270.0,https://prod.danawa.com/info/?pcode=17814695&cate=112753,,17814695,//img.danawa.com/prod_img/500000/695/814/img/17814695_1.jpg?shrink=330:*&_v=20220913140730,NVIDIA,해당없음,,,,,,,,,,,0,,0,,,0,,,,0,0,,,201406,
COLORFUL iGame 지포스 RTX 4060 Ti Advanced OC D6 16GB,,https://prod.danawa.com/info/?pcode=27607277&cate=112753,COLORFUL,27607277,//img.danawa.com/prod_img/500000/277/607/img/27607277_1.jpg?shrink=330:*&_v=20230824145210,NVIDIA,RTX 4060 Ti,4,2310,2610.0,4352.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,4.0,185,200.0,550.0,10,3.0,318.4,47.9,10000,21,3.0,,202308,
NVIDIA Tesla T4 D6 16GB (해외구매),2316700.0,https://prod.danawa.com/info/?pcode=17122427&cate=112753,NVIDIA,17122427,//img.danawa.com/prod_img/500000/427/122/img/17122427_1.jpg?shrink=330:*&_v=20220525094715,NVIDIA,해당없음,,585,1590.0,,,PCIe3.0x16,GDDR6(DDR6),,1250.0,256.0,0,,0,70.0,,1,,168.0,,0,0,,,202205,
지포스 GTX760 D5 2GB (중고),43230.0,https://prod.danawa.com/info/?pcode=6674599&cate=112753,,6674599,//img.danawa.com/prod_img/500000/599/674/img/6674599_1.jpg?shrink=330:*&_v=20181121114843,NVIDIA,해당없음,,,,,,PCIe3.0x16,GDDR5(DDR5),,,256.0,0,,0,,,0,,,,0,0,,,201811,
ASUS 지포스 RTX 3060 Ti D6 8GB (무상보증표기 중고),367420.0,https://prod.danawa.com/info/?pcode=20036573&cate=112753,ASUS,20036573,//img.danawa.com/prod_img/500000/573/036/img/20036573_1.jpg?shrink=330:*&_v=20230504153853,NVIDIA,해당없음,,,,,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,0,,0,,,0,,,,0,0,,,202202,
PALIT 지포스 RTX 4080 GAMEROCK D6X 16GB,1679000.0,https://prod.danawa.com/info/?pcode=18302984&cate=112753,PALIT,18302984,//img.danawa.com/prod_img/500000/984/302/img/18302984_1.jpg?shrink=330:*&_v=20221116230000,NVIDIA,RTX 4080,4,2205,2505.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,249,340.0,850.0,11,3.0,329.4,71.5,100,7,3.0,,202211,
지포스 GTX750 Ti D5 1GB (중고),38630.0,https://prod.danawa.com/info/?pcode=6756913&cate=112753,,6756913,//img.danawa.com/prod_img/500000/913/756/img/6756913_1.jpg?shrink=330:*&_v=20181130145826,NVIDIA,해당없음,,,,,,PCIe3.0x16,GDDR5(DDR5),,,128.0,0,,0,,,0,,,,0,0,,,201811,
AFOX 지포스 GT730 D3 2GB LP 무소음,200000.0,https://prod.danawa.com/info/?pcode=13815992&cate=112753,AFOX,13815992,//img.danawa.com/prod_img/500000/992/815/img/13815992_1.jpg?shrink=330:*&_v=20210406144033,NVIDIA,GT730,28,901,,384.0,,PCIe2.0x8,GDDR3(DDR3),,1600.0,64.0,1028,3.0,16,38.0,300.0,1,,145.0,35,0,0,,,202104,
NETSTOR Hercules HL23T,689000.0,https://prod.danawa.com/info/?pcode=6554203&cate=112753,NETSTOR,6554203,//img.danawa.com/prod_img/500000/203/554/img/6554203_1.jpg?shrink=330:*&_v=20181030112550,,해당없음,,,,,,PCIe3.0x16,,,,,8192,,0,,,0,,371.0,110,0,0,,,201810,
이엠텍 지포스 GTX 1660 SUPER D6 6GB (무상보증표기 중고),169670.0,https://prod.danawa.com/info/?pcode=20039582&cate=112753,이엠텍,20039582,//img.danawa.com/prod_img/500000/582/039/img/20039582_1.jpg?shrink=330:*&_v=20230504173918,NVIDIA,해당없음,,,,,,PCIe3.0x16,GDDR6(DDR6),,,192.0,0,,0,,,0,,,,0,0,,,201910,
GIGABYTE 지포스 RTX 3060 D6 12GB (무상보증표기 중고),342700.0,https://prod.danawa.com/info/?pcode=20039255&cate=112753,GIGABYTE,20039255,//img.danawa.com/prod_img/500000/255/039/img/20039255_1.jpg?shrink=330:*&_v=20230504172410,NVIDIA,해당없음,,,,,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,0,,0,,,0,,,,0,0,,,202102,
