name,price,link,company,product_seq,image,chipset_company,chipset,nm,base_clock,boost_clock,cuda_processor,stream_processor,interface,memory_type,memory_capacity,memory_clock,memory_bus,port,monitor_support,additional_function,usage_power,recommend_power,cooling_type,pan_number,length,thickness,pin,feature,as_years,bench_mark,reg_date,bookmark
리드텍 WinFast 지포스 RTX 4090 HURRICANE D6X 24GB,2289990.0,https://prod.danawa.com/info/?pcode=18275285&cate=112753,리드텍,18275285,//img.danawa.com/prod_img/500000/285/275/img/18275285_1.jpg?shrink=330:*&_v=20221115135543,NVIDIA,RTX 4090,4,2235,2520.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,312,450.0,850.0,11,3.0,351.5,68.3,100,5,3.0,,202211,
ASUS ROG STRIX 라데온 RX 6700 XT O12G GAMING OC D6 12GB 대원씨티에스,,https://prod.danawa.com/info/?pcode=13653392&cate=112753,ASUS,13653392,//img.danawa.com/prod_img/500000/392/653/img/13653392_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),RX 6700 XT,7,,,,2560,PCIe4.0x16,GDDR6(DDR6),,16000.0,192.0,4,4.0,186,,650.0,11,3.0,322.0,59,20000,5,3.0,,202103,
GIGABYTE 라데온 RX 6700 XT Gaming OC D6 12GB 피씨디렉트,871190.0,https://prod.danawa.com/info/?pcode=13646882&cate=112753,GIGABYTE,13646882,//img.danawa.com/prod_img/500000/882/646/img/13646882_1.jpg?shrink=330:*&_v=20210318220043,AMD(ATi),RX 6700 XT,7,,2622.0,,2560,PCIe4.0x16,GDDR6(DDR6),,16000.0,192.0,4,4.0,281,,650.0,11,3.0,281.0,49,110000,5,,,202103,
갤럭시 갤라즈 BOY 지포스 RTX 3060 D6 8GB,382970.0,https://prod.danawa.com/info/?pcode=18240380&cate=112753,갤럭시,18240380,//img.danawa.com/prod_img/500000/380/240/img/18240380_1.jpg?shrink=330:*&_v=20230724133155,NVIDIA,RTX 3060,8,,1777.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,128.0,4,4.0,57,170.0,550.0,11,2.0,245.0,41.5,10000,1,3.0,,202211,
ASUS TUF Gaming 지포스 RTX 3080 O10G OC D6X 10GB,1663300.0,https://prod.danawa.com/info/?pcode=12204362&cate=112753,ASUS,12204362,//img.danawa.com/prod_img/500000/362/204/img/12204362_1.jpg?shrink=330:*&_v=20220216130032,NVIDIA,RTX 3080,8,1440,1815.0,8704.0,,PCIe4.0x16,GDDR6X(DDR6X),,19500.0,320.0,4,4.0,249,,850.0,11,3.0,300.0,59,20000,5,,,202009,
GIGABYTE 지포스 RTX 4060 Ti Gaming OC D6 16GB 피씨디렉트,785380.0,https://prod.danawa.com/info/?pcode=25064699&cate=112753,GIGABYTE,25064699,//img.danawa.com/prod_img/500000/699/064/img/25064699_1.jpg?shrink=330:*&_v=20230807150428,NVIDIA,RTX 4060 Ti,4,,2595.0,4352.0,,PCIe4.0,GDDR6(DDR6),,18000.0,,4,4.0,233,,500.0,11,3.0,281.0,53,10000,5,3.0,,202308,
GAINWARD 지포스 RTX 4060 고스트 OC D6 8GB,438990.0,https://prod.danawa.com/info/?pcode=20745782&cate=112753,GAINWARD,20745782,//img.danawa.com/prod_img/500000/782/745/img/20745782_1.jpg?shrink=330:*&_v=20230630161621,NVIDIA,RTX 4060,4,1830,2670.0,3072.0,,PCIe4.0x8,GDDR6(DDR6),,17000.0,128.0,4,,185,115.0,,11,2.0,249.9,40.2,0,7,3.0,,202306,
ASUS TUF Gaming 라데온 RX 6700 XT O12G OC D6 12GB,1538800.0,https://prod.danawa.com/info/?pcode=13647839&cate=112753,ASUS,13647839,//img.danawa.com/prod_img/500000/839/647/img/13647839_1.jpg?shrink=330:*&_v=20210324123810,AMD(ATi),RX 6700 XT,7,,2622.0,,2560,PCIe4.0x16,GDDR6(DDR6),,16000.0,192.0,4,4.0,186,,650.0,11,3.0,322.0,59,20000,5,,,202103,
ASRock 라데온 RX 6700 XT CHALLENGER D D6 12GB 에즈윈,,https://prod.danawa.com/info/?pcode=13645739&cate=112753,ASRock,13645739,//img.danawa.com/prod_img/500000/739/645/img/13645739_1.jpg?shrink=330:*&_v=20211021130812,AMD(ATi),RX 6700 XT,7,2321,2581.0,,2560,PCIe4.0x16,GDDR6(DDR6),,16000.0,192.0,4,4.0,281,,650.0,11,2.0,269.0,41,20000,3,,,202103,
COLORFUL iGame 지포스 RTX 4080 Advanced OC D6X 16GB,1804640.0,https://prod.danawa.com/info/?pcode=18373166&cate=112753,COLORFUL,18373166,//img.danawa.com/prod_img/500000/166/373/img/18373166_1.jpg?shrink=330:*&_v=20230831170533,NVIDIA,RTX 4080,4,2205,2625.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,185,370.0,850.0,11,3.0,343.8,70.5,100,21,3.0,,202211,
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS EX WHITE OC D6X 8GB,615000.0,https://prod.danawa.com/info/?pcode=18371351&cate=112753,갤럭시,18371351,//img.danawa.com/prod_img/500000/351/371/img/18371351_1.jpg?shrink=330:*&_v=20221128093919,NVIDIA,RTX 3060 Ti,8,,1680.0,4864.0,,PCIe4.0,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,41,225.0,650.0,11,2.0,285.0,59,10000,5,3.0,,202211,
갤럭시 갤라즈 BOY 지포스 GTX 1630 EX OC D6 4GB,185100.0,https://prod.danawa.com/info/?pcode=17471417&cate=112753,갤럭시,17471417,//img.danawa.com/prod_img/500000/417/471/img/17471417_1.jpg?shrink=330:*&_v=20220720131027,NVIDIA,GTX 1630,12,1740,1800.0,512.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,64.0,1028,3.0,56,75.0,300.0,9,2.0,200.0,33,0,0,3.0,,202207,
GIGABYTE 지포스 RTX 4060 Ti AERO OC D6 16GB 제이씨현,804860.0,https://prod.danawa.com/info/?pcode=27272636&cate=112753,GIGABYTE,27272636,//img.danawa.com/prod_img/500000/636/272/img/27272636_1.jpg?shrink=330:*&_v=20230807150003,NVIDIA,RTX 4060 Ti,4,,2595.0,4352.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,,4,4.0,169,,500.0,11,3.0,281.0,50,10000,1,3.0,,202308,
PNY 지포스 RTX 4070 Ti VERTO D6X 12GB Triple White Edition 제이씨현,1175290.0,https://prod.danawa.com/info/?pcode=19520795&cate=112753,PNY,19520795,//img.danawa.com/prod_img/500000/795/520/img/19520795_1.jpg?shrink=330:*&_v=20230718153255,NVIDIA,RTX 4070 Ti,4,2310,2610.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,57,285.0,700.0,11,3.0,305.1,60.6,100,5,3.0,,202303,
GAINWARD 지포스 RTX 4070 Ti 피닉스 GS D6X 12GB,1204990.0,https://prod.danawa.com/info/?pcode=19080056&cate=112753,GAINWARD,19080056,//img.danawa.com/prod_img/500000/056/080/img/19080056_1.jpg?shrink=330:*&_v=20230220163306,NVIDIA,RTX 4070 Ti,4,2310,2760.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,185,285.0,750.0,11,3.0,328.9,63.6,100,7,3.0,,202302,
ASUS TUF Gaming 지포스 RTX 3070 Ti O8G OC D6X 8GB,916000.0,https://prod.danawa.com/info/?pcode=14444705&cate=112753,ASUS,14444705,//img.danawa.com/prod_img/500000/705/444/img/14444705_1.jpg?shrink=330:*&_v=20220610113348,NVIDIA,RTX 3070 Ti,8,,1815.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,249,,750.0,11,3.0,300.0,59,20000,5,,,202106,
ASRock 라데온 RX 6700 XT CHALLENGER Pro OC D6 12GB 에즈윈,688760.0,https://prod.danawa.com/info/?pcode=13645580&cate=112753,ASRock,13645580,//img.danawa.com/prod_img/500000/580/645/img/13645580_1.jpg?shrink=330:*&_v=20210318220027,AMD(ATi),RX 6700 XT,7,2375,2620.0,,2560,PCIe4.0x16,GDDR6(DDR6),,16000.0,192.0,4,4.0,281,,650.0,11,3.0,303.0,45,20000,3,,,202103,
GIGABYTE 지포스 RTX 4060 Ti AERO OC D6 16GB 피씨디렉트,801430.0,https://prod.danawa.com/info/?pcode=25059725&cate=112753,GIGABYTE,25059725,//img.danawa.com/prod_img/500000/725/059/img/25059725_1.jpg?shrink=330:*&_v=20230801095101,NVIDIA,RTX 4060 Ti,4,,2595.0,4352.0,,PCIe4.0,GDDR6(DDR6),,18000.0,,4,4.0,169,,500.0,11,3.0,281.0,50,10000,1,3.0,,202308,
PNY 지포스 RTX 3060 Ti VERTO D6X 8GB Dual 제이씨현,616000.0,https://prod.danawa.com/info/?pcode=19239866&cate=112753,PNY,19239866,//img.danawa.com/prod_img/500000/866/239/img/19239866_1.jpg?shrink=330:*&_v=20230307130518,NVIDIA,RTX 3060 Ti,8,1410,1665.0,4864.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,185,225.0,650.0,11,2.0,250.0,47.4,1000,1,3.0,,202303,
GIGABYTE 지포스 GTX 1650 UD2 OC V2 D6 4GB 피씨디렉트,211010.0,https://prod.danawa.com/info/?pcode=15825011&cate=112753,GIGABYTE,15825011,//img.danawa.com/prod_img/500000/011/825/img/15825011_1.jpg?shrink=330:*&_v=20211201105952,NVIDIA,GTX 1650,12,,1635.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,1028,3.0,304,,330.0,9,1.0,172.0,40,100000,0,,,202112,
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS V2 D6X 8GB,560700.0,https://prod.danawa.com/info/?pcode=18373706&cate=112753,갤럭시,18373706,//img.danawa.com/prod_img/500000/706/373/img/18373706_1.jpg?shrink=330:*&_v=20221128160145,NVIDIA,RTX 3060 Ti,8,,1665.0,4864.0,,PCIe4.0,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,57,225.0,650.0,11,2.0,238.0,59,10000,1,3.0,,202211,
MSI 지포스 GTX 1630 에어로 ITX OC D6 4GB,184990.0,https://prod.danawa.com/info/?pcode=17511272&cate=112753,MSI,17511272,//img.danawa.com/prod_img/500000/272/511/img/17511272_1.jpg?shrink=330:*&_v=20220722092155,NVIDIA,GTX 1630,12,,1815.0,512.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,64.0,1028,3.0,280,75.0,300.0,9,1.0,170.0,39,0,0,,,202207,
COLORFUL 지포스 RTX 4070 토마호크 EX D6X 12GB,841650.0,https://prod.danawa.com/info/?pcode=19773899&cate=112753,COLORFUL,19773899,//img.danawa.com/prod_img/500000/899/773/img/19773899_1.jpg?shrink=330:*&_v=20230413215954,NVIDIA,RTX 4070,4,1920,2475.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,185,200.0,700.0,11,3.0,325.0,53.8,10000,5,3.0,,202304,
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS SG OC D6X 8GB,701000.0,https://prod.danawa.com/info/?pcode=18172013&cate=112753,갤럭시,18172013,//img.danawa.com/prod_img/500000/013/172/img/18172013_1.jpg?shrink=330:*&_v=20230914090023,NVIDIA,RTX 3060 Ti,8,,1680.0,4864.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,57,225.0,650.0,11,3.0,317.0,61,10000,5,3.0,,202211,
GIGABYTE 지포스 RTX 4080 AERO OC D6X 16GB 피씨디렉트,1801000.0,https://prod.danawa.com/info/?pcode=18303725&cate=112753,GIGABYTE,18303725,//img.danawa.com/prod_img/500000/725/303/img/18303725_1.jpg?shrink=330:*&_v=20230831165838,NVIDIA,RTX 4080,4,,2535.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,121,,850.0,15,3.0,342.0,75,100,5,3.0,,202211,
갤럭시 갤라즈 BOY 지포스 GTX 1650 EX D6 4GB,220980.0,https://prod.danawa.com/info/?pcode=18240224&cate=112753,갤럭시,18240224,//img.danawa.com/prod_img/500000/224/240/img/18240224_1.jpg?shrink=330:*&_v=20221110132403,NVIDIA,GTX 1650,12,1410,1605.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,1028,3.0,56,75.0,300.0,9,2.0,212.0,38,0,0,,,202211,
GIGABYTE 지포스 GT1030 UD2 D4 2GB 미니미 피씨디렉트,99450.0,https://prod.danawa.com/info/?pcode=14092100&cate=112753,GIGABYTE,14092100,//img.danawa.com/prod_img/500000/100/092/img/14092100_1.jpg?shrink=330:*&_v=20210504143128,NVIDIA,GT1030,14,1177,1417.0,384.0,,PCIe3.0x16(at x4),DDR4,,2100.0,64.0,1028,2.0,16,,300.0,9,1.0,150.0,15,0,0,,,202105,
AMD 라데온 PRO W6800 D6 32GB 대원씨티에스,1937480.0,https://prod.danawa.com/info/?pcode=14632550&cate=112753,AMD,14632550,//img.danawa.com/prod_img/500000/550/632/img/14632550_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),W6800,7,,,,3840,PCIe4.0x16,GDDR6 ECC,,,256.0,0,6.0,56,250.0,650.0,8,1.0,267.0,,110000,0,3.0,,202106,
갤럭시 BOY 지포스 RTX 4070 3X OC D6X 12GB,849950.0,https://prod.danawa.com/info/?pcode=20776718&cate=112753,갤럭시,20776718,//img.danawa.com/prod_img/500000/718/776/img/20776718_1.jpg?shrink=330:*&_v=20230704150025,NVIDIA,RTX 4070,4,1920,2490.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,,153,200.0,600.0,11,3.0,299.0,40,10000,5,3.0,,202307,
GAINWARD 지포스 RTX 4080 팬텀 GS D6X 16GB,1639000.0,https://prod.danawa.com/info/?pcode=18303365&cate=112753,GAINWARD,18303365,//img.danawa.com/prod_img/500000/365/303/img/18303365_1.jpg?shrink=330:*&_v=20230831170319,NVIDIA,RTX 4080,4,2205,2640.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,249,,850.0,15,3.0,329.4,69.7,100,7,3.0,,202211,
AFOX 지포스 GT730 D3 1GB LP 무소음 디앤디컴,50250.0,https://prod.danawa.com/info/?pcode=14429078&cate=112753,AFOX,14429078,//img.danawa.com/prod_img/500000/078/429/img/14429078_1.jpg?shrink=330:*&_v=20230220160631,NVIDIA,GT730,28,902,,384.0,,PCIe2.0x16,GDDR3(DDR3),,1600.0,64.0,1028,3.0,16,,300.0,1,,145.0,35,0,0,,,202106,
ASRock 라데온 RX 7600 CHALLENGER OC D6 8GB 대원씨티에스,405490.0,https://prod.danawa.com/info/?pcode=27546905&cate=112753,ASRock,27546905,//img.danawa.com/prod_img/500000/905/546/img/27546905_1.jpg?shrink=330:*&_v=20230811094624,AMD(ATi),RX 7600,,1770,2695.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,4.0,281,,550.0,11,2.0,269.2,40.3,10000,3,3.0,,202308,
GIGABYTE 라데온 RX 6700 XT Gaming OC D6 12GB 제이씨현,1200000.0,https://prod.danawa.com/info/?pcode=13647554&cate=112753,GIGABYTE,13647554,//img.danawa.com/prod_img/500000/554/647/img/13647554_1.jpg?shrink=330:*&_v=20210323145831,AMD(ATi),RX 6700 XT,7,,2622.0,,2560,PCIe4.0x16,GDDR6(DDR6),,,192.0,4,4.0,313,,650.0,11,3.0,281.0,49,110000,5,,,202103,
ASRock 라데온 RX 7600 스틸레전드 OC D6 8GB 대원씨티에스,447510.0,https://prod.danawa.com/info/?pcode=27547163&cate=112753,ASRock,27547163,//img.danawa.com/prod_img/500000/163/547/img/27547163_1.jpg?shrink=330:*&_v=20230811095538,AMD(ATi),RX 7600,,,2725.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,4.0,281,,600.0,11,3.0,303.0,45,10000,7,3.0,,202308,
갤럭시 BOY 지포스 GT1030 D5 2GB,99660.0,https://prod.danawa.com/info/?pcode=7479994&cate=112753,갤럭시,7479994,//img.danawa.com/prod_img/500000/994/479/img/7479994_1.jpg?shrink=330:*&_v=20220613174640,NVIDIA,GT1030,14,1227,1468.0,384.0,,PCIe3.0x16(at x4),GDDR5(DDR5),,1502.0,64.0,1028,,16,30.0,300.0,9,1.0,166.0,38,0,0,3.0,,201903,
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS D6X 8GB,712000.0,https://prod.danawa.com/info/?pcode=18151154&cate=112753,갤럭시,18151154,//img.danawa.com/prod_img/500000/154/151/img/18151154_1.jpg?shrink=330:*&_v=20221031162351,NVIDIA,RTX 3060 Ti,8,,1665.0,4864.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,57,225.0,650.0,11,2.0,238.0,59,10000,1,3.0,,202210,
리드텍 WinFast 지포스 RTX 3060 CLASSIC D6 12GB,498160.0,https://prod.danawa.com/info/?pcode=15968993&cate=112753,리드텍,15968993,//img.danawa.com/prod_img/500000/993/968/img/15968993_1.jpg?shrink=330:*&_v=20220404175414,NVIDIA,RTX 3060,8,1320,1777.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,184,170.0,550.0,11,1.0,253.0,35,10000,0,3.0,,202112,
AFOX 지포스 GTX1050 Ti H5 D5 4GB DUAL 디앤디컴,180600.0,https://prod.danawa.com/info/?pcode=21325133&cate=112753,AFOX,21325133,//img.danawa.com/prod_img/500000/133/325/img/21325133_1.jpg?shrink=330:*&_v=20230706161020,NVIDIA,GTX1050 Ti,14,,1392.0,768.0,,PCIe3.0x16,GDDR5(DDR5),,7000.0,128.0,1028,3.0,272,,300.0,9,2.0,210.0,,0,0,3.0,,202307,
GIGABYTE AORUS 지포스 RTX 4090 Xtreme 워터포스 D6X 24GB 피씨디렉트,3417000.0,https://prod.danawa.com/info/?pcode=17982341&cate=112753,GIGABYTE,17982341,//img.danawa.com/prod_img/500000/341/982/img/17982341_1.jpg?shrink=330:*&_v=20230309125002,NVIDIA,RTX 4090,4,,,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,56,,850.0,25,3.0,238.0,40,100,33,3.0,,202210,
PNY 지포스 RTX 4070 Ti VERTO D6X 12GB Triple 마이크로닉스,1130690.0,https://prod.danawa.com/info/?pcode=18712772&cate=112753,PNY,18712772,//img.danawa.com/prod_img/500000/772/712/img/18712772_1.jpg?shrink=330:*&_v=20230327155204,NVIDIA,RTX 4070 Ti,4,2310,2610.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,57,285.0,,11,3.0,305.1,60.6,100,1,3.0,,202301,
이엠텍 지포스 RTX 4080 GAMEROCK D6X 16GB,1725990.0,https://prod.danawa.com/info/?pcode=18296906&cate=112753,이엠텍,18296906,//img.danawa.com/prod_img/500000/906/296/img/18296906_1.jpg?shrink=330:*&_v=20230831170405,NVIDIA,RTX 4080,4,2205,2505.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,249,340.0,850.0,11,3.0,329.4,71.5,100,7,3.0,,202211,
XFX 라데온 RX 7900 XTX MERC 310 BLACK D6 24GB,1642630.0,https://prod.danawa.com/info/?pcode=18519410&cate=112753,XFX,18519410,//img.danawa.com/prod_img/500000/410/519/img/18519410_1.jpg?shrink=330:*&_v=20221219154359,AMD(ATi),RX 7900 XTX,5,1855,2615.0,,6144,PCIe4.0x16,GDDR6(DDR6),,20000.0,384.0,4,4.0,56,,850.0,11,3.0,344.0,59,30000,5,3.0,,202212,
AMD 라데온 PRO WX3200 D5 4GB LP 대원씨티에스,233990.0,https://prod.danawa.com/info/?pcode=14296337&cate=112753,AMD,14296337,//img.danawa.com/prod_img/500000/337/296/img/14296337_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),WX3200,14,,,,640,PCIe3.0x16(at x8),GDDR5(DDR5),,,128.0,0,4.0,24,50.0,,8,1.0,168.0,18,0,0,3.0,,202103,
AMD 라데온 PRO W6600 D6 8GB 대원씨티에스,725260.0,https://prod.danawa.com/info/?pcode=15129071&cate=112753,AMD,15129071,//img.danawa.com/prod_img/500000/071/129/img/15129071_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),W6600,7,,,,1792,PCIe4.0x16(at x8),GDDR6(DDR6),,,128.0,0,4.0,56,130.0,350.0,8,1.0,241.0,,100000,0,3.0,,202108,
GIGABYTE AORUS 지포스 RTX 4080 Xtreme 워터포스 D6X 16GB 제이씨현,1870700.0,https://prod.danawa.com/info/?pcode=18303707&cate=112753,GIGABYTE,18303707,//img.danawa.com/prod_img/500000/707/303/img/18303707_1.jpg?shrink=330:*&_v=20230831165349,NVIDIA,RTX 4080,4,,2565.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,120,,850.0,25,3.0,236.0,40,100,37,3.0,,202211,
갤럭시 BOY 지포스 GT710 D3 1GB LP 무소음,47530.0,https://prod.danawa.com/info/?pcode=7480081&cate=112753,갤럭시,7480081,//img.danawa.com/prod_img/500000/081/480/img/7480081_1.jpg?shrink=330:*&_v=20200825133709,NVIDIA,GT710,28,954,,192.0,,PCIe2.0x8,GDDR3(DDR3),,1600.0,64.0,1028,,16,,300.0,1,,165.0,34,0,0,,,201903,
ASUS TUF Gaming 라데온 RX 7900 XT O20G OC D6 20GB 대원씨티에스,1350700.0,https://prod.danawa.com/info/?pcode=18493604&cate=112753,ASUS,18493604,//img.danawa.com/prod_img/500000/604/493/img/18493604_1.jpg?shrink=330:*&_v=20221214175551,AMD(ATi),RX 7900 XT,5,,,,5376,PCIe4.0x16,GDDR6(DDR6),,20000.0,320.0,4,4.0,185,,750.0,11,3.0,352.9,72.6,30000,5,,,202212,
PNY 지포스 RTX 3070 Ti VERTO D6X 8GB Triple 제이씨현,752400.0,https://prod.danawa.com/info/?pcode=18955649&cate=112753,PNY,18955649,//img.danawa.com/prod_img/500000/649/955/img/18955649_1.jpg?shrink=330:*&_v=20230208133511,NVIDIA,RTX 3070 Ti,8,1575,1770.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,185,290.0,750.0,11,3.0,305.31,57.40,1000,1,3.0,,202209,
MAXSUN 지포스 RTX 2060 SUPER iCRAFT D6 8GB,406080.0,https://prod.danawa.com/info/?pcode=19851107&cate=112753,MAXSUN,19851107,//img.danawa.com/prod_img/500000/107/851/img/19851107_1.jpg?shrink=330:*&_v=20230419170946,NVIDIA,RTX 2060 SUPER,12,1470,1650.0,2176.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,256.0,1028,,24,,550.0,11,3.0,306.0,41,10000,5,3.0,,202304,
리드텍 WinFast 지포스 GTX 1650 D6 4GB,205630.0,https://prod.danawa.com/info/?pcode=12296372&cate=112753,리드텍,12296372,//img.danawa.com/prod_img/500000/372/296/img/12296372_1.jpg?shrink=330:*&_v=20210709142613,NVIDIA,GTX 1650,12,1410,1590.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,1028,3.0,272,75.0,300.0,9,1.0,149.0,35,0,0,,,202009,
PNY XLR8 지포스 RTX 4070 Ti VERTO EPIC-X RGB TF OC D6X 12GB 제이씨현,1198990.0,https://prod.danawa.com/info/?pcode=18670910&cate=112753,PNY,18670910,//img.danawa.com/prod_img/500000/910/670/img/18670910_1.jpg?shrink=330:*&_v=20230106162619,NVIDIA,RTX 4070 Ti,4,2310,2670.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,185,285.0,700.0,11,3.0,331.8,66.5,100,7,3.0,,202301,
GIGABYTE 지포스 RTX 3060 Ti Gaming OC PRO V3 D6 8GB 제이씨현,613820.0,https://prod.danawa.com/info/?pcode=14476103&cate=112753,GIGABYTE,14476103,//img.danawa.com/prod_img/500000/103/476/img/14476103_1.jpg?shrink=330:*&_v=20210615113044,NVIDIA,RTX 3060 Ti,8,,1770.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,249,,650.0,11,3.0,281.0,40,110000,5,3.0,,202106,
ASRock 라데온 RX 7900 XT D6 20GB 에즈윈,1383840.0,https://prod.danawa.com/info/?pcode=18499085&cate=112753,ASRock,18499085,//img.danawa.com/prod_img/500000/085/499/img/18499085_1.jpg?shrink=330:*&_v=20221214125003,AMD(ATi),RX 7900 XT,5,,2400.0,,5376,PCIe4.0x16,GDDR6(DDR6),,20000.0,320.0,4,4.0,312,,750.0,9,3.0,276.4,51.25,20000,1,2.0,,202212,
ASUS ROG STRIX 지포스 RTX 4080 GAMING D6X 16GB,2019190.0,https://prod.danawa.com/info/?pcode=18302522&cate=112753,ASUS,18302522,//img.danawa.com/prod_img/500000/522/302/img/18302522_1.jpg?shrink=330:*&_v=20230831173921,NVIDIA,RTX 4080,4,,2535.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,249,,750.0,15,3.0,357.6,70.1,100,69,,,202211,
AFOX 지포스 GTX 1650 H1 D6 4GB DUAL 디앤디컴,200000.0,https://prod.danawa.com/info/?pcode=19355444&cate=112753,AFOX,19355444,//img.danawa.com/prod_img/500000/444/355/img/19355444_1.jpg?shrink=330:*&_v=20230314165904,NVIDIA,GTX 1650,12,1485,1590.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,1028,3.0,152,,300.0,9,2.0,216.0,40,100000,0,3.0,,202303,
ASUS PH 지포스 GTX 1630 D6 4GB,194150.0,https://prod.danawa.com/info/?pcode=17506883&cate=112753,ASUS,17506883,//img.danawa.com/prod_img/500000/883/506/img/17506883_1.jpg?shrink=330:*&_v=20220722091839,NVIDIA,GTX 1630,12,1740,1815.0,512.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,64.0,1028,3.0,312,,300.0,9,1.0,174.0,39,0,0,,,202207,
갤럭시 BOY 지포스 RTX 4060 2X OC D6 8GB,447320.0,https://prod.danawa.com/info/?pcode=21638597&cate=112753,갤럭시,21638597,//img.danawa.com/prod_img/500000/597/638/img/21638597_1.jpg?shrink=330:*&_v=20230719171606,NVIDIA,RTX 4060,4,1830,2475.0,3072.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,17000.0,128.0,4,,153,115.0,550.0,11,2.0,238.0,45,10000,4,3.0,,202307,
ZOTAC GAMING 지포스 RTX 4070 Ti AMP EXTREME AIRO D6X 12GB,1278640.0,https://prod.danawa.com/info/?pcode=18669602&cate=112753,ZOTAC,18669602,//img.danawa.com/prod_img/500000/602/669/img/18669602_1.jpg?shrink=330:*&_v=20230105230006,NVIDIA,RTX 4070 Ti,4,,2700.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,249,285.0,750.0,11,3.0,355.5,72.1,100,5,3.0,,202301,
XFX 라데온 RX 6500 XT QICK 210 BLACK D6 4GB,200840.0,https://prod.danawa.com/info/?pcode=16224614&cate=112753,XFX,16224614,//img.danawa.com/prod_img/500000/614/224/img/16224614_1.jpg?shrink=330:*&_v=20220211164131,AMD(ATi),RX 6500 XT,6,2420,2825.0,,1024,PCIe4.0x16(at x4),GDDR6(DDR6),,18000.0,64.0,4,2.0,185,,500.0,11,2.0,233.0,42,100000,1,3.0,,202201,
