name,price,link,company,product_seq,image,generation,capacity,clock,timing,number,ecc,xmp,expo,heatsink,heatsink_color,led,led_color,reg_date,bookmark
PNY XLR8 DDR5-6000 CL38 MAKO RGB 패키지 제이씨현,474820.0,https://prod.danawa.com/info/?pcode=16839320&cate=112752,PNY,16839320,//img.danawa.com/prod_img/500000/320/839/img/16839320_1.jpg?shrink=330:*&_v=20220926135231,DDR5,32,6000MHz (PC5-48000),CL38-38-38-77,2,2.0,2.0,0,1,블랙,1,RGB,202204,
킹스톤 FURY DDR5-5200 CL40 Beast 패키지,454220.0,https://prod.danawa.com/info/?pcode=16380797&cate=112752,킹스톤,16380797,//img.danawa.com/prod_img/500000/797/380/img/16380797_1.jpg?shrink=330:*&_v=20220425133808,DDR5,32,5200MHz (PC5-41600),CL40,2,,2.0,0,1,블랙,0,,202202,
ADATA XPG DDR5-5200 CL38 LANCER 블랙 패키지,807710.0,https://prod.danawa.com/info/?pcode=15598841&cate=112752,ADATA,15598841,//img.danawa.com/prod_img/500000/841/598/img/15598841_1.jpg?shrink=330:*&_v=20230203140944,DDR5,32,5200MHz (PC5-41600),CL38-38-38,2,2.0,2.0,0,1,블랙,0,,202111,
G.SKILL DDR4-4000 CL16 TRIDENT Z ROYAL 실버 패키지,500000.0,https://prod.danawa.com/info/?pcode=14219147&cate=112752,G.SKILL,14219147,//img.danawa.com/prod_img/500000/147/219/img/14219147_1.jpg?shrink=330:*&_v=20210518145500,DDR4,32,4000MHz (PC4-32000),CL16-16-16-36,2,,1.0,0,1,실버/그레이,1,RGB,202105,
ADATA XPG DDR4-3200 CL16 SPECTRIX D45G RGB 화이트 패키지,112000.0,https://prod.danawa.com/info/?pcode=20102777&cate=112752,ADATA,20102777,//img.danawa.com/prod_img/500000/777/102/img/20102777_1.jpg?shrink=330:*&_v=20230510140934,DDR4,32,3200MHz (PC4-25600),CL16-20-20,2,,1.0,0,1,화이트,1,RGB,202305,
TeamGroup T-CREATE DDR4-2666 CL19 CLASSIC 10L 패키지,177550.0,https://prod.danawa.com/info/?pcode=13232213&cate=112752,TeamGroup,13232213,//img.danawa.com/prod_img/500000/213/232/img/13232213_1.jpg?shrink=330:*&_v=20210127091025,DDR4,32,2666MHz (PC4-21300),CL19-19-19-43,2,,,0,1,실버/그레이,0,,202101,
HP DDR4-3200 CL16 V8,41590.0,https://prod.danawa.com/info/?pcode=13163279&cate=112752,HP,13163279,//img.danawa.com/prod_img/500000/279/163/img/13163279_1.jpg?shrink=330:*&_v=20210512150434,DDR4,8,3200MHz (PC4-25600),CL16-20-20-38,1,,1.0,0,1,블랙,1,RGB,202101,
CORSAIR DDR4-3200 CL16 Dominator Platinum RGB 패키지,,https://prod.danawa.com/info/?pcode=7332277&cate=112752,CORSAIR,7332277,//img.danawa.com/prod_img/500000/277/332/img/7332277_1.jpg?shrink=330:*&_v=20200908144641,DDR4,32,3200MHz (PC4-25600),CL16-18-18-36,2,,1.0,0,1,블랙,1,RGB,201902,
G.SKILL DDR4-4400 CL18 TRIDENT Z ROYAL 실버 패키지,466200.0,https://prod.danawa.com/info/?pcode=7030291&cate=112752,G.SKILL,7030291,//img.danawa.com/prod_img/500000/291/030/img/7030291_1.jpg?shrink=330:*&_v=20200821130632,DDR4,16,4400MHz (PC4-35200),CL18-19-19-39,2,,1.0,0,1,실버/그레이,1,RGB,201901,
PNY DDR5-4800 Performance 마이크로닉스,,https://prod.danawa.com/info/?pcode=16270448&cate=112752,PNY,16270448,//img.danawa.com/prod_img/500000/448/270/img/16270448_1.jpg?shrink=330:*&_v=20220525123738,DDR5,8,4800MHz (PC5-38400),CL40-40-40-70,1,2.0,,0,0,,0,,202201,
V-Color DDR4-3600 CL18 PRISM PRO RGB BLACK 패키지,69000.0,https://prod.danawa.com/info/?pcode=15152348&cate=112752,V-Color,15152348,//img.danawa.com/prod_img/500000/348/152/img/15152348_1.jpg?shrink=330:*&_v=20210902105329,DDR4,16,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,블랙,1,RGB,202109,
G.SKILL DDR4-3600 CL14 TRIDENT Z ROYAL 실버 패키지,1010000.0,https://prod.danawa.com/info/?pcode=12947351&cate=112752,G.SKILL,12947351,//img.danawa.com/prod_img/500000/351/947/img/12947351_1.jpg?shrink=330:*&_v=20201217163906,DDR4,64,3600MHz (PC4-28800),CL14-15-15-35,4,,1.0,0,1,실버/그레이,1,RGB,202012,
CORSAIR DDR4-3000 CL15 VENGEANCE PRO RGB WHITE 패키지,258000.0,https://prod.danawa.com/info/?pcode=6259377&cate=112752,CORSAIR,6259377,//img.danawa.com/prod_img/500000/377/259/img/6259377_1.jpg?shrink=330:*&_v=20200821132322,DDR4,32,3000MHz (PC4-24000),CL15-17-17-35,4,,1.0,0,1,화이트,1,RGB,201806,
G.SKILL DDR4-4266 CL19 TRIDENT ZKW 패키지,297110.0,https://prod.danawa.com/info/?pcode=4848340&cate=112752,G.SKILL,4848340,//img.danawa.com/prod_img/500000/340/848/img/4848340_1.jpg?shrink=330:*&_v=20200821130735,DDR4,16,4266MHz (PC4-34100),CL19-19-19-39,2,,1.0,0,1,블랙,0,,201701,
CORSAIR DDR4-3200 CL16 Dominator Platinum 패키지,,https://prod.danawa.com/info/?pcode=4106058&cate=112752,CORSAIR,4106058,//img.danawa.com/prod_img/500000/058/106/img/4106058_1.jpg?shrink=330:*&_v=20200821132145,DDR4,64,3200MHz (PC4-25600),CL16-18-18-36,4,,1.0,0,1,실버/그레이,1,화이트,201606,
ESSENCORE KLEVV DDR5-7600 CL36 CRAS V RGB 패키지 서린,,https://prod.danawa.com/info/?pcode=27886853&cate=112752,ESSENCORE,27886853,//img.danawa.com/prod_img/500000/853/886/img/27886853_1.jpg?shrink=330:*&_v=20230830111930,DDR5,nan,7600MHz (PC5-60800),CL36-46-46-86,2,2.0,2.0,0,1,블랙,1,RGB,202308,
V-Color DDR4-3200 CL16 PRISM PRO RGB WHITE 패키지,69000.0,https://prod.danawa.com/info/?pcode=15151712&cate=112752,V-Color,15151712,//img.danawa.com/prod_img/500000/712/151/img/15151712_1.jpg?shrink=330:*&_v=20210902101208,DDR4,16,3200MHz (PC4-25600),CL16-20-20-38,2,,1.0,0,1,화이트,1,RGB,202109,
V-Color DDR4-3600 CL18 PRISM PRO RGB WHITE 패키지,79850.0,https://prod.danawa.com/info/?pcode=14968643&cate=112752,V-Color,14968643,//img.danawa.com/prod_img/500000/643/968/img/14968643_1.jpg?shrink=330:*&_v=20210813124435,DDR4,16,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,화이트,1,RGB,202108,
G.SKILL DDR4-3600 CL14 TRIDENT Z RGB 패키지,329000.0,https://prod.danawa.com/info/?pcode=12947075&cate=112752,G.SKILL,12947075,//img.danawa.com/prod_img/500000/075/947/img/12947075_1.jpg?shrink=330:*&_v=20201217163132,DDR4,32,3600MHz (PC4-28800),CL14-15-15-35,2,,1.0,0,1,블랙,1,RGB,202012,
ADATA XPG DDR4-3200 CL16 SPECTRIX D45G RGB 패키지,136000.0,https://prod.danawa.com/info/?pcode=20102714&cate=112752,ADATA,20102714,//img.danawa.com/prod_img/500000/714/102/img/20102714_1.jpg?shrink=330:*&_v=20230510140715,DDR4,32,3200MHz (PC4-25600),CL16-20-20,2,,1.0,0,1,블랙,1,RGB,202305,
앱코 DDR4-3600 CL16 AGM R20RH 화이트 패키지,227500.0,https://prod.danawa.com/info/?pcode=15851969&cate=112752,앱코,15851969,//img.danawa.com/prod_img/500000/969/851/img/15851969_1.jpg?shrink=330:*&_v=20211203142443,DDR4,16,3600MHz (PC4-28800),CL16-16-16-36,2,,1.0,0,1,화이트,1,RGB,202112,
GeIL DDR4-2666 CL19 ORION RGB Red,80000.0,https://prod.danawa.com/info/?pcode=13150871&cate=112752,GeIL,13150871,//img.danawa.com/prod_img/500000/871/150/img/13150871_1.jpg?shrink=330:*&_v=20210115141825,DDR4,16,2666MHz (PC4-21300),CL19-19-19-43,1,,1.0,0,1,레드,1,RGB,202101,
OLOy DDR4-3200 CL14 WarHawk PLATINUM SE RGB White 패키지,245000.0,https://prod.danawa.com/info/?pcode=12805592&cate=112752,OLOy,12805592,//img.danawa.com/prod_img/500000/592/805/img/12805592_1.jpg?shrink=330:*&_v=20201202153854,DDR4,16,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,화이트,1,RGB,202012,
PNY XLR8 DDR4-3600 Gaming EPIC-X RGB 화이트 패키지,129000.0,https://prod.danawa.com/info/?pcode=12716882&cate=112752,PNY,12716882,//img.danawa.com/prod_img/500000/882/716/img/12716882_1.jpg?shrink=330:*&_v=20201203124622,DDR4,16,3600MHz (PC4-28800),CL18-20-20-40,2,,1.0,0,1,화이트,1,RGB,202011,
PNY XLR8 DDR4-3600 Gaming EPIC-X RGB 패키지,98560.0,https://prod.danawa.com/info/?pcode=12716837&cate=112752,PNY,12716837,//img.danawa.com/prod_img/500000/837/716/img/12716837_1.jpg?shrink=330:*&_v=20201203124606,DDR4,16,3600MHz (PC4-28800),CL18-20-20-40,2,,1.0,0,1,블랙,1,RGB,202011,
G.SKILL DDR4-4000 CL15 TRIDENT Z ROYAL 실버 패키지,300000.0,https://prod.danawa.com/info/?pcode=11577923&cate=112752,G.SKILL,11577923,//img.danawa.com/prod_img/500000/923/577/img/11577923_1.jpg?shrink=330:*&_v=20200821130950,DDR4,16,4000MHz (PC4-32000),CL15-16-16-36,2,,1.0,0,1,실버/그레이,1,RGB,202006,
TeamGroup T-Force DDR4-3600 CL14 XTREEM ARGB 패키지,,https://prod.danawa.com/info/?pcode=10419330&cate=112752,TeamGroup,10419330,//img.danawa.com/prod_img/500000/330/419/img/10419330_1.jpg?shrink=330:*&_v=20200821131608,DDR4,16,3600MHz (PC4-28800),CL14-15-15-35,2,,,0,1,블루,1,RGB,202001,
GeIL DDR4-3200 CL16 EVO X II AMD Gray RGB 패키지,,https://prod.danawa.com/info/?pcode=9552063&cate=112752,GeIL,9552063,//img.danawa.com/prod_img/500000/063/552/img/9552063_1.jpg?shrink=330:*&_v=20200821131934,DDR4,16,3200MHz (PC4-25600),CL16-18-18-36,2,,1.0,0,1,블랙,1,RGB,201909,
GeIL DDR4-3200 CL16 SUPER LUCE RGB Sync 블랙 패키지,137500.0,https://prod.danawa.com/info/?pcode=6062555&cate=112752,GeIL,6062555,//img.danawa.com/prod_img/500000/555/062/img/6062555_1.jpg?shrink=330:*&_v=20200821132110,DDR4,16,3200MHz (PC4-25600),CL16-18-18-36,2,,1.0,0,1,블랙,1,RGB,201804,
GeIL DDR5-6800 CL36 EVO V RGB White 패키지,290000.0,https://prod.danawa.com/info/?pcode=18420080&cate=112752,GeIL,18420080,//img.danawa.com/prod_img/500000/080/420/img/18420080_1.jpg?shrink=330:*&_v=20221205093930,DDR5,32,6800MHz (PC5-54400),CL36-44-44-86,2,2.0,2.0,0,1,화이트,1,RGB,202212,
ADATA XPG DDR5-5600 CL36 LANCER RGB 화이트 패키지,273230.0,https://prod.danawa.com/info/?pcode=18412250&cate=112752,ADATA,18412250,//img.danawa.com/prod_img/500000/250/412/img/18412250_1.jpg?shrink=330:*&_v=20221207124422,DDR5,32,5600MHz (PC5-44800),CL36,2,2.0,2.0,0,1,화이트,1,RGB,202212,
OCPC DDR5-4800 CL40 PISTA RGB 패키지,336000.0,https://prod.danawa.com/info/?pcode=15724712&cate=112752,OCPC,15724712,//img.danawa.com/prod_img/500000/712/724/img/15724712_1.jpg?shrink=330:*&_v=20211118175619,DDR5,32,4800MHz (PC5-38400),CL40-40-40-77,2,,,0,1,실버/그레이,1,RGB,202111,
ADATA XPG DDR5-5200 CL38 LANCER RGB 블랙,164890.0,https://prod.danawa.com/info/?pcode=15593141&cate=112752,ADATA,15593141,//img.danawa.com/prod_img/500000/141/593/img/15593141_1.jpg?shrink=330:*&_v=20230203140956,DDR5,16,5200MHz (PC5-41600),CL38-38-38,1,2.0,2.0,0,1,블랙,1,RGB,202111,
HP DDR4-2666 CL19 V2,46560.0,https://prod.danawa.com/info/?pcode=13162550&cate=112752,HP,13162550,//img.danawa.com/prod_img/500000/550/162/img/13162550_1.jpg?shrink=330:*&_v=20210125130336,DDR4,8,2666MHz (PC4-21300),CL19,1,,1.0,0,0,,0,,202101,
TeamGroup T-Force DDR4-3200 CL16 Delta RGB 화이트 서린,314970.0,https://prod.danawa.com/info/?pcode=11379687&cate=112752,TeamGroup,11379687,//img.danawa.com/prod_img/500000/687/379/img/11379687_1.jpg?shrink=330:*&_v=20210510162517,DDR4,32,3200MHz (PC4-25600),CL16-18-18-38,1,,1.0,0,1,화이트,1,RGB,202005,
마이크론 Crucial Ballistix DDR4-3200 CL16 RGB Red 패키지,490000.0,https://prod.danawa.com/info/?pcode=10966479&cate=112752,마이크론,10966479,//img.danawa.com/prod_img/500000/479/966/img/10966479_1.jpg?shrink=330:*&_v=20210305141122,DDR4,16,3200MHz (PC4-25600),CL16-18-18-38,2,,1.0,0,1,레드,1,RGB,202004,
TeamGroup T-Force DDR4-4000 CL18 DARK Z Alpha 패키지,218610.0,https://prod.danawa.com/info/?pcode=10401315&cate=112752,TeamGroup,10401315,//img.danawa.com/prod_img/500000/315/401/img/10401315_1.jpg?shrink=330:*&_v=20200821130949,DDR4,16,4000MHz (PC4-32000),CL18-22-22-42,2,,1.0,0,1,블랙,0,,202001,
G.SKILL DDR4-3200 CL14 TRIDENT Z DC RGB 패키지,1300000.0,https://prod.danawa.com/info/?pcode=8013889&cate=112752,G.SKILL,8013889,//img.danawa.com/prod_img/500000/889/013/img/8013889_1.jpg?shrink=330:*&_v=20200821132109,DDR4,64,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,블랙,1,RGB,201906,
갤럭시 HOF 2 DDR4-3600 CL17 패키지,,https://prod.danawa.com/info/?pcode=7523185&cate=112752,갤럭시,7523185,//img.danawa.com/prod_img/500000/185/523/img/7523185_1.jpg?shrink=330:*&_v=20210115152851,DDR4,16,3600MHz (PC4-28800),CL17-18-18-38,2,,1.0,0,1,화이트,1,RGB,201903,
TeamGroup T-Force DDR4-3600 CL18 Night Hawk RGB 패키지 서린,,https://prod.danawa.com/info/?pcode=7305265&cate=112752,TeamGroup T-Force,7305265,//img.danawa.com/prod_img/500000/265/305/img/7305265_1.jpg?shrink=330:*&_v=20200821131608,DDR4,16,3600MHz (PC4-28800),CL18-20-20-44,2,,1.0,0,1,블랙,1,RGB,201804,
G.SKILL DDR4-3000 CL16 TRIDENT Z ROYAL 실버 패키지,413600.0,https://prod.danawa.com/info/?pcode=7030399&cate=112752,G.SKILL,7030399,//img.danawa.com/prod_img/500000/399/030/img/7030399_1.jpg?shrink=330:*&_v=20200821132322,DDR4,32,3000MHz (PC4-24000),CL16-18-18-38,2,,1.0,0,1,실버/그레이,1,RGB,201901,
CORSAIR DDR4-3466 CL16 VENGEANCE RGB 패키지,,https://prod.danawa.com/info/?pcode=5710848&cate=112752,CORSAIR,5710848,//img.danawa.com/prod_img/500000/848/710/img/5710848_1.jpg?shrink=330:*&_v=20200821131714,DDR4,64,3466MHz (PC4-27700),CL16-18-18-36,4,,1.0,0,1,블랙,1,RGB,201712,
CORSAIR DDR4-2400 CL14 Dominator Platinum 패키지,,https://prod.danawa.com/info/?pcode=5709036&cate=112752,CORSAIR,5709036,//img.danawa.com/prod_img/500000/036/709/img/5709036_1.jpg?shrink=330:*&_v=20200821133027,DDR4,128,2400MHz (PC4-19200),CL14-16-16-31,8,,,0,1,실버/그레이,0,,201712,
CORSAIR DDR4-2800 CL14 Dominator Platinum 패키지,,https://prod.danawa.com/info/?pcode=5528697&cate=112752,CORSAIR,5528697,//img.danawa.com/prod_img/500000/697/528/img/5528697_1.jpg?shrink=330:*&_v=20200821132636,DDR4,64,2800MHz (PC4-22400),CL14-16-16-31,8,,1.0,0,1,실버/그레이,1,화이트,201709,
G.SKILL DDR4-3866 CL18 TRIDENT Z RGB 패키지,560000.0,https://prod.danawa.com/info/?pcode=5131200&cate=112752,G.SKILL,5131200,//img.danawa.com/prod_img/500000/200/131/img/5131200_1.jpg?shrink=330:*&_v=20200821131014,DDR4,32,3866MHz (PC4-30900),CL18-18-18-38,2,,1.0,0,1,블랙,1,RGB,201705,
ADATA XPG DDR5-5200 CL38 LANCER RGB 화이트,,https://prod.danawa.com/info/?pcode=17012264&cate=112752,ADATA,17012264,//img.danawa.com/prod_img/500000/264/012/img/17012264_1.jpg?shrink=330:*&_v=20220510123512,DDR5,16,5200MHz (PC5-41600),CL38,1,2.0,2.0,0,1,화이트,1,RGB,202205,
V-Color Manta DDR5-6200 CL36 Xprism RGB BLACK 패키지,,https://prod.danawa.com/info/?pcode=16991105&cate=112752,V-Color,16991105,//img.danawa.com/prod_img/500000/105/991/img/16991105_1.jpg?shrink=330:*&_v=20220509095545,DDR5,32,6200MHz (PC5-49600),CL36-39-39-76,2,2.0,2.0,0,1,블랙,1,RGB,202205,
PNY XLR8 DDR5-6000 CL38 MAKO RGB 제이씨현,240000.0,https://prod.danawa.com/info/?pcode=16839473&cate=112752,PNY,16839473,//img.danawa.com/prod_img/500000/473/839/img/16839473_1.jpg?shrink=330:*&_v=20220926135307,DDR5,16,6000MHz (PC5-48000),CL38-38-38-77,1,2.0,2.0,0,1,블랙,1,RGB,202204,
앱코 DDR4-3200 CL14 AGM R20RH 화이트 패키지,175000.0,https://prod.danawa.com/info/?pcode=15851906&cate=112752,앱코,15851906,//img.danawa.com/prod_img/500000/906/851/img/15851906_1.jpg?shrink=330:*&_v=20211203142308,DDR4,16,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,화이트,1,RGB,202112,
GeIL DDR4-3600 CL18-22-22 SUPER LUCE RGB Sync 화이트 패키지,68730.0,https://prod.danawa.com/info/?pcode=14613404&cate=112752,GeIL,14613404,//img.danawa.com/prod_img/500000/404/613/img/14613404_1.jpg?shrink=330:*&_v=20210629150718,DDR4,16,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,화이트,1,RGB,202106,
GeIL DDR4-3600 CL18 SUPER LUCE RGB Sync 블랙 패키지,,https://prod.danawa.com/info/?pcode=8534438&cate=112752,GeIL,8534438,//img.danawa.com/prod_img/500000/438/534/img/8534438_1.jpg?shrink=330:*&_v=20200821131608,DDR4,16,3600MHz (PC4-28800),CL18-20-20-40,2,,1.0,0,1,블랙,1,RGB,201907,
G.SKILL DDR4-4000 CL17 TRIDENT Z ROYAL 실버 패키지,632000.0,https://prod.danawa.com/info/?pcode=7351588&cate=112752,G.SKILL,7351588,//img.danawa.com/prod_img/500000/588/351/img/7351588_1.jpg?shrink=330:*&_v=20200821130950,DDR4,32,4000MHz (PC4-32000),CL17-17-17-37,4,,1.0,0,1,실버/그레이,1,RGB,201902,
GeIL DDR4-2666 CL19 EVO SPEAR,59980.0,https://prod.danawa.com/info/?pcode=6437970&cate=112752,GeIL,6437970,//img.danawa.com/prod_img/500000/970/437/img/6437970_1.jpg?shrink=330:*&_v=20200821132850,DDR4,8,2666MHz (PC4-21300),CL19-19-19-43,1,,,0,1,블랙,0,,201809,
ESSENCORE KLEVV DDR4-4000 CL19 BOLT XR 패키지 서린,,https://prod.danawa.com/info/?pcode=27895940&cate=112752,ESSENCORE,27895940,//img.danawa.com/prod_img/500000/940/895/img/27895940_1.jpg?shrink=330:*&_v=20230830164223,DDR4,32,4000MHz (PC4-32000),CL19-25-25-45,2,,1.0,0,1,실버/그레이,0,,202308,
에이서 프레데터 DDR4-3600 CL14 VESTA 패키지,,https://prod.danawa.com/info/?pcode=16993502&cate=112752,에이서,16993502,//img.danawa.com/prod_img/500000/502/993/img/16993502_1.jpg?shrink=330:*&_v=20220513104533,DDR4,16,3600MHz (PC4-28800),CL14-15-15-35,2,,1.0,0,1,실버/그레이,1,RGB,202205,
G.SKILL DDR4-2400 CL15 TRIDENT Z RGB 패키지,,https://prod.danawa.com/info/?pcode=4904916&cate=112752,G.SKILL,4904916,//img.danawa.com/prod_img/500000/916/904/img/4904916_1.jpg?shrink=330:*&_v=20220621092217,DDR4,16,2400MHz (PC4-19200),CL15-15-15-35,2,,,0,1,블랙,1,RGB,201702,
ADATA XPG DDR5-5200 CL38 LANCER RGB 화이트 패키지,,https://prod.danawa.com/info/?pcode=17012234&cate=112752,ADATA,17012234,//img.danawa.com/prod_img/500000/234/012/img/17012234_1.jpg?shrink=330:*&_v=20220510124842,DDR5,32,5200MHz (PC5-41600),CL38,2,2.0,2.0,0,1,화이트,1,RGB,202205,
ADATA XPG DDR5-5200 CL38 HUNTER,,https://prod.danawa.com/info/?pcode=16456415&cate=112752,ADATA,16456415,//img.danawa.com/prod_img/500000/415/456/img/16456415_1.jpg?shrink=330:*&_v=20220822173930,DDR5,8,5200MHz (PC5-41600),CL38,1,2.0,2.0,0,1,블랙,0,,202202,
G.SKILL DDR5-6000 CL40 TRIDENT Z5 J 실버 패키지,,https://prod.danawa.com/info/?pcode=16192616&cate=112752,G.SKILL,16192616,//img.danawa.com/prod_img/500000/616/192/img/16192616_1.jpg?shrink=330:*&_v=20220114143919,DDR5,32,6000MHz (PC5-48000),CL40-40-40-96,2,2.0,2.0,0,1,실버/그레이,0,,202201,
V-Color DDR4-3600 CL18 PRISM PRO RGB SCC KIT WHITE 패키지,229800.0,https://prod.danawa.com/info/?pcode=14968928&cate=112752,V-Color,14968928,//img.danawa.com/prod_img/500000/928/968/img/14968928_1.jpg?shrink=330:*&_v=20210813124443,DDR4,16,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,화이트,1,RGB,202108,
TeamGroup T-Force DDR4-4000 CL18-24-24 XTREEM ARGB 패키지 서린,,https://prod.danawa.com/info/?pcode=14534240&cate=112752,TeamGroup,14534240,//img.danawa.com/prod_img/500000/240/534/img/14534240_1.jpg?shrink=330:*&_v=20210621152339,DDR4,32,4000MHz (PC4-32000),CL18-24-24-46,2,,1.0,0,1,블루,1,RGB,202106,
OLOy DDR4-3200 CL16 WarHawk Black RGB 패키지,114000.0,https://prod.danawa.com/info/?pcode=13098071&cate=112752,OLOy,13098071,//img.danawa.com/prod_img/500000/071/098/img/13098071_1.jpg?shrink=330:*&_v=20210114172124,DDR4,16,3200MHz (PC4-25600),CL16-20-20-38,2,,1.0,0,1,블랙,1,RGB,202101,
OCPC DDR4-3200 CL16 X3TREME RGB Pink 패키지,746880.0,https://prod.danawa.com/info/?pcode=12694793&cate=112752,OCPC,12694793,//img.danawa.com/prod_img/500000/793/694/img/12694793_1.jpg?shrink=330:*&_v=20201116160312,DDR4,64,3200MHz (PC4-25600),CL16-20-20-38,2,,1.0,0,1,핑크,1,RGB,202011,
갤럭시 HOF OC Lab DDR4-3600 CL17 Arduino RGB 패키지,325400.0,https://prod.danawa.com/info/?pcode=11596448&cate=112752,갤럭시,11596448,//img.danawa.com/prod_img/500000/448/596/img/11596448_1.jpg?shrink=330:*&_v=20200821131336,DDR4,16,3600MHz (PC4-28800),CL17-18-18-38,2,,1.0,0,1,화이트,1,RGB,202006,
V-Color DDR4-4000 CL19 PRISM PRO RGB SILVER 패키지,160000.0,https://prod.danawa.com/info/?pcode=11587076&cate=112752,V-Color,11587076,//img.danawa.com/prod_img/500000/076/587/img/11587076_1.jpg?shrink=330:*&_v=20210903143226,DDR4,16,4000MHz (PC4-32000),CL19-24-24-44,2,,1.0,0,1,실버/그레이,1,RGB,202006,
G.SKILL DDR4-4000 CL15 TRIDENT Z ROYAL 골드 패키지,599180.0,https://prod.danawa.com/info/?pcode=11577902&cate=112752,G.SKILL,11577902,//img.danawa.com/prod_img/500000/902/577/img/11577902_1.jpg?shrink=330:*&_v=20200821130950,DDR4,16,4000MHz (PC4-32000),CL15-16-16-36,2,,1.0,0,1,골드,1,RGB,202006,
G.SKILL DDR4-3600 CL14 TRIDENT Z ROYAL B 골드 패키지,475790.0,https://prod.danawa.com/info/?pcode=11431590&cate=112752,G.SKILL,11431590,//img.danawa.com/prod_img/500000/590/431/img/11431590_1.jpg?shrink=330:*&_v=20200821131336,DDR4,16,3600MHz (PC4-28800),CL14-15-15-35,2,,1.0,0,1,골드,1,RGB,202005,
갤럭시 HOF OC Lab DDR4-4000 CL19 Aurora RGB 패키지,156380.0,https://prod.danawa.com/info/?pcode=11050608&cate=112752,갤럭시,11050608,//img.danawa.com/prod_img/500000/608/050/img/11050608_1.jpg?shrink=330:*&_v=20200821130950,DDR4,16,4000MHz (PC4-32000),CL19-25-25-45,2,,1.0,0,1,화이트,1,RGB,202004,
TeamGroup T-Force DDR4-3600 CL18 DARK Z GREY 패키지,,https://prod.danawa.com/info/?pcode=10388874&cate=112752,TeamGroup,10388874,//img.danawa.com/prod_img/500000/874/388/img/10388874_1.jpg?shrink=330:*&_v=20200821131608,DDR4,32,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,실버/그레이,0,,202001,
ZADAK DDR4-4133 CL19 SPARK RGB 패키지,,https://prod.danawa.com/info/?pcode=9681849&cate=112752,ZADAK,9681849,//img.danawa.com/prod_img/500000/849/681/img/9681849_1.jpg?shrink=330:*&_v=20200821130826,DDR4,16,4133MHz (PC4-33000),CL19-19-19-39,2,,1.0,0,1,블랙,1,RGB,201910,
ADATA XPG DDR4-4133 CL19-23-23 SPECTRIX D60G RGB 패키지,177480.0,https://prod.danawa.com/info/?pcode=9656970&cate=112752,ADATA,9656970,//img.danawa.com/prod_img/500000/970/656/img/9656970_1.jpg?shrink=330:*&_v=20200821130826,DDR4,16,4133MHz (PC4-33000),CL19-23-23,2,,1.0,0,1,실버/그레이,1,RGB,201910,
GeIL DDR4-3600 CL18 EVO X II AMD Gray RGB 패키지,133160.0,https://prod.danawa.com/info/?pcode=9552135&cate=112752,GeIL,9552135,//img.danawa.com/prod_img/500000/135/552/img/9552135_1.jpg?shrink=330:*&_v=20200821131608,DDR4,16,3600MHz (PC4-28800),CL18-20-20-40,2,,1.0,0,1,블랙,1,RGB,201909,
ADATA XPG DDR4-3600 CL17 SPECTRIX D60G RGB 패키지,424300.0,https://prod.danawa.com/info/?pcode=9276858&cate=112752,ADATA,9276858,//img.danawa.com/prod_img/500000/858/276/img/9276858_1.jpg?shrink=330:*&_v=20200821131608,DDR4,16,3600MHz (PC4-28800),CL17-18-18,2,,1.0,0,1,실버/그레이,1,RGB,201908,
TeamGroup T-Force DDR4-2666 CL18 T1 GAMING,,https://prod.danawa.com/info/?pcode=8714552&cate=112752,TeamGroup,8714552,//img.danawa.com/prod_img/500000/552/714/img/8714552_1.jpg?shrink=330:*&_v=20200821132736,DDR4,4,2666MHz (PC4-21300),CL18-18-18-43,1,,1.0,0,0,,0,,201907,
TeamGroup T-Force DDR4-2666 CL15 Delta RGB 화이트 서린,,https://prod.danawa.com/info/?pcode=7317970&cate=112752,TeamGroup,7317970,//img.danawa.com/prod_img/500000/970/317/img/7317970_1.jpg?shrink=330:*&_v=20210310132417,DDR4,4,2666MHz (PC4-21300),CL15-17-17-35,1,,1.0,0,1,화이트,1,RGB,201902,
PNY XLR8 DDR5-6000 CL38 MAKO RGB 패키지 마이크로닉스,468000.0,https://prod.danawa.com/info/?pcode=17910065&cate=112752,PNY,17910065,//img.danawa.com/prod_img/500000/065/910/img/17910065_1.jpg?shrink=330:*&_v=20230406151608,DDR5,32,6000MHz (PC5-48000),CL38-38-38-77,2,2.0,2.0,1,1,블랙,1,RGB,202204,
HP DDR4-3200 CL16-20-20 V8,84800.0,https://prod.danawa.com/info/?pcode=14628032&cate=112752,HP,14628032,//img.danawa.com/prod_img/500000/032/628/img/14628032_1.jpg?shrink=330:*&_v=20210630163320,DDR4,16,3200MHz (PC4-25600),CL16-20-20-38,1,,1.0,0,1,블랙,1,RGB,202106,
